cut_name,n_frames,n_boxes,n_tracks,primary_beh_tag,primary_ani_tag,camera,date,time
1016_arm01_gopro1_20200327_005320_beh1_ani4_ins1_cut_00013,450,0,0,beh1,ani4,gopro1,20200327,005320
1025_arm01_gopro1_20200327_005320_beh7_ani5_ins1_cut_00001,450,2700,10,beh7,ani5,gopro1,20200327,005320
1030_arm01_gopro1_20200327_005320_beh7_ani6_ins1_cut_00001,450,2700,10,beh7,ani6,gopro1,20200327,005320
1030_arm01_gopro1_20200327_005320_beh7_ani6_ins1_cut_00002,450,2247,12,beh7,ani6,gopro1,20200327,005320
1050_arm01_gopro1_20200327_012844_beh1_ani6_ins1_cut_00015,450,3150,8,beh1,ani6,gopro1,20200327,012844
1053_arm01_gopro1_20200327_012844_beh1_ani8_ins2_cut_00013,450,3599,10,beh1,ani8,gopro1,20200327,012844
1058_arm01_gopro1_20200327_014626_beh7_ani1_ins2_cut_00003,450,3550,11,beh7,ani1,gopro1,20200327,014626
1075_arm01_gopro1_20200327_014626_beh8_ani4_ins1_cut_00001,450,3150,16,beh8,ani4,gopro1,20200327,014626
1075_arm01_gopro1_20200327_014626_beh8_ani4_ins1_cut_00002,450,2673,13,beh8,ani4,gopro1,20200327,014626
1077_arm01_gopro1_20200327_014626_beh8_ani4_ins2_cut_00001,450,2030,9,beh8,ani4,gopro1,20200327,014626
1079_arm01_gopro1_20200327_014626_beh7_ani4_ins1_cut_00001,450,3151,8,beh7,ani4,gopro1,20200327,014626
1081_arm01_gopro1_20200327_014626_beh7_ani4_ins2_cut_00001,450,2584,8,beh7,ani4,gopro1,20200327,014626
1092_arm01_gopro1_20200327_014626_beh8_ani4_ins5_cut_00001,450,2700,11,beh8,ani4,gopro1,20200327,014626
1096_arm01_gopro1_20200327_014626_beh8_ani4_ins7_cut_00001,450,2700,7,beh8,ani4,gopro1,20200327,014626
1096_arm01_gopro1_20200327_014626_beh8_ani4_ins7_cut_00002,449,2694,8,beh8,ani4,gopro1,20200327,014626
1098_arm01_gopro1_20200327_014626_beh8_ani4_ins8_cut_00001,443,1768,5,beh8,ani4,gopro1,20200327,014626
1105_arm01_gopro1_20200327_020408_beh1_ani1_ins1_cut_00007,450,3150,8,beh1,ani1,gopro1,20200327,020408
1146_arm01_gopro1_20200327_023932_beh6_ani1_ins1_cut_00004,450,3600,8,beh6,ani1,gopro1,20200327,023932
1146_arm01_gopro1_20200327_023932_beh6_ani1_ins1_cut_00013,450,3600,8,beh6,ani1,gopro1,20200327,023932
1148_arm01_gopro1_20200327_023932_beh8_ani1_ins1_cut_00001,450,3600,8,beh8,ani1,gopro1,20200327,023932
1162_arm01_gopro1_20200327_023932_beh6_ani3_ins1_cut_00005,450,3600,8,beh6,ani3,gopro1,20200327,023932
1162_arm01_gopro1_20200327_023932_beh6_ani3_ins1_cut_00008,450,3600,8,beh6,ani3,gopro1,20200327,023932
1162_arm01_gopro1_20200327_023932_beh6_ani3_ins1_cut_00017,450,3599,10,beh6,ani3,gopro1,20200327,023932
1162_arm01_gopro1_20200327_023932_beh6_ani3_ins1_cut_00028,450,3598,9,beh6,ani3,gopro1,20200327,023932
1162_arm01_gopro1_20200327_023932_beh6_ani3_ins1_cut_00036,450,3150,7,beh6,ani3,gopro1,20200327,023932
1162_arm01_gopro1_20200327_023932_beh6_ani3_ins1_cut_00041,450,3554,8,beh6,ani3,gopro1,20200327,023932
1168_arm01_gopro1_20200327_023932_beh6_ani4_ins1_cut_00004,450,3600,10,beh6,ani4,gopro1,20200327,023932
1168_arm01_gopro1_20200327_023932_beh6_ani4_ins1_cut_00008,450,3126,9,beh6,ani4,gopro1,20200327,023932
1168_arm01_gopro1_20200327_023932_beh6_ani4_ins1_cut_00010,450,3600,8,beh6,ani4,gopro1,20200327,023932
1168_arm01_gopro1_20200327_023932_beh6_ani4_ins1_cut_00018,450,3250,11,beh6,ani4,gopro1,20200327,023932
1168_arm01_gopro1_20200327_023932_beh6_ani4_ins1_cut_00023,450,3600,8,beh6,ani4,gopro1,20200327,023932
1168_arm01_gopro1_20200327_023932_beh6_ani4_ins1_cut_00026,450,3423,9,beh6,ani4,gopro1,20200327,023932
1168_arm01_gopro1_20200327_023932_beh6_ani4_ins1_cut_00048,450,0,0,beh6,ani4,gopro1,20200327,023932
1179_arm01_gopro1_20200327_023932_beh6_ani5_ins1_cut_00004,450,3600,8,beh6,ani5,gopro1,20200327,023932
1179_arm01_gopro1_20200327_023932_beh6_ani5_ins1_cut_00009,450,3600,8,beh6,ani5,gopro1,20200327,023932
1179_arm01_gopro1_20200327_023932_beh6_ani5_ins1_cut_00025,450,2505,9,beh6,ani5,gopro1,20200327,023932
1183_arm01_gopro1_20200327_023932_beh6_ani6_ins1_cut_00008,450,3601,9,beh6,ani6,gopro1,20200327,023932
1190_arm01_gopro1_20200327_023932_beh1_ani6_ins2_cut_00011,450,3598,8,beh1,ani6,gopro1,20200327,023932
1191_arm01_gopro1_20200327_023932_beh6_ani8_ins1_cut_00008,450,3600,8,beh6,ani8,gopro1,20200327,023932
1191_arm01_gopro1_20200327_023932_beh6_ani8_ins1_cut_00014,450,3600,11,beh6,ani8,gopro1,20200327,023932
1200_arm01_gopro3_20200325_000023_beh9_ani2_ins1_cut_00001,450,2493,23,beh9,ani2,gopro3,20200325,000023
1201_arm01_gopro3_20200325_000023_beh5_ani2_ins1_cut_00001,450,2059,9,beh5,ani2,gopro3,20200325,000023
1201_arm01_gopro3_20200325_000023_beh5_ani2_ins1_cut_00002,450,3393,17,beh5,ani2,gopro3,20200325,000023
1203_arm01_gopro3_20200325_000023_beh1_ani5_ins1_cut_00003,450,1901,12,beh1,ani5,gopro3,20200325,000023
1203_arm01_gopro3_20200325_000023_beh1_ani5_ins1_cut_00009,450,3288,9,beh1,ani5,gopro3,20200325,000023
1204_arm01_gopro3_20200325_000023_beh9_ani5_ins1_cut_00001,450,3266,15,beh9,ani5,gopro3,20200325,000023
1208_arm01_gopro3_20200325_000023_beh1_ani8_ins1_cut_00002,450,1837,9,beh1,ani8,gopro3,20200325,000023
1223_arm01_gopro3_20200325_020417_beh1_ani3_ins1_cut_00012,450,2373,6,beh1,ani3,gopro3,20200325,020417
1227_arm01_gopro3_20200325_020417_beh3_ani8_ins1_cut_00007,450,2170,14,beh3,ani8,gopro3,20200325,020417
1227_arm01_gopro3_20200325_020417_beh3_ani8_ins1_cut_00017,450,3150,7,beh3,ani8,gopro3,20200325,020417
1233_arm01_gopro3_20200325_035029_beh4_ani6_ins1_cut_00001,450,1350,3,beh4,ani6,gopro3,20200325,035029
1248_arm01_gopro3_20200326_024449_beh4_ani6_ins1_cut_00005,450,2700,6,beh4,ani6,gopro3,20200326,024449
1259_arm01_gopro3_20200326_032013_beh6_ani1_ins1_cut_00005,450,3562,9,beh6,ani1,gopro3,20200326,032013
1264_arm01_gopro3_20200326_032013_beh4_ani3_ins1_cut_00001,450,3600,11,beh4,ani3,gopro3,20200326,032013
1265_arm01_gopro3_20200326_032013_beh6_ani3_ins2_cut_00004,450,3600,9,beh6,ani3,gopro3,20200326,032013
1270_arm01_gopro3_20200326_032013_beh6_ani4_ins1_cut_00001,450,2250,5,beh6,ani4,gopro3,20200326,032013
1270_arm01_gopro3_20200326_032013_beh6_ani4_ins1_cut_00007,450,2701,12,beh6,ani4,gopro3,20200326,032013
1271_arm01_gopro3_20200326_032013_beh4_ani4_ins1_cut_00005,450,3600,12,beh4,ani4,gopro3,20200326,032013
1271_arm01_gopro3_20200326_032013_beh4_ani4_ins1_cut_00009,450,3589,8,beh4,ani4,gopro3,20200326,032013
1271_arm01_gopro3_20200326_032013_beh4_ani4_ins1_cut_00010,450,3600,8,beh4,ani4,gopro3,20200326,032013
1275_arm01_gopro3_20200326_032013_beh6_ani8_ins1_cut_00005,450,3150,12,beh6,ani8,gopro3,20200326,032013
1276_arm01_gopro3_20200326_032013_beh5_ani8_ins3_cut_00004,450,3150,7,beh5,ani8,gopro3,20200326,032013
1282_arm01_gopro3_20200326_033755_beh8_ani1_ins1_cut_00001,450,3150,13,beh8,ani1,gopro3,20200326,033755
1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003,450,3018,11,beh6,ani4,gopro3,20200326,033755
1287_arm01_gopro3_20200326_033755_beh3_ani4_ins1_cut_00002,450,2700,8,beh3,ani4,gopro3,20200326,033755
1289_arm01_gopro3_20200326_033755_beh3_ani4_ins2_cut_00004,450,1811,11,beh3,ani4,gopro3,20200326,033755
1289_arm01_gopro3_20200326_033755_beh3_ani4_ins2_cut_00010,450,2250,5,beh3,ani4,gopro3,20200326,033755
1289_arm01_gopro3_20200326_033755_beh3_ani4_ins2_cut_00012,450,1800,6,beh3,ani4,gopro3,20200326,033755
1291_arm01_gopro3_20200326_033755_beh6_ani8_ins1_cut_00002,450,2875,12,beh6,ani8,gopro3,20200326,033755
1291_arm01_gopro3_20200326_033755_beh6_ani8_ins1_cut_00007,450,3520,8,beh6,ani8,gopro3,20200326,033755
1295_arm01_gopro3_20200326_033755_beh3_ani8_ins1_cut_00005,450,1350,3,beh3,ani8,gopro3,20200326,033755
1295_arm01_gopro3_20200326_033755_beh3_ani8_ins1_cut_00006,450,1352,5,beh3,ani8,gopro3,20200326,033755
1295_arm01_gopro3_20200326_033755_beh3_ani8_ins1_cut_00012,450,2250,7,beh3,ani8,gopro3,20200326,033755
1297_arm01_gopro3_20200326_033755_beh5_ani8_ins3_cut_00004,450,1493,4,beh5,ani8,gopro3,20200326,033755
1297_arm01_gopro3_20200326_033755_beh5_ani8_ins3_cut_00012,450,2250,5,beh5,ani8,gopro3,20200326,033755
1297_arm01_gopro3_20200326_033755_beh5_ani8_ins3_cut_00017,450,1793,4,beh5,ani8,gopro3,20200326,033755
1297_arm01_gopro3_20200326_033755_beh5_ani8_ins3_cut_00023,450,1800,4,beh5,ani8,gopro3,20200326,033755
1297_arm01_gopro3_20200326_033755_beh5_ani8_ins3_cut_00024,450,1799,4,beh5,ani8,gopro3,20200326,033755
1300_arm01_gopro4_20200323_030449_beh2_ani1_ins1_cut_00001,449,2515,7,beh2,ani1,gopro4,20200323,030449
1311_arm01_gopro4_20200323_030449_beh5_ani3_ins1_cut_00003,450,3544,10,beh5,ani3,gopro4,20200323,030449
1312_arm01_gopro4_20200323_030449_beh1_ani3_ins2_cut_00015,450,3150,7,beh1,ani3,gopro4,20200323,030449
1315_arm01_gopro4_20200323_030449_beh1_ani6_ins2_cut_00015,450,2962,9,beh1,ani6,gopro4,20200323,030449
1315_arm01_gopro4_20200323_030449_beh1_ani6_ins2_cut_00027,450,2700,6,beh1,ani6,gopro4,20200323,030449
1317_arm01_gopro4_20200323_034011_beh6_ani1_ins1_cut_00003,450,3600,8,beh6,ani1,gopro4,20200323,034011
1321_arm01_gopro4_20200323_034011_beh4_ani5_ins1_cut_00001,450,3150,7,beh4,ani5,gopro4,20200323,034011
1321_arm01_gopro4_20200323_034011_beh4_ani5_ins1_cut_00006,450,3150,7,beh4,ani5,gopro4,20200323,034011
1321_arm01_gopro4_20200323_034011_beh4_ani5_ins1_cut_00010,450,3151,8,beh4,ani5,gopro4,20200323,034011
1321_arm01_gopro4_20200323_034011_beh4_ani5_ins1_cut_00019,450,2656,6,beh4,ani5,gopro4,20200323,034011
1321_arm01_gopro4_20200323_034011_beh4_ani5_ins1_cut_00022,450,3600,8,beh4,ani5,gopro4,20200323,034011
1321_arm01_gopro4_20200323_034011_beh4_ani5_ins1_cut_00025,450,3073,8,beh4,ani5,gopro4,20200323,034011
1321_arm01_gopro4_20200323_034011_beh4_ani5_ins1_cut_00028,450,3150,9,beh4,ani5,gopro4,20200323,034011
1321_arm01_gopro4_20200323_034011_beh4_ani5_ins1_cut_00035,450,3128,7,beh4,ani5,gopro4,20200323,034011
1321_arm01_gopro4_20200323_034011_beh4_ani5_ins1_cut_00041,450,1350,4,beh4,ani5,gopro4,20200323,034011
1321_arm01_gopro4_20200323_034011_beh4_ani5_ins1_cut_00045,450,3150,8,beh4,ani5,gopro4,20200323,034011
1324_arm01_gopro4_20200323_034011_beh6_ani8_ins1_cut_00001,450,3151,8,beh6,ani8,gopro4,20200323,034011
1324_arm01_gopro4_20200323_034011_beh6_ani8_ins1_cut_00007,450,3023,7,beh6,ani8,gopro4,20200323,034011
1324_arm01_gopro4_20200323_034011_beh6_ani8_ins1_cut_00024,450,3103,7,beh6,ani8,gopro4,20200323,034011
1326_arm01_gopro4_20200323_035752_beh4_ani1_ins1_cut_00007,450,3150,7,beh4,ani1,gopro4,20200323,035752
1327_arm01_gopro4_20200323_035752_beh6_ani1_ins2_cut_00005,450,2764,7,beh6,ani1,gopro4,20200323,035752
1327_arm01_gopro4_20200323_035752_beh6_ani1_ins2_cut_00017,450,3600,8,beh6,ani1,gopro4,20200323,035752
1327_arm01_gopro4_20200323_035752_beh6_ani1_ins2_cut_00028,450,3600,9,beh6,ani1,gopro4,20200323,035752
1327_arm01_gopro4_20200323_035752_beh6_ani1_ins2_cut_00034,450,3600,11,beh6,ani1,gopro4,20200323,035752
1328_arm01_gopro4_20200323_035752_beh5_ani1_ins1_cut_00002,450,3600,10,beh5,ani1,gopro4,20200323,035752
1328_arm01_gopro4_20200323_035752_beh5_ani1_ins1_cut_00005,450,3150,7,beh5,ani1,gopro4,20200323,035752
1330_arm01_gopro4_20200323_035752_beh5_ani1_ins2_cut_00004,450,3600,8,beh5,ani1,gopro4,20200323,035752
1330_arm01_gopro4_20200323_035752_beh5_ani1_ins2_cut_00006,450,3601,9,beh5,ani1,gopro4,20200323,035752
1330_arm01_gopro4_20200323_035752_beh5_ani1_ins2_cut_00018,450,3586,8,beh5,ani1,gopro4,20200323,035752
1330_arm01_gopro4_20200323_035752_beh5_ani1_ins2_cut_00022,450,3405,8,beh5,ani1,gopro4,20200323,035752
1330_arm01_gopro4_20200323_035752_beh5_ani1_ins2_cut_00051,450,2666,15,beh5,ani1,gopro4,20200323,035752
1330_arm01_gopro4_20200323_035752_beh5_ani1_ins2_cut_00055,450,1058,4,beh5,ani1,gopro4,20200323,035752
1330_arm01_gopro4_20200323_035752_beh5_ani1_ins2_cut_00059,450,3420,8,beh5,ani1,gopro4,20200323,035752
1330_arm01_gopro4_20200323_035752_beh5_ani1_ins2_cut_00070,450,3600,9,beh5,ani1,gopro4,20200323,035752
1332_arm01_gopro4_20200323_035752_beh6_ani2_ins1_cut_00004,450,2098,6,beh6,ani2,gopro4,20200323,035752
1332_arm01_gopro4_20200323_035752_beh6_ani2_ins1_cut_00007,450,3600,8,beh6,ani2,gopro4,20200323,035752
1332_arm01_gopro4_20200323_035752_beh6_ani2_ins1_cut_00040,450,3600,8,beh6,ani2,gopro4,20200323,035752
1332_arm01_gopro4_20200323_035752_beh6_ani2_ins1_cut_00044,450,3433,9,beh6,ani2,gopro4,20200323,035752
1332_arm01_gopro4_20200323_035752_beh6_ani2_ins1_cut_00046,450,3600,10,beh6,ani2,gopro4,20200323,035752
1332_arm01_gopro4_20200323_035752_beh6_ani2_ins1_cut_00048,450,3600,8,beh6,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00009,450,3600,8,beh4,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00015,450,3079,20,beh4,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00017,450,3582,8,beh4,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00019,450,3600,8,beh4,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00026,450,1800,5,beh4,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00027,450,2869,11,beh4,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00032,450,3600,8,beh4,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00033,450,2946,8,beh4,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00036,450,1807,5,beh4,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00040,450,3600,8,beh4,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00041,450,3536,8,beh4,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00046,450,3600,11,beh4,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00058,450,3580,8,beh4,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00060,450,3600,8,beh4,ani2,gopro4,20200323,035752
1333_arm01_gopro4_20200323_035752_beh4_ani2_ins1_cut_00063,450,3594,8,beh4,ani2,gopro4,20200323,035752
1334_arm01_gopro4_20200323_035752_beh6_ani8_ins1_cut_00015,450,3150,7,beh6,ani8,gopro4,20200323,035752
1334_arm01_gopro4_20200323_035752_beh6_ani8_ins1_cut_00020,450,3590,8,beh6,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00003,450,3150,8,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00005,450,1046,5,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00009,450,3445,8,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00011,450,3600,8,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00012,450,3531,16,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00019,450,3600,8,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00023,450,3600,9,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00037,450,3601,9,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00040,450,3600,8,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00044,450,3600,8,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00047,450,3600,8,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00051,450,3600,8,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00052,450,2454,8,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00057,450,3600,8,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00064,450,3630,13,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00065,450,3600,8,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00067,450,3600,8,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00068,450,3157,10,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00069,450,2694,11,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00070,450,3600,8,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00077,450,3582,8,beh4,ani8,gopro4,20200323,035752
1335_arm01_gopro4_20200323_035752_beh4_ani8_ins1_cut_00084,450,3600,8,beh4,ani8,gopro4,20200323,035752
1336_arm01_gopro4_20200323_041533_beh5_ani1_ins1_cut_00002,450,1174,3,beh5,ani1,gopro4,20200323,041533
1337_arm01_gopro4_20200323_041533_beh2_ani1_ins1_cut_00012,450,0,0,beh2,ani1,gopro4,20200323,041533
1337_arm01_gopro4_20200323_041533_beh2_ani1_ins1_cut_00019,450,0,0,beh2,ani1,gopro4,20200323,041533
1337_arm01_gopro4_20200323_041533_beh2_ani1_ins1_cut_00028,450,0,0,beh2,ani1,gopro4,20200323,041533
1337_arm01_gopro4_20200323_041533_beh2_ani1_ins1_cut_00029,450,0,0,beh2,ani1,gopro4,20200323,041533
1337_arm01_gopro4_20200323_041533_beh2_ani1_ins1_cut_00031,450,0,0,beh2,ani1,gopro4,20200323,041533
1337_arm01_gopro4_20200323_041533_beh2_ani1_ins1_cut_00033,450,0,0,beh2,ani1,gopro4,20200323,041533
1337_arm01_gopro4_20200323_041533_beh2_ani1_ins1_cut_00036,450,196,5,beh2,ani1,gopro4,20200323,041533
1338_arm01_gopro4_20200323_041533_beh5_ani2_ins1_cut_00001,450,3150,7,beh5,ani2,gopro4,20200323,041533
1338_arm01_gopro4_20200323_041533_beh5_ani2_ins1_cut_00005,450,3150,11,beh5,ani2,gopro4,20200323,041533
1339_arm01_gopro4_20200323_041533_beh2_ani2_ins1_cut_00018,450,0,0,beh2,ani2,gopro4,20200323,041533
1339_arm01_gopro4_20200323_041533_beh2_ani2_ins1_cut_00025,450,0,0,beh2,ani2,gopro4,20200323,041533
1339_arm01_gopro4_20200323_041533_beh2_ani2_ins1_cut_00028,450,1,1,beh2,ani2,gopro4,20200323,041533
1339_arm01_gopro4_20200323_041533_beh2_ani2_ins1_cut_00032,450,0,0,beh2,ani2,gopro4,20200323,041533
1339_arm01_gopro4_20200323_041533_beh2_ani2_ins1_cut_00035,450,1385,4,beh2,ani2,gopro4,20200323,041533
1340_arm01_gopro4_20200323_041533_beh2_ani3_ins1_cut_00006,450,0,0,beh2,ani3,gopro4,20200323,041533
1340_arm01_gopro4_20200323_041533_beh2_ani3_ins1_cut_00008,450,0,0,beh2,ani3,gopro4,20200323,041533
1340_arm01_gopro4_20200323_041533_beh2_ani3_ins1_cut_00018,450,0,0,beh2,ani3,gopro4,20200323,041533
1340_arm01_gopro4_20200323_041533_beh2_ani3_ins1_cut_00025,450,0,0,beh2,ani3,gopro4,20200323,041533
1340_arm01_gopro4_20200323_041533_beh2_ani3_ins1_cut_00028,450,1,1,beh2,ani3,gopro4,20200323,041533
1341_arm01_gopro4_20200323_041533_beh2_ani4_ins1_cut_00006,450,677,3,beh2,ani4,gopro4,20200323,041533
1341_arm01_gopro4_20200323_041533_beh2_ani4_ins1_cut_00008,450,0,0,beh2,ani4,gopro4,20200323,041533
1341_arm01_gopro4_20200323_041533_beh2_ani4_ins1_cut_00017,450,0,0,beh2,ani4,gopro4,20200323,041533
1341_arm01_gopro4_20200323_041533_beh2_ani4_ins1_cut_00019,450,1,1,beh2,ani4,gopro4,20200323,041533
1341_arm01_gopro4_20200323_041533_beh2_ani4_ins1_cut_00020,450,0,0,beh2,ani4,gopro4,20200323,041533
1341_arm01_gopro4_20200323_041533_beh2_ani4_ins1_cut_00024,450,0,0,beh2,ani4,gopro4,20200323,041533
1341_arm01_gopro4_20200323_041533_beh2_ani4_ins1_cut_00025,450,0,0,beh2,ani4,gopro4,20200323,041533
1341_arm01_gopro4_20200323_041533_beh2_ani4_ins1_cut_00026,450,0,0,beh2,ani4,gopro4,20200323,041533
1341_arm01_gopro4_20200323_041533_beh2_ani4_ins1_cut_00027,450,0,0,beh2,ani4,gopro4,20200323,041533
1341_arm01_gopro4_20200323_041533_beh2_ani4_ins1_cut_00036,450,18,3,beh2,ani4,gopro4,20200323,041533
1341_arm01_gopro4_20200323_041533_beh2_ani4_ins1_cut_00038,450,0,0,beh2,ani4,gopro4,20200323,041533
1342_arm01_gopro4_20200323_041533_beh2_ani5_ins1_cut_00010,450,0,0,beh2,ani5,gopro4,20200323,041533
1342_arm01_gopro4_20200323_041533_beh2_ani5_ins1_cut_00020,450,0,0,beh2,ani5,gopro4,20200323,041533
1342_arm01_gopro4_20200323_041533_beh2_ani5_ins1_cut_00022,450,0,0,beh2,ani5,gopro4,20200323,041533
1342_arm01_gopro4_20200323_041533_beh2_ani5_ins1_cut_00025,450,0,0,beh2,ani5,gopro4,20200323,041533
1342_arm01_gopro4_20200323_041533_beh2_ani5_ins1_cut_00030,450,0,0,beh2,ani5,gopro4,20200323,041533
1343_arm01_gopro4_20200323_041533_beh2_ani6_ins1_cut_00010,450,0,0,beh2,ani6,gopro4,20200323,041533
1343_arm01_gopro4_20200323_041533_beh2_ani6_ins1_cut_00022,450,0,0,beh2,ani6,gopro4,20200323,041533
1344_arm01_gopro4_20200323_041533_beh4_ani8_ins1_cut_00002,450,3150,7,beh4,ani8,gopro4,20200323,041533
1345_arm01_gopro4_20200323_041533_beh2_ani8_ins1_cut_00001,450,2871,7,beh2,ani8,gopro4,20200323,041533
1345_arm01_gopro4_20200323_041533_beh2_ani8_ins1_cut_00011,450,0,0,beh2,ani8,gopro4,20200323,041533
1345_arm01_gopro4_20200323_041533_beh2_ani8_ins1_cut_00029,450,0,0,beh2,ani8,gopro4,20200323,041533
1345_arm01_gopro4_20200323_041533_beh2_ani8_ins1_cut_00031,450,0,0,beh2,ani8,gopro4,20200323,041533
1345_arm01_gopro4_20200323_041533_beh2_ani8_ins1_cut_00032,450,0,0,beh2,ani8,gopro4,20200323,041533
1345_arm01_gopro4_20200323_041533_beh2_ani8_ins1_cut_00033,450,0,0,beh2,ani8,gopro4,20200323,041533
1345_arm01_gopro4_20200323_041533_beh2_ani8_ins1_cut_00034,450,342,6,beh2,ani8,gopro4,20200323,041533
1345_arm01_gopro4_20200323_041533_beh2_ani8_ins1_cut_00035,450,1065,11,beh2,ani8,gopro4,20200323,041533
1345_arm01_gopro4_20200323_041533_beh2_ani8_ins1_cut_00038,450,0,0,beh2,ani8,gopro4,20200323,041533
1346_arm01_gopro4_20200324_040135_beh5_ani1_ins1_cut_00007,450,899,2,beh5,ani1,gopro4,20200324,040135
1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00005,450,900,3,beh3,ani1,gopro4,20200324,040135
1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00008,450,1800,4,beh3,ani1,gopro4,20200324,040135
1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00009,450,2700,6,beh3,ani1,gopro4,20200324,040135
1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00013,450,450,1,beh3,ani1,gopro4,20200324,040135
1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00021,450,1645,4,beh3,ani1,gopro4,20200324,040135
1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00032,450,1351,4,beh3,ani1,gopro4,20200324,040135
1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00033,450,1350,3,beh3,ani1,gopro4,20200324,040135
1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00034,450,2250,5,beh3,ani1,gopro4,20200324,040135
1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00035,450,1550,4,beh3,ani1,gopro4,20200324,040135
1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00039,450,1776,4,beh3,ani1,gopro4,20200324,040135
1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00047,450,1350,3,beh3,ani1,gopro4,20200324,040135
1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00062,450,450,1,beh3,ani1,gopro4,20200324,040135
