burst_group_id,farm_source,n_passages,member_passages,n_images,bcs_classes,primary_bcs,sample_files,merge_reason,assigned_split
GS_burst_0891,GS_Gansu,1,GS_180,5,{'3.5': 5},3.5,GS_180_1.jpg;GS_180_2.jpg;GS_180_3.jpg,singleton_passage,train
GS_burst_0892,GS_Gansu,1,GS_1800,12,{'4.0': 12},4.0,GS_1800_1.jpg;GS_1800_10.jpg;GS_1800_11.jpg,singleton_passage,test
GS_burst_0893,GS_Gansu,1,GS_1801,8,{'3.75': 8},3.75,GS_1801_1.jpg;GS_1801_2.jpg;GS_1801_3.jpg,singleton_passage,train
GS_burst_0894,GS_Gansu,1,GS_1802,9,{'3.5': 9},3.5,GS_1802_1.jpg;GS_1802_2.jpg;GS_1802_3.jpg,singleton_passage,train
GS_burst_0895,GS_Gansu,1,GS_1803,8,{'4.0': 8},4.0,GS_1803_1.jpg;GS_1803_2.jpg;GS_1803_3.jpg,singleton_passage,train
GS_burst_0896,GS_Gansu,1,GS_1804,12,{'4.0': 12},4.0,GS_1804_1.jpg;GS_1804_10.jpg;GS_1804_11.jpg,singleton_passage,train
GS_burst_0897,GS_Gansu,1,GS_1805,8,{'3.75': 8},3.75,GS_1805_1.jpg;GS_1805_2.jpg;GS_1805_3.jpg,singleton_passage,train
GS_burst_0898,GS_Gansu,1,GS_1806,8,{'3.75': 8},3.75,GS_1806_1.jpg;GS_1806_2.jpg;GS_1806_3.jpg,singleton_passage,test
GS_burst_0899,GS_Gansu,1,GS_1807,8,{'4.25': 8},4.25,GS_1807_1.jpg;GS_1807_2.jpg;GS_1807_3.jpg,singleton_passage,train
GS_burst_0900,GS_Gansu,1,GS_1808,5,{'3.5': 5},3.5,GS_1808_1.jpg;GS_1808_2.jpg;GS_1808_3.jpg,singleton_passage,train
GS_burst_0901,GS_Gansu,1,GS_1809,7,{'3.75': 7},3.75,GS_1809_1.jpg;GS_1809_2.jpg;GS_1809_3.jpg,singleton_passage,test
GS_burst_0902,GS_Gansu,1,GS_181,6,{'3.5': 6},3.5,GS_181_1.jpg;GS_181_2.jpg;GS_181_3.jpg,singleton_passage,train
GS_burst_0903,GS_Gansu,1,GS_1810,7,{'4.0': 7},4.0,GS_1810_1.jpg;GS_1810_2.jpg;GS_1810_3.jpg,singleton_passage,train
GS_burst_0904,GS_Gansu,1,GS_1811,3,{'3.75': 3},3.75,GS_1811_1.jpg;GS_1811_2.jpg;GS_1811_3.jpg,singleton_passage,test
GS_burst_0905,GS_Gansu,1,GS_1812,12,{'4.0': 12},4.0,GS_1812_1.jpg;GS_1812_10.jpg;GS_1812_11.jpg,singleton_passage,train
GS_burst_0906,GS_Gansu,1,GS_1813,9,{'4.25': 9},4.25,GS_1813_1.jpg;GS_1813_2.jpg;GS_1813_3.jpg,singleton_passage,train
GS_burst_0907,GS_Gansu,1,GS_1814,9,{'4.0': 9},4.0,GS_1814_1.jpg;GS_1814_2.jpg;GS_1814_3.jpg,singleton_passage,test
GS_burst_0908,GS_Gansu,1,GS_1815,7,{'3.75': 7},3.75,GS_1815_1.jpg;GS_1815_2.jpg;GS_1815_3.jpg,singleton_passage,test
GS_burst_0909,GS_Gansu,1,GS_1816,6,{'3.75': 6},3.75,GS_1816_1.jpg;GS_1816_2.jpg;GS_1816_3.jpg,singleton_passage,train
GS_burst_0910,GS_Gansu,1,GS_1817,6,{'3.75': 6},3.75,GS_1817_1.jpg;GS_1817_2.jpg;GS_1817_3.jpg,singleton_passage,test
GS_burst_0911,GS_Gansu,2,GS_1818;GS_1823,15,{'3.5': 15},3.5,GS_1818_1.jpg;GS_1818_2.jpg;GS_1818_3.jpg,exact_dup_or_burst_overlap,val
GS_burst_0912,GS_Gansu,2,GS_1819;GS_1824,21,{'4.25': 21},4.25,GS_1819_1.jpg;GS_1819_10.jpg;GS_1819_11.jpg,exact_dup_or_burst_overlap,val
GS_burst_0913,GS_Gansu,1,GS_182,8,{'3.75': 8},3.75,GS_182_1.jpg;GS_182_2.jpg;GS_182_3.jpg,singleton_passage,train
GS_burst_0914,GS_Gansu,2,GS_1820;GS_1825,9,{'3.25': 9},3.25,GS_1820_1.jpg;GS_1820_2.jpg;GS_1820_3.jpg,exact_dup_or_burst_overlap,test
GS_burst_0915,GS_Gansu,1,GS_1821,5,{'3.75': 5},3.75,GS_1821_1.jpg;GS_1821_2.jpg;GS_1821_3.jpg,singleton_passage,train
GS_burst_0916,GS_Gansu,1,GS_1822,5,{'3.75': 5},3.75,GS_1822_1.jpg;GS_1822_2.jpg;GS_1822_3.jpg,singleton_passage,train
GS_burst_0917,GS_Gansu,1,GS_1826,12,{'3.5': 12},3.5,GS_1826_1.jpg;GS_1826_10.jpg;GS_1826_11.jpg,singleton_passage,train
GS_burst_0918,GS_Gansu,1,GS_1827,5,{'4.25': 5},4.25,GS_1827_1.jpg;GS_1827_2.jpg;GS_1827_3.jpg,singleton_passage,train
GS_burst_0919,GS_Gansu,1,GS_1828,8,{'3.75': 8},3.75,GS_1828_1.jpg;GS_1828_2.jpg;GS_1828_3.jpg,singleton_passage,train
GS_burst_0920,GS_Gansu,1,GS_1829,8,{'4.0': 8},4.0,GS_1829_1.jpg;GS_1829_2.jpg;GS_1829_3.jpg,singleton_passage,train
GS_burst_0921,GS_Gansu,1,GS_183,9,{'3.75': 9},3.75,GS_183_1.jpg;GS_183_2.jpg;GS_183_3.jpg,singleton_passage,train
GS_burst_0922,GS_Gansu,1,GS_1830,11,"{'3.5': 10, '3.75': 1}",3.5,GS_1830_10.jpg;GS_1830_11.jpg;GS_1830_2.jpg,singleton_passage,train
GS_burst_0923,GS_Gansu,1,GS_1831,10,{'4.25': 10},4.25,GS_1831_1.jpg;GS_1831_10.jpg;GS_1831_2.jpg,singleton_passage,val
GS_burst_0924,GS_Gansu,1,GS_1832,7,{'3.5': 7},3.5,GS_1832_1.jpg;GS_1832_2.jpg;GS_1832_3.jpg,singleton_passage,train
GS_burst_0925,GS_Gansu,1,GS_1833,9,{'3.75': 9},3.75,GS_1833_1.jpg;GS_1833_2.jpg;GS_1833_3.jpg,singleton_passage,test
GS_burst_0926,GS_Gansu,1,GS_1834,5,{'4.0': 5},4.0,GS_1834_1.jpg;GS_1834_2.jpg;GS_1834_3.jpg,singleton_passage,train
GS_burst_0927,GS_Gansu,1,GS_1835,8,{'4.25': 8},4.25,GS_1835_1.jpg;GS_1835_2.jpg;GS_1835_3.jpg,singleton_passage,train
GS_burst_0928,GS_Gansu,1,GS_1836,7,{'3.25': 7},3.25,GS_1836_1.jpg;GS_1836_2.jpg;GS_1836_3.jpg,singleton_passage,test
GS_burst_0929,GS_Gansu,1,GS_1837,8,{'3.5': 8},3.5,GS_1837_1.jpg;GS_1837_2.jpg;GS_1837_3.jpg,singleton_passage,train
GS_burst_0930,GS_Gansu,1,GS_1838,11,{'3.25': 11},3.25,GS_1838_1.jpg;GS_1838_10.jpg;GS_1838_11.jpg,singleton_passage,test
GS_burst_0931,GS_Gansu,1,GS_1839,6,{'3.5': 6},3.5,GS_1839_1.jpg;GS_1839_2.jpg;GS_1839_3.jpg,singleton_passage,train
GS_burst_0932,GS_Gansu,1,GS_184,6,{'3.25': 6},3.25,GS_184_1.jpg;GS_184_2.jpg;GS_184_3.jpg,singleton_passage,train
GS_burst_0933,GS_Gansu,1,GS_1840,7,{'3.75': 7},3.75,GS_1840_1.jpg;GS_1840_2.jpg;GS_1840_3.jpg,singleton_passage,train
GS_burst_0934,GS_Gansu,1,GS_1841,7,{'3.75': 7},3.75,GS_1841_1.jpg;GS_1841_2.jpg;GS_1841_3.jpg,singleton_passage,train
GS_burst_0935,GS_Gansu,1,GS_1842,4,{'3.5': 4},3.5,GS_1842_1.jpg;GS_1842_2.jpg;GS_1842_3.jpg,singleton_passage,train
GS_burst_0936,GS_Gansu,1,GS_1843,6,{'4.0': 6},4.0,GS_1843_1.jpg;GS_1843_2.jpg;GS_1843_3.jpg,singleton_passage,train
GS_burst_0937,GS_Gansu,1,GS_1844,6,{'4.0': 6},4.0,GS_1844_1.jpg;GS_1844_2.jpg;GS_1844_3.jpg,singleton_passage,train
GS_burst_0938,GS_Gansu,1,GS_1845,9,{'3.5': 9},3.5,GS_1845_1.jpg;GS_1845_2.jpg;GS_1845_3.jpg,singleton_passage,train
GS_burst_0939,GS_Gansu,1,GS_1846,8,{'3.75': 8},3.75,GS_1846_1.jpg;GS_1846_2.jpg;GS_1846_3.jpg,singleton_passage,train
GS_burst_0940,GS_Gansu,1,GS_1847,7,{'3.25': 7},3.25,GS_1847_1.jpg;GS_1847_2.jpg;GS_1847_3.jpg,singleton_passage,test
GS_burst_0941,GS_Gansu,1,GS_1848,6,{'3.5': 6},3.5,GS_1848_1.jpg;GS_1848_2.jpg;GS_1848_3.jpg,singleton_passage,test
GS_burst_0942,GS_Gansu,1,GS_1849,11,{'4.0': 11},4.0,GS_1849_1.jpg;GS_1849_10.jpg;GS_1849_11.jpg,singleton_passage,train
GS_burst_0943,GS_Gansu,1,GS_185,8,{'4.0': 8},4.0,GS_185_1.jpg;GS_185_2.jpg;GS_185_3.jpg,singleton_passage,train
GS_burst_0944,GS_Gansu,1,GS_1850,4,{'4.0': 4},4.0,GS_1850_1.jpg;GS_1850_2.jpg;GS_1850_3.jpg,singleton_passage,train
GS_burst_0945,GS_Gansu,1,GS_1851,5,{'4.25': 5},4.25,GS_1851_1.jpg;GS_1851_2.jpg;GS_1851_3.jpg,singleton_passage,test
GS_burst_0946,GS_Gansu,1,GS_1852,11,{'3.5': 11},3.5,GS_1852_1.jpg;GS_1852_10.jpg;GS_1852_11.jpg,singleton_passage,train
GS_burst_0947,GS_Gansu,1,GS_1853,7,{'3.5': 7},3.5,GS_1853_1.jpg;GS_1853_2.jpg;GS_1853_3.jpg,singleton_passage,test
GS_burst_0948,GS_Gansu,1,GS_1854,6,{'3.75': 6},3.75,GS_1854_1.jpg;GS_1854_2.jpg;GS_1854_3.jpg,singleton_passage,train
GS_burst_0949,GS_Gansu,1,GS_1855,11,{'3.5': 11},3.5,GS_1855_1.jpg;GS_1855_10.jpg;GS_1855_11.jpg,singleton_passage,train
GS_burst_0950,GS_Gansu,1,GS_1856,11,{'3.5': 11},3.5,GS_1856_1.jpg;GS_1856_10.jpg;GS_1856_11.jpg,singleton_passage,train
GS_burst_0951,GS_Gansu,1,GS_1857,11,{'3.5': 11},3.5,GS_1857_1.jpg;GS_1857_10.jpg;GS_1857_11.jpg,singleton_passage,test
GS_burst_0952,GS_Gansu,1,GS_1858,10,{'4.0': 10},4.0,GS_1858_1.jpg;GS_1858_10.jpg;GS_1858_2.jpg,singleton_passage,train
GS_burst_0953,GS_Gansu,1,GS_1859,8,{'4.0': 8},4.0,GS_1859_1.jpg;GS_1859_2.jpg;GS_1859_3.jpg,singleton_passage,train
GS_burst_0954,GS_Gansu,1,GS_186,10,{'3.25': 10},3.25,GS_186_1.jpg;GS_186_10.jpg;GS_186_2.jpg,singleton_passage,train
GS_burst_0955,GS_Gansu,1,GS_1860,7,{'3.5': 7},3.5,GS_1860_1.jpg;GS_1860_2.jpg;GS_1860_3.jpg,singleton_passage,train
GS_burst_0956,GS_Gansu,1,GS_1861,8,{'3.5': 8},3.5,GS_1861_1.jpg;GS_1861_2.jpg;GS_1861_3.jpg,singleton_passage,test
GS_burst_0957,GS_Gansu,1,GS_1862,8,{'3.25': 8},3.25,GS_1862_1.jpg;GS_1862_2.jpg;GS_1862_3.jpg,singleton_passage,val
GS_burst_0958,GS_Gansu,1,GS_1863,12,{'4.25': 12},4.25,GS_1863_1.jpg;GS_1863_10.jpg;GS_1863_11.jpg,singleton_passage,train
GS_burst_0959,GS_Gansu,1,GS_1864,9,{'3.75': 9},3.75,GS_1864_1.jpg;GS_1864_2.jpg;GS_1864_3.jpg,singleton_passage,train
GS_burst_0960,GS_Gansu,1,GS_1865,9,{'3.75': 9},3.75,GS_1865_1.jpg;GS_1865_2.jpg;GS_1865_3.jpg,singleton_passage,train
GS_burst_0961,GS_Gansu,1,GS_1866,12,{'3.25': 12},3.25,GS_1866_1.jpg;GS_1866_10.jpg;GS_1866_11.jpg,singleton_passage,val
GS_burst_0962,GS_Gansu,1,GS_1867,12,{'3.5': 12},3.5,GS_1867_1.jpg;GS_1867_10.jpg;GS_1867_11.jpg,singleton_passage,train
GS_burst_0963,GS_Gansu,1,GS_1868,8,{'3.5': 8},3.5,GS_1868_1.jpg;GS_1868_2.jpg;GS_1868_3.jpg,singleton_passage,test
GS_burst_0964,GS_Gansu,1,GS_1869,2,{'4.25': 2},4.25,GS_1869_1.jpg;GS_1869_2.jpg,singleton_passage,train
GS_burst_0965,GS_Gansu,1,GS_187,8,{'3.5': 8},3.5,GS_187_1.jpg;GS_187_2.jpg;GS_187_3.jpg,singleton_passage,val
GS_burst_0966,GS_Gansu,1,GS_1870,2,{'4.0': 2},4.0,GS_1870_1.jpg;GS_1870_2.jpg,singleton_passage,val
GS_burst_0967,GS_Gansu,1,GS_1871,7,{'4.0': 7},4.0,GS_1871_1.jpg;GS_1871_2.jpg;GS_1871_3.jpg,singleton_passage,train
GS_burst_0968,GS_Gansu,1,GS_1872,6,{'3.75': 6},3.75,GS_1872_1.jpg;GS_1872_2.jpg;GS_1872_3.jpg,singleton_passage,test
GS_burst_0969,GS_Gansu,1,GS_1873,8,{'4.25': 8},4.25,GS_1873_1.jpg;GS_1873_2.jpg;GS_1873_3.jpg,singleton_passage,train
GS_burst_0970,GS_Gansu,1,GS_1874,9,{'3.25': 9},3.25,GS_1874_1.jpg;GS_1874_2.jpg;GS_1874_3.jpg,singleton_passage,train
GS_burst_0971,GS_Gansu,1,GS_1875,7,{'4.0': 7},4.0,GS_1875_1.jpg;GS_1875_2.jpg;GS_1875_3.jpg,singleton_passage,train
GS_burst_0972,GS_Gansu,1,GS_1876,13,{'4.25': 13},4.25,GS_1876_1.jpg;GS_1876_10.jpg;GS_1876_11.jpg,singleton_passage,val
GS_burst_0973,GS_Gansu,1,GS_1877,8,{'3.75': 8},3.75,GS_1877_1.jpg;GS_1877_2.jpg;GS_1877_3.jpg,singleton_passage,train
GS_burst_0974,GS_Gansu,1,GS_1878,6,{'4.25': 6},4.25,GS_1878_1.jpg;GS_1878_2.jpg;GS_1878_3.jpg,singleton_passage,train
GS_burst_0975,GS_Gansu,2,GS_1879;GS_1882,20,{'4.0': 20},4.0,GS_1879_1.jpg;GS_1879_10.jpg;GS_1879_11.jpg,exact_dup_or_burst_overlap,val
GS_burst_0976,GS_Gansu,1,GS_188,9,{'3.5': 9},3.5,GS_188_1.jpg;GS_188_2.jpg;GS_188_3.jpg,singleton_passage,train
GS_burst_0977,GS_Gansu,1,GS_1880,10,{'3.75': 10},3.75,GS_1880_1.jpg;GS_1880_10.jpg;GS_1880_2.jpg,singleton_passage,train
GS_burst_0978,GS_Gansu,1,GS_1881,4,{'3.5': 4},3.5,GS_1881_1.jpg;GS_1881_2.jpg;GS_1881_3.jpg,singleton_passage,train
GS_burst_0979,GS_Gansu,1,GS_1883,7,{'3.75': 7},3.75,GS_1883_1.jpg;GS_1883_2.jpg;GS_1883_3.jpg,singleton_passage,train
GS_burst_0980,GS_Gansu,1,GS_1884,4,{'3.75': 4},3.75,GS_1884_1.jpg;GS_1884_2.jpg;GS_1884_3.jpg,singleton_passage,train
GS_burst_0981,GS_Gansu,1,GS_1885,8,{'4.25': 8},4.25,GS_1885_1.jpg;GS_1885_2.jpg;GS_1885_3.jpg,singleton_passage,train
GS_burst_0982,GS_Gansu,1,GS_1886,12,{'4.25': 12},4.25,GS_1886_1.jpg;GS_1886_10.jpg;GS_1886_11.jpg,singleton_passage,train
GS_burst_0983,GS_Gansu,1,GS_1887,11,{'3.5': 11},3.5,GS_1887_1.jpg;GS_1887_10.jpg;GS_1887_11.jpg,singleton_passage,train
GS_burst_0984,GS_Gansu,1,GS_1888,8,{'3.5': 8},3.5,GS_1888_1.jpg;GS_1888_2.jpg;GS_1888_3.jpg,singleton_passage,train
GS_burst_0985,GS_Gansu,1,GS_1889,9,{'3.5': 9},3.5,GS_1889_1.jpg;GS_1889_2.jpg;GS_1889_3.jpg,singleton_passage,train
GS_burst_0986,GS_Gansu,1,GS_189,11,{'3.5': 11},3.5,GS_189_1.jpg;GS_189_10.jpg;GS_189_11.jpg,singleton_passage,train
GS_burst_0987,GS_Gansu,1,GS_1890,10,{'4.25': 10},4.25,GS_1890_1.jpg;GS_1890_10.jpg;GS_1890_2.jpg,singleton_passage,test
GS_burst_0988,GS_Gansu,1,GS_1891,13,{'3.5': 13},3.5,GS_1891_1.jpg;GS_1891_10.jpg;GS_1891_11.jpg,singleton_passage,val
GS_burst_0989,GS_Gansu,1,GS_1892,12,{'3.5': 12},3.5,GS_1892_1.jpg;GS_1892_10.jpg;GS_1892_11.jpg,singleton_passage,train
GS_burst_0990,GS_Gansu,1,GS_1893,4,{'3.5': 4},3.5,GS_1893_1.jpg;GS_1893_2.jpg;GS_1893_3.jpg,singleton_passage,train
GS_burst_0991,GS_Gansu,1,GS_1894,7,{'3.75': 7},3.75,GS_1894_1.jpg;GS_1894_2.jpg;GS_1894_3.jpg,singleton_passage,val
GS_burst_0992,GS_Gansu,1,GS_1895,10,"{'3.25': 1, '3.5': 9}",3.5,GS_1895_1.jpg;GS_1895_10.jpg;GS_1895_2.jpg,singleton_passage,train
GS_burst_0993,GS_Gansu,1,GS_1896,11,{'4.0': 11},4.0,GS_1896_1.jpg;GS_1896_10.jpg;GS_1896_11.jpg,singleton_passage,train
GS_burst_0994,GS_Gansu,1,GS_1897,5,{'4.0': 5},4.0,GS_1897_1.jpg;GS_1897_2.jpg;GS_1897_3.jpg,singleton_passage,train
GS_burst_0995,GS_Gansu,1,GS_1898,5,{'3.5': 5},3.5,GS_1898_1.jpg;GS_1898_2.jpg;GS_1898_3.jpg,singleton_passage,test
GS_burst_0996,GS_Gansu,1,GS_1899,7,{'3.5': 7},3.5,GS_1899_1.jpg;GS_1899_2.jpg;GS_1899_3.jpg,singleton_passage,val
GS_burst_0997,GS_Gansu,1,GS_19,10,{'4.25': 10},4.25,GS_19_1.jpg;GS_19_10.jpg;GS_19_2.jpg,singleton_passage,val
GS_burst_0998,GS_Gansu,1,GS_190,14,{'3.75': 14},3.75,GS_190_1.jpg;GS_190_10.jpg;GS_190_11.jpg,singleton_passage,train
GS_burst_0999,GS_Gansu,1,GS_1900,13,{'3.5': 13},3.5,GS_1900_1.jpg;GS_1900_10.jpg;GS_1900_11.jpg,singleton_passage,train
GS_burst_1000,GS_Gansu,1,GS_1901,5,{'3.5': 5},3.5,GS_1901_1.jpg;GS_1901_2.jpg;GS_1901_3.jpg,singleton_passage,test
GS_burst_1001,GS_Gansu,1,GS_1902,6,{'3.75': 6},3.75,GS_1902_1.jpg;GS_1902_2.jpg;GS_1902_3.jpg,singleton_passage,train
GS_burst_1002,GS_Gansu,1,GS_1903,6,{'3.75': 6},3.75,GS_1903_1.jpg;GS_1903_2.jpg;GS_1903_3.jpg,singleton_passage,train
GS_burst_1003,GS_Gansu,1,GS_1904,3,{'3.75': 3},3.75,GS_1904_1.jpg;GS_1904_2.jpg;GS_1904_3.jpg,singleton_passage,train
GS_burst_1004,GS_Gansu,1,GS_1905,8,{'3.5': 8},3.5,GS_1905_1.jpg;GS_1905_2.jpg;GS_1905_3.jpg,singleton_passage,val
GS_burst_1005,GS_Gansu,1,GS_1906,12,{'3.25': 12},3.25,GS_1906_1.jpg;GS_1906_10.jpg;GS_1906_11.jpg,singleton_passage,test
GS_burst_1006,GS_Gansu,1,GS_1907,8,{'3.25': 8},3.25,GS_1907_1.jpg;GS_1907_2.jpg;GS_1907_3.jpg,singleton_passage,train
GS_burst_1007,GS_Gansu,1,GS_1908,7,{'3.75': 7},3.75,GS_1908_1.jpg;GS_1908_2.jpg;GS_1908_3.jpg,singleton_passage,train
GS_burst_1008,GS_Gansu,1,GS_1909,13,{'3.75': 13},3.75,GS_1909_1.jpg;GS_1909_10.jpg;GS_1909_11.jpg,singleton_passage,train
GS_burst_1009,GS_Gansu,1,GS_191,5,{'3.75': 5},3.75,GS_191_1.jpg;GS_191_2.jpg;GS_191_3.jpg,singleton_passage,test
GS_burst_1010,GS_Gansu,1,GS_1910,6,{'3.75': 6},3.75,GS_1910_1.jpg;GS_1910_2.jpg;GS_1910_3.jpg,singleton_passage,train
GS_burst_1011,GS_Gansu,1,GS_1911,3,{'4.0': 3},4.0,GS_1911_1.jpg;GS_1911_2.jpg;GS_1911_3.jpg,singleton_passage,train
GS_burst_1012,GS_Gansu,1,GS_1912,8,{'4.0': 8},4.0,GS_1912_1.jpg;GS_1912_2.jpg;GS_1912_3.jpg,singleton_passage,train
GS_burst_1013,GS_Gansu,1,GS_1913,8,{'3.75': 8},3.75,GS_1913_1.jpg;GS_1913_2.jpg;GS_1913_3.jpg,singleton_passage,train
GS_burst_1014,GS_Gansu,1,GS_1914,8,{'4.0': 8},4.0,GS_1914_1.jpg;GS_1914_2.jpg;GS_1914_3.jpg,singleton_passage,train
GS_burst_1015,GS_Gansu,1,GS_1915,12,{'3.25': 12},3.25,GS_1915_1.jpg;GS_1915_10.jpg;GS_1915_11.jpg,singleton_passage,train
GS_burst_1016,GS_Gansu,1,GS_1916,12,{'3.75': 12},3.75,GS_1916_1.jpg;GS_1916_10.jpg;GS_1916_11.jpg,singleton_passage,test
GS_burst_1017,GS_Gansu,1,GS_1917,7,{'3.75': 7},3.75,GS_1917_1.jpg;GS_1917_2.jpg;GS_1917_3.jpg,singleton_passage,train
GS_burst_1018,GS_Gansu,1,GS_1918,8,{'3.75': 8},3.75,GS_1918_1.jpg;GS_1918_2.jpg;GS_1918_3.jpg,singleton_passage,val
GS_burst_1019,GS_Gansu,1,GS_1919,9,{'3.75': 9},3.75,GS_1919_1.jpg;GS_1919_2.jpg;GS_1919_3.jpg,singleton_passage,train
GS_burst_1020,GS_Gansu,1,GS_192,13,{'3.75': 13},3.75,GS_192_1.jpg;GS_192_10.jpg;GS_192_11.jpg,singleton_passage,train
GS_burst_1021,GS_Gansu,1,GS_1920,11,{'3.75': 11},3.75,GS_1920_1.jpg;GS_1920_10.jpg;GS_1920_11.jpg,singleton_passage,train
GS_burst_1022,GS_Gansu,1,GS_1921,6,{'4.25': 6},4.25,GS_1921_1.jpg;GS_1921_2.jpg;GS_1921_3.jpg,singleton_passage,train
GS_burst_1023,GS_Gansu,1,GS_1922,14,{'4.25': 14},4.25,GS_1922_1.jpg;GS_1922_10.jpg;GS_1922_11.jpg,singleton_passage,train
GS_burst_1024,GS_Gansu,1,GS_1923,7,{'3.5': 7},3.5,GS_1923_1.jpg;GS_1923_2.jpg;GS_1923_3.jpg,singleton_passage,train
GS_burst_1025,GS_Gansu,1,GS_1924,8,{'3.75': 8},3.75,GS_1924_1.jpg;GS_1924_2.jpg;GS_1924_3.jpg,singleton_passage,train
GS_burst_1026,GS_Gansu,1,GS_1925,10,{'4.0': 10},4.0,GS_1925_1.jpg;GS_1925_10.jpg;GS_1925_2.jpg,singleton_passage,train
GS_burst_1027,GS_Gansu,1,GS_1926,11,{'3.5': 11},3.5,GS_1926_1.jpg;GS_1926_10.jpg;GS_1926_11.jpg,singleton_passage,train
GS_burst_1028,GS_Gansu,1,GS_1927,8,{'3.75': 8},3.75,GS_1927_1.jpg;GS_1927_2.jpg;GS_1927_3.jpg,singleton_passage,train
GS_burst_1029,GS_Gansu,1,GS_1928,12,{'4.0': 12},4.0,GS_1928_1.jpg;GS_1928_10.jpg;GS_1928_11.jpg,singleton_passage,train
GS_burst_1030,GS_Gansu,1,GS_1929,5,{'4.25': 5},4.25,GS_1929_1.jpg;GS_1929_2.jpg;GS_1929_3.jpg,singleton_passage,train
GS_burst_1031,GS_Gansu,1,GS_193,6,{'3.75': 6},3.75,GS_193_1.jpg;GS_193_2.jpg;GS_193_3.jpg,singleton_passage,val
GS_burst_1032,GS_Gansu,1,GS_1930,6,{'3.75': 6},3.75,GS_1930_1.jpg;GS_1930_2.jpg;GS_1930_3.jpg,singleton_passage,train
GS_burst_1033,GS_Gansu,1,GS_1931,8,{'3.75': 8},3.75,GS_1931_1.jpg;GS_1931_2.jpg;GS_1931_3.jpg,singleton_passage,val
GS_burst_1034,GS_Gansu,1,GS_1932,8,{'4.0': 8},4.0,GS_1932_1.jpg;GS_1932_2.jpg;GS_1932_3.jpg,singleton_passage,train
GS_burst_1035,GS_Gansu,1,GS_1933,11,{'4.0': 11},4.0,GS_1933_1.jpg;GS_1933_10.jpg;GS_1933_11.jpg,singleton_passage,train
GS_burst_1036,GS_Gansu,1,GS_1934,8,{'3.5': 8},3.5,GS_1934_1.jpg;GS_1934_2.jpg;GS_1934_3.jpg,singleton_passage,train
GS_burst_1037,GS_Gansu,1,GS_1935,6,{'4.0': 6},4.0,GS_1935_1.jpg;GS_1935_2.jpg;GS_1935_3.jpg,singleton_passage,train
GS_burst_1038,GS_Gansu,1,GS_1936,11,{'4.0': 11},4.0,GS_1936_1.jpg;GS_1936_10.jpg;GS_1936_11.jpg,singleton_passage,train
GS_burst_1039,GS_Gansu,1,GS_1937,11,{'4.25': 11},4.25,GS_1937_1.jpg;GS_1937_10.jpg;GS_1937_11.jpg,singleton_passage,val
GS_burst_1040,GS_Gansu,1,GS_1938,12,{'3.25': 12},3.25,GS_1938_1.jpg;GS_1938_10.jpg;GS_1938_11.jpg,singleton_passage,train
GS_burst_1041,GS_Gansu,1,GS_1939,6,"{'3.5': 1, '3.75': 5}",3.75,GS_1939_6.jpg;GS_1939_1.jpg;GS_1939_2.jpg,singleton_passage,test
GS_burst_1042,GS_Gansu,1,GS_194,6,{'3.75': 6},3.75,GS_194_1.jpg;GS_194_2.jpg;GS_194_3.jpg,singleton_passage,test
GS_burst_1043,GS_Gansu,1,GS_1940,10,{'3.5': 10},3.5,GS_1940_1.jpg;GS_1940_10.jpg;GS_1940_2.jpg,singleton_passage,val
GS_burst_1044,GS_Gansu,1,GS_1941,4,{'4.0': 4},4.0,GS_1941_1.jpg;GS_1941_2.jpg;GS_1941_3.jpg,singleton_passage,train
GS_burst_1045,GS_Gansu,1,GS_1942,12,{'3.5': 12},3.5,GS_1942_1.jpg;GS_1942_10.jpg;GS_1942_11.jpg,singleton_passage,test
GS_burst_1046,GS_Gansu,1,GS_1943,10,{'4.0': 10},4.0,GS_1943_1.jpg;GS_1943_10.jpg;GS_1943_2.jpg,singleton_passage,test
GS_burst_1047,GS_Gansu,1,GS_1944,9,{'3.25': 9},3.25,GS_1944_1.jpg;GS_1944_2.jpg;GS_1944_3.jpg,singleton_passage,train
GS_burst_1048,GS_Gansu,1,GS_1945,8,{'4.25': 8},4.25,GS_1945_1.jpg;GS_1945_2.jpg;GS_1945_3.jpg,singleton_passage,val
GS_burst_1049,GS_Gansu,1,GS_1946,7,{'3.25': 7},3.25,GS_1946_1.jpg;GS_1946_2.jpg;GS_1946_3.jpg,singleton_passage,train
GS_burst_1050,GS_Gansu,1,GS_1947,5,{'3.5': 5},3.5,GS_1947_1.jpg;GS_1947_2.jpg;GS_1947_3.jpg,singleton_passage,val
GS_burst_1051,GS_Gansu,1,GS_1948,9,{'4.25': 9},4.25,GS_1948_1.jpg;GS_1948_2.jpg;GS_1948_3.jpg,singleton_passage,train
GS_burst_1052,GS_Gansu,1,GS_1949,8,{'4.0': 8},4.0,GS_1949_1.jpg;GS_1949_2.jpg;GS_1949_3.jpg,singleton_passage,test
GS_burst_1053,GS_Gansu,1,GS_195,9,{'3.75': 9},3.75,GS_195_1.jpg;GS_195_2.jpg;GS_195_3.jpg,singleton_passage,train
GS_burst_1054,GS_Gansu,1,GS_1950,11,{'4.25': 11},4.25,GS_1950_1.jpg;GS_1950_10.jpg;GS_1950_11.jpg,singleton_passage,test
