passage_id,farm_source,n_images,bcs_classes,primary_bcs,sample_files,assigned_split
GS_1510,GS_Gansu,5,{'4.25': 5},4.25,GS_1510_1.jpg;GS_1510_2.jpg;GS_1510_3.jpg,train
GS_1511,GS_Gansu,10,{'4.0': 10},4.0,GS_1511_1.jpg;GS_1511_10.jpg;GS_1511_2.jpg,test
GS_1512,GS_Gansu,4,{'4.25': 4},4.25,GS_1512_1.jpg;GS_1512_2.jpg;GS_1512_3.jpg,train
GS_1513,GS_Gansu,4,{'3.75': 4},3.75,GS_1513_1.jpg;GS_1513_2.jpg;GS_1513_3.jpg,val
GS_1514,GS_Gansu,5,{'4.25': 5},4.25,GS_1514_1.jpg;GS_1514_2.jpg;GS_1514_3.jpg,train
GS_1515,GS_Gansu,5,{'4.0': 5},4.0,GS_1515_1.jpg;GS_1515_2.jpg;GS_1515_3.jpg,train
GS_1516,GS_Gansu,10,{'3.75': 10},3.75,GS_1516_1.jpg;GS_1516_10.jpg;GS_1516_2.jpg,train
GS_1517,GS_Gansu,10,{'4.25': 10},4.25,GS_1517_1.jpg;GS_1517_10.jpg;GS_1517_2.jpg,train
GS_1518,GS_Gansu,7,{'3.5': 7},3.5,GS_1518_1.jpg;GS_1518_2.jpg;GS_1518_3.jpg,val
GS_1519,GS_Gansu,14,{'4.25': 14},4.25,GS_1519_1.jpg;GS_1519_10.jpg;GS_1519_11.jpg,train
GS_152,GS_Gansu,12,{'3.75': 12},3.75,GS_152_1.jpg;GS_152_10.jpg;GS_152_11.jpg,test
GS_1520,GS_Gansu,7,{'4.0': 7},4.0,GS_1520_1.jpg;GS_1520_2.jpg;GS_1520_3.jpg,train
GS_1521,GS_Gansu,8,{'3.5': 8},3.5,GS_1521_1.jpg;GS_1521_2.jpg;GS_1521_3.jpg,test
GS_1522,GS_Gansu,8,{'3.75': 8},3.75,GS_1522_1.jpg;GS_1522_2.jpg;GS_1522_3.jpg,train
GS_1523,GS_Gansu,4,{'4.0': 4},4.0,GS_1523_1.jpg;GS_1523_2.jpg;GS_1523_3.jpg,val
GS_1524,GS_Gansu,3,{'3.75': 3},3.75,GS_1524_1.jpg;GS_1524_2.jpg;GS_1524_3.jpg,train
GS_1525,GS_Gansu,16,{'4.25': 16},4.25,GS_1525_1.jpg;GS_1525_10.jpg;GS_1525_11.jpg,train
GS_1526,GS_Gansu,13,{'3.5': 13},3.5,GS_1526_1.jpg;GS_1526_10.jpg;GS_1526_11.jpg,train
GS_1527,GS_Gansu,11,{'3.5': 11},3.5,GS_1527_1.jpg;GS_1527_10.jpg;GS_1527_11.jpg,train
GS_1528,GS_Gansu,7,{'4.0': 7},4.0,GS_1528_1.jpg;GS_1528_2.jpg;GS_1528_3.jpg,val
GS_1529,GS_Gansu,5,{'4.0': 5},4.0,GS_1529_1.jpg;GS_1529_2.jpg;GS_1529_3.jpg,train
GS_153,GS_Gansu,10,{'4.0': 10},4.0,GS_153_1.jpg;GS_153_10.jpg;GS_153_2.jpg,val
GS_1530,GS_Gansu,9,{'3.75': 9},3.75,GS_1530_1.jpg;GS_1530_2.jpg;GS_1530_3.jpg,test
GS_1531,GS_Gansu,3,{'3.5': 3},3.5,GS_1531_1.jpg;GS_1531_2.jpg;GS_1531_3.jpg,train
GS_1532,GS_Gansu,3,{'3.75': 3},3.75,GS_1532_1.jpg;GS_1532_2.jpg;GS_1532_3.jpg,train
GS_1533,GS_Gansu,5,{'4.0': 5},4.0,GS_1533_1.jpg;GS_1533_2.jpg;GS_1533_3.jpg,test
GS_1534,GS_Gansu,10,{'4.0': 10},4.0,GS_1534_1.jpg;GS_1534_10.jpg;GS_1534_2.jpg,train
GS_1535,GS_Gansu,12,{'4.25': 12},4.25,GS_1535_1.jpg;GS_1535_10.jpg;GS_1535_11.jpg,train
GS_1536,GS_Gansu,8,{'3.5': 8},3.5,GS_1536_1.jpg;GS_1536_2.jpg;GS_1536_3.jpg,train
GS_1537,GS_Gansu,6,{'3.5': 6},3.5,GS_1537_1.jpg;GS_1537_2.jpg;GS_1537_3.jpg,train
GS_1538,GS_Gansu,4,{'3.75': 4},3.75,GS_1538_1.jpg;GS_1538_2.jpg;GS_1538_3.jpg,train
GS_1539,GS_Gansu,11,{'4.0': 11},4.0,GS_1539_1.jpg;GS_1539_10.jpg;GS_1539_11.jpg,train
GS_154,GS_Gansu,12,{'4.0': 12},4.0,GS_154_1.jpg;GS_154_10.jpg;GS_154_11.jpg,test
GS_1540,GS_Gansu,8,{'3.75': 8},3.75,GS_1540_1.jpg;GS_1540_2.jpg;GS_1540_3.jpg,train
GS_1541,GS_Gansu,11,{'3.75': 11},3.75,GS_1541_1.jpg;GS_1541_10.jpg;GS_1541_11.jpg,train
GS_1542,GS_Gansu,10,{'4.0': 10},4.0,GS_1542_1.jpg;GS_1542_10.jpg;GS_1542_2.jpg,train
GS_1543,GS_Gansu,15,{'4.0': 15},4.0,GS_1543_1.jpg;GS_1543_10.jpg;GS_1543_11.jpg,train
GS_1544,GS_Gansu,5,{'4.25': 5},4.25,GS_1544_1.jpg;GS_1544_2.jpg;GS_1544_3.jpg,train
GS_1545,GS_Gansu,7,{'4.25': 7},4.25,GS_1545_1.jpg;GS_1545_2.jpg;GS_1545_3.jpg,val
GS_1546,GS_Gansu,4,{'4.25': 4},4.25,GS_1546_1.jpg;GS_1546_2.jpg;GS_1546_3.jpg,train
GS_1547,GS_Gansu,6,{'4.25': 6},4.25,GS_1547_1.jpg;GS_1547_2.jpg;GS_1547_3.jpg,train
GS_1548,GS_Gansu,6,{'3.5': 6},3.5,GS_1548_1.jpg;GS_1548_2.jpg;GS_1548_3.jpg,val
GS_1549,GS_Gansu,5,{'3.75': 5},3.75,GS_1549_1.jpg;GS_1549_2.jpg;GS_1549_3.jpg,val
GS_155,GS_Gansu,7,{'3.5': 7},3.5,GS_155_1.jpg;GS_155_2.jpg;GS_155_3.jpg,train
GS_1550,GS_Gansu,5,{'3.5': 5},3.5,GS_1550_1.jpg;GS_1550_2.jpg;GS_1550_3.jpg,val
GS_1551,GS_Gansu,9,{'4.25': 9},4.25,GS_1551_1.jpg;GS_1551_2.jpg;GS_1551_3.jpg,train
GS_1552,GS_Gansu,10,{'4.25': 10},4.25,GS_1552_1.jpg;GS_1552_10.jpg;GS_1552_2.jpg,test
GS_1553,GS_Gansu,4,{'3.75': 4},3.75,GS_1553_1.jpg;GS_1553_2.jpg;GS_1553_3.jpg,train
GS_1554,GS_Gansu,3,{'4.25': 3},4.25,GS_1554_1.jpg;GS_1554_2.jpg;GS_1554_3.jpg,train
GS_1555,GS_Gansu,8,{'3.75': 8},3.75,GS_1555_1.jpg;GS_1555_2.jpg;GS_1555_3.jpg,test
GS_1556,GS_Gansu,8,{'4.0': 8},4.0,GS_1556_1.jpg;GS_1556_2.jpg;GS_1556_3.jpg,train
GS_1557,GS_Gansu,9,{'4.0': 9},4.0,GS_1557_1.jpg;GS_1557_2.jpg;GS_1557_3.jpg,val
GS_1558,GS_Gansu,9,{'4.0': 9},4.0,GS_1558_1.jpg;GS_1558_2.jpg;GS_1558_3.jpg,val
GS_1559,GS_Gansu,5,{'4.25': 5},4.25,GS_1559_1.jpg;GS_1559_2.jpg;GS_1559_3.jpg,test
GS_156,GS_Gansu,16,{'3.5': 16},3.5,GS_156_1.jpg;GS_156_10.jpg;GS_156_11.jpg,train
GS_1560,GS_Gansu,8,{'4.0': 8},4.0,GS_1560_1.jpg;GS_1560_2.jpg;GS_1560_3.jpg,train
GS_1561,GS_Gansu,4,{'4.0': 4},4.0,GS_1561_1.jpg;GS_1561_2.jpg;GS_1561_3.jpg,train
GS_1562,GS_Gansu,7,{'4.25': 7},4.25,GS_1562_1.jpg;GS_1562_2.jpg;GS_1562_3.jpg,train
GS_1563,GS_Gansu,4,{'3.75': 4},3.75,GS_1563_1.jpg;GS_1563_2.jpg;GS_1563_3.jpg,train
GS_1564,GS_Gansu,7,{'4.25': 7},4.25,GS_1564_1.jpg;GS_1564_2.jpg;GS_1564_3.jpg,train
GS_1565,GS_Gansu,15,{'3.75': 15},3.75,GS_1565_1.jpg;GS_1565_10.jpg;GS_1565_11.jpg,train
GS_1566,GS_Gansu,8,{'4.25': 8},4.25,GS_1566_1.jpg;GS_1566_2.jpg;GS_1566_3.jpg,train
GS_1567,GS_Gansu,8,{'4.0': 8},4.0,GS_1567_1.jpg;GS_1567_2.jpg;GS_1567_3.jpg,val
GS_1568,GS_Gansu,5,{'4.0': 5},4.0,GS_1568_1.jpg;GS_1568_2.jpg;GS_1568_3.jpg,train
GS_1569,GS_Gansu,11,{'4.0': 11},4.0,GS_1569_1.jpg;GS_1569_10.jpg;GS_1569_11.jpg,test
GS_157,GS_Gansu,14,{'3.5': 14},3.5,GS_157_1.jpg;GS_157_10.jpg;GS_157_11.jpg,train
GS_1570,GS_Gansu,18,{'3.5': 18},3.5,GS_1570_1.jpg;GS_1570_10.jpg;GS_1570_11.jpg,val
GS_1571,GS_Gansu,6,{'3.75': 6},3.75,GS_1571_1.jpg;GS_1571_2.jpg;GS_1571_3.jpg,train
GS_1572,GS_Gansu,3,{'3.75': 3},3.75,GS_1572_1.jpg;GS_1572_2.jpg;GS_1572_3.jpg,train
GS_1573,GS_Gansu,8,{'4.0': 8},4.0,GS_1573_1.jpg;GS_1573_2.jpg;GS_1573_3.jpg,train
GS_1574,GS_Gansu,6,{'4.25': 6},4.25,GS_1574_1.jpg;GS_1574_2.jpg;GS_1574_3.jpg,train
GS_1575,GS_Gansu,13,{'4.25': 13},4.25,GS_1575_1.jpg;GS_1575_10.jpg;GS_1575_11.jpg,val
GS_1576,GS_Gansu,14,{'4.25': 14},4.25,GS_1576_1.jpg;GS_1576_10.jpg;GS_1576_11.jpg,train
GS_1577,GS_Gansu,6,{'3.5': 6},3.5,GS_1577_1.jpg;GS_1577_2.jpg;GS_1577_3.jpg,train
GS_1578,GS_Gansu,6,{'3.5': 6},3.5,GS_1578_1.jpg;GS_1578_2.jpg;GS_1578_3.jpg,train
GS_1579,GS_Gansu,8,{'4.0': 8},4.0,GS_1579_1.jpg;GS_1579_2.jpg;GS_1579_3.jpg,train
GS_158,GS_Gansu,5,{'3.75': 5},3.75,GS_158_1.jpg;GS_158_2.jpg;GS_158_3.jpg,train
GS_1580,GS_Gansu,5,{'3.75': 5},3.75,GS_1580_1.jpg;GS_1580_2.jpg;GS_1580_3.jpg,train
GS_1581,GS_Gansu,5,{'3.5': 5},3.5,GS_1581_1.jpg;GS_1581_2.jpg;GS_1581_3.jpg,train
GS_1582,GS_Gansu,5,{'4.0': 5},4.0,GS_1582_1.jpg;GS_1582_2.jpg;GS_1582_3.jpg,train
GS_1583,GS_Gansu,8,{'3.75': 8},3.75,GS_1583_1.jpg;GS_1583_2.jpg;GS_1583_3.jpg,train
GS_1584,GS_Gansu,9,{'3.75': 9},3.75,GS_1584_1.jpg;GS_1584_2.jpg;GS_1584_3.jpg,train
GS_1585,GS_Gansu,8,{'4.0': 8},4.0,GS_1585_1.jpg;GS_1585_2.jpg;GS_1585_3.jpg,test
GS_1586,GS_Gansu,8,{'4.0': 8},4.0,GS_1586_1.jpg;GS_1586_2.jpg;GS_1586_3.jpg,train
GS_1587,GS_Gansu,8,{'4.0': 8},4.0,GS_1587_1.jpg;GS_1587_2.jpg;GS_1587_3.jpg,test
GS_1588,GS_Gansu,10,{'4.25': 10},4.25,GS_1588_1.jpg;GS_1588_10.jpg;GS_1588_2.jpg,train
GS_1589,GS_Gansu,8,{'4.25': 8},4.25,GS_1589_1.jpg;GS_1589_2.jpg;GS_1589_3.jpg,train
GS_159,GS_Gansu,8,{'4.0': 8},4.0,GS_159_1.jpg;GS_159_2.jpg;GS_159_3.jpg,train
GS_1590,GS_Gansu,8,{'3.75': 8},3.75,GS_1590_1.jpg;GS_1590_2.jpg;GS_1590_3.jpg,train
GS_1591,GS_Gansu,3,{'4.0': 3},4.0,GS_1591_1.jpg;GS_1591_2.jpg;GS_1591_3.jpg,train
GS_1592,GS_Gansu,11,{'3.75': 11},3.75,GS_1592_1.jpg;GS_1592_10.jpg;GS_1592_11.jpg,train
GS_1593,GS_Gansu,13,{'4.25': 13},4.25,GS_1593_1.jpg;GS_1593_10.jpg;GS_1593_11.jpg,train
GS_1594,GS_Gansu,8,{'3.75': 8},3.75,GS_1594_1.jpg;GS_1594_2.jpg;GS_1594_3.jpg,train
GS_1595,GS_Gansu,8,{'4.25': 8},4.25,GS_1595_1.jpg;GS_1595_2.jpg;GS_1595_3.jpg,test
GS_1596,GS_Gansu,5,{'4.25': 5},4.25,GS_1596_1.jpg;GS_1596_2.jpg;GS_1596_3.jpg,train
GS_1597,GS_Gansu,8,{'4.0': 8},4.0,GS_1597_1.jpg;GS_1597_2.jpg;GS_1597_3.jpg,val
GS_1598,GS_Gansu,12,{'3.75': 12},3.75,GS_1598_1.jpg;GS_1598_10.jpg;GS_1598_11.jpg,train
GS_1599,GS_Gansu,9,"{'4.0': 8, '4.25': 1}",4.0,GS_1599_2.jpg;GS_1599_3.jpg;GS_1599_4.jpg,train
GS_16,GS_Gansu,8,{'4.0': 8},4.0,GS_16_1.jpg;GS_16_2.jpg;GS_16_3.jpg,train
GS_160,GS_Gansu,8,{'4.0': 8},4.0,GS_160_1.jpg;GS_160_2.jpg;GS_160_3.jpg,train
GS_1600,GS_Gansu,7,{'4.0': 7},4.0,GS_1600_1.jpg;GS_1600_2.jpg;GS_1600_3.jpg,train
GS_1601,GS_Gansu,8,{'4.25': 8},4.25,GS_1601_1.jpg;GS_1601_2.jpg;GS_1601_3.jpg,train
GS_1602,GS_Gansu,15,{'4.25': 15},4.25,GS_1602_1.jpg;GS_1602_10.jpg;GS_1602_11.jpg,val
GS_1603,GS_Gansu,6,{'4.25': 6},4.25,GS_1603_1.jpg;GS_1603_2.jpg;GS_1603_3.jpg,test
GS_1604,GS_Gansu,7,{'4.25': 7},4.25,GS_1604_1.jpg;GS_1604_2.jpg;GS_1604_3.jpg,train
GS_1605,GS_Gansu,8,{'4.25': 8},4.25,GS_1605_1.jpg;GS_1605_2.jpg;GS_1605_3.jpg,train
GS_1606,GS_Gansu,7,{'3.5': 7},3.5,GS_1606_1.jpg;GS_1606_2.jpg;GS_1606_3.jpg,train
GS_1607,GS_Gansu,6,{'4.25': 6},4.25,GS_1607_1.jpg;GS_1607_2.jpg;GS_1607_3.jpg,train
GS_1608,GS_Gansu,6,{'4.25': 6},4.25,GS_1608_1.jpg;GS_1608_2.jpg;GS_1608_3.jpg,test
GS_1609,GS_Gansu,11,{'4.25': 11},4.25,GS_1609_1.jpg;GS_1609_10.jpg;GS_1609_11.jpg,train
GS_161,GS_Gansu,10,{'3.75': 10},3.75,GS_161_1.jpg;GS_161_10.jpg;GS_161_2.jpg,train
GS_1610,GS_Gansu,4,{'4.0': 4},4.0,GS_1610_1.jpg;GS_1610_2.jpg;GS_1610_3.jpg,train
GS_1611,GS_Gansu,12,{'3.5': 12},3.5,GS_1611_1.jpg;GS_1611_10.jpg;GS_1611_11.jpg,train
GS_1612,GS_Gansu,17,{'4.25': 17},4.25,GS_1612_1.jpg;GS_1612_10.jpg;GS_1612_11.jpg,train
GS_1613,GS_Gansu,7,{'4.0': 7},4.0,GS_1613_1.jpg;GS_1613_2.jpg;GS_1613_3.jpg,test
GS_1614,GS_Gansu,12,{'4.25': 12},4.25,GS_1614_1.jpg;GS_1614_10.jpg;GS_1614_11.jpg,train
GS_1615,GS_Gansu,8,{'4.25': 8},4.25,GS_1615_1.jpg;GS_1615_2.jpg;GS_1615_3.jpg,val
GS_1616,GS_Gansu,12,{'4.25': 12},4.25,GS_1616_1.jpg;GS_1616_10.jpg;GS_1616_11.jpg,train
GS_1617,GS_Gansu,6,{'4.25': 6},4.25,GS_1617_1.jpg;GS_1617_2.jpg;GS_1617_3.jpg,train
GS_1618,GS_Gansu,4,{'4.25': 4},4.25,GS_1618_1.jpg;GS_1618_2.jpg;GS_1618_3.jpg,train
GS_1619,GS_Gansu,8,{'3.75': 8},3.75,GS_1619_1.jpg;GS_1619_2.jpg;GS_1619_3.jpg,train
GS_162,GS_Gansu,9,{'4.0': 9},4.0,GS_162_1.jpg;GS_162_2.jpg;GS_162_3.jpg,train
GS_1620,GS_Gansu,3,{'3.5': 3},3.5,GS_1620_1.jpg;GS_1620_2.jpg;GS_1620_3.jpg,train
GS_1621,GS_Gansu,7,{'3.25': 7},3.25,GS_1621_1.jpg;GS_1621_2.jpg;GS_1621_3.jpg,test
GS_1622,GS_Gansu,9,{'4.25': 9},4.25,GS_1622_1.jpg;GS_1622_2.jpg;GS_1622_3.jpg,train
GS_1623,GS_Gansu,6,{'3.5': 6},3.5,GS_1623_1.jpg;GS_1623_2.jpg;GS_1623_3.jpg,train
GS_1624,GS_Gansu,10,{'3.5': 10},3.5,GS_1624_1.jpg;GS_1624_10.jpg;GS_1624_2.jpg,train
GS_1625,GS_Gansu,7,{'4.25': 7},4.25,GS_1625_1.jpg;GS_1625_2.jpg;GS_1625_3.jpg,train
GS_1626,GS_Gansu,8,{'4.25': 8},4.25,GS_1626_1.jpg;GS_1626_2.jpg;GS_1626_3.jpg,train
GS_1627,GS_Gansu,5,{'4.25': 5},4.25,GS_1627_1.jpg;GS_1627_2.jpg;GS_1627_3.jpg,train
GS_1628,GS_Gansu,5,{'4.25': 5},4.25,GS_1628_1.jpg;GS_1628_2.jpg;GS_1628_3.jpg,train
GS_1629,GS_Gansu,6,{'4.25': 6},4.25,GS_1629_1.jpg;GS_1629_2.jpg;GS_1629_3.jpg,train
GS_163,GS_Gansu,11,{'4.0': 11},4.0,GS_163_1.jpg;GS_163_10.jpg;GS_163_11.jpg,val
GS_1630,GS_Gansu,8,{'4.0': 8},4.0,GS_1630_1.jpg;GS_1630_2.jpg;GS_1630_3.jpg,test
GS_1631,GS_Gansu,6,{'3.5': 6},3.5,GS_1631_1.jpg;GS_1631_2.jpg;GS_1631_3.jpg,test
GS_1632,GS_Gansu,8,{'4.25': 8},4.25,GS_1632_1.jpg;GS_1632_2.jpg;GS_1632_3.jpg,train
GS_1633,GS_Gansu,12,{'4.25': 12},4.25,GS_1633_1.jpg;GS_1633_10.jpg;GS_1633_11.jpg,test
GS_1634,GS_Gansu,9,{'3.75': 9},3.75,GS_1634_1.jpg;GS_1634_2.jpg;GS_1634_3.jpg,train
GS_1635,GS_Gansu,8,{'3.5': 8},3.5,GS_1635_1.jpg;GS_1635_2.jpg;GS_1635_3.jpg,test
GS_1636,GS_Gansu,9,{'4.0': 9},4.0,GS_1636_1.jpg;GS_1636_2.jpg;GS_1636_3.jpg,train
GS_1637,GS_Gansu,10,{'3.75': 10},3.75,GS_1637_1.jpg;GS_1637_10.jpg;GS_1637_2.jpg,train
GS_1638,GS_Gansu,8,{'3.75': 8},3.75,GS_1638_1.jpg;GS_1638_2.jpg;GS_1638_3.jpg,train
GS_1639,GS_Gansu,11,{'3.25': 11},3.25,GS_1639_1.jpg;GS_1639_10.jpg;GS_1639_11.jpg,train
GS_164,GS_Gansu,10,{'3.75': 10},3.75,GS_164_1.jpg;GS_164_10.jpg;GS_164_2.jpg,train
GS_1640,GS_Gansu,13,{'3.25': 13},3.25,GS_1640_1.jpg;GS_1640_10.jpg;GS_1640_11.jpg,train
GS_1641,GS_Gansu,8,{'3.5': 8},3.5,GS_1641_1.jpg;GS_1641_2.jpg;GS_1641_3.jpg,train
GS_1642,GS_Gansu,5,{'4.0': 5},4.0,GS_1642_1.jpg;GS_1642_2.jpg;GS_1642_3.jpg,val
GS_1643,GS_Gansu,7,{'3.75': 7},3.75,GS_1643_1.jpg;GS_1643_2.jpg;GS_1643_3.jpg,train
GS_1644,GS_Gansu,5,{'4.0': 5},4.0,GS_1644_1.jpg;GS_1644_2.jpg;GS_1644_3.jpg,train
GS_1645,GS_Gansu,9,{'3.75': 9},3.75,GS_1645_1.jpg;GS_1645_2.jpg;GS_1645_3.jpg,test
GS_1646,GS_Gansu,7,{'3.75': 7},3.75,GS_1646_1.jpg;GS_1646_2.jpg;GS_1646_3.jpg,train
GS_1647,GS_Gansu,8,{'3.75': 8},3.75,GS_1647_1.jpg;GS_1647_2.jpg;GS_1647_3.jpg,train
GS_1648,GS_Gansu,9,{'3.5': 9},3.5,GS_1648_1.jpg;GS_1648_2.jpg;GS_1648_3.jpg,train
GS_1649,GS_Gansu,7,{'3.75': 7},3.75,GS_1649_1.jpg;GS_1649_2.jpg;GS_1649_3.jpg,train
GS_165,GS_Gansu,8,{'3.75': 8},3.75,GS_165_1.jpg;GS_165_2.jpg;GS_165_3.jpg,train
GS_1650,GS_Gansu,7,{'3.75': 7},3.75,GS_1650_1.jpg;GS_1650_2.jpg;GS_1650_3.jpg,train
GS_1651,GS_Gansu,9,{'3.75': 9},3.75,GS_1651_1.jpg;GS_1651_2.jpg;GS_1651_3.jpg,val
GS_1652,GS_Gansu,7,{'3.25': 7},3.25,GS_1652_1.jpg;GS_1652_2.jpg;GS_1652_3.jpg,test
GS_1653,GS_Gansu,8,{'4.0': 8},4.0,GS_1653_1.jpg;GS_1653_2.jpg;GS_1653_3.jpg,train
GS_1654,GS_Gansu,6,{'3.5': 6},3.5,GS_1654_1.jpg;GS_1654_2.jpg;GS_1654_3.jpg,val
GS_1655,GS_Gansu,8,{'4.25': 8},4.25,GS_1655_1.jpg;GS_1655_2.jpg;GS_1655_3.jpg,train
GS_1656,GS_Gansu,12,{'3.75': 12},3.75,GS_1656_1.jpg;GS_1656_10.jpg;GS_1656_11.jpg,val
GS_1657,GS_Gansu,13,{'4.25': 13},4.25,GS_1657_1.jpg;GS_1657_10.jpg;GS_1657_11.jpg,test
GS_1658,GS_Gansu,8,{'3.75': 8},3.75,GS_1658_1.jpg;GS_1658_2.jpg;GS_1658_3.jpg,train
GS_1659,GS_Gansu,12,{'4.0': 12},4.0,GS_1659_1.jpg;GS_1659_10.jpg;GS_1659_11.jpg,train
GS_166,GS_Gansu,14,{'3.75': 14},3.75,GS_166_1.jpg;GS_166_10.jpg;GS_166_11.jpg,train
GS_1660,GS_Gansu,9,{'3.75': 9},3.75,GS_1660_1.jpg;GS_1660_2.jpg;GS_1660_3.jpg,train
GS_1661,GS_Gansu,9,{'4.25': 9},4.25,GS_1661_1.jpg;GS_1661_2.jpg;GS_1661_3.jpg,train
GS_1662,GS_Gansu,9,{'3.75': 9},3.75,GS_1662_1.jpg;GS_1662_2.jpg;GS_1662_3.jpg,train
GS_1663,GS_Gansu,8,{'4.0': 8},4.0,GS_1663_1.jpg;GS_1663_2.jpg;GS_1663_3.jpg,train
GS_1664,GS_Gansu,5,{'4.25': 5},4.25,GS_1664_1.jpg;GS_1664_2.jpg;GS_1664_3.jpg,train
GS_1665,GS_Gansu,9,{'3.5': 9},3.5,GS_1665_1.jpg;GS_1665_2.jpg;GS_1665_3.jpg,train
GS_1666,GS_Gansu,8,{'4.0': 8},4.0,GS_1666_1.jpg;GS_1666_2.jpg;GS_1666_3.jpg,train
GS_1667,GS_Gansu,4,{'3.5': 4},3.5,GS_1667_1.jpg;GS_1667_2.jpg;GS_1667_3.jpg,val
GS_1668,GS_Gansu,13,{'4.25': 13},4.25,GS_1668_1.jpg;GS_1668_10.jpg;GS_1668_11.jpg,train
GS_1669,GS_Gansu,4,{'3.75': 4},3.75,GS_1669_1.jpg;GS_1669_2.jpg;GS_1669_3.jpg,train
GS_167,GS_Gansu,7,{'3.75': 7},3.75,GS_167_1.jpg;GS_167_2.jpg;GS_167_3.jpg,train
GS_1670,GS_Gansu,6,{'3.5': 6},3.5,GS_1670_1.jpg;GS_1670_2.jpg;GS_1670_3.jpg,train
GS_1671,GS_Gansu,10,{'3.75': 10},3.75,GS_1671_1.jpg;GS_1671_10.jpg;GS_1671_2.jpg,train
GS_1672,GS_Gansu,5,{'3.5': 5},3.5,GS_1672_1.jpg;GS_1672_2.jpg;GS_1672_3.jpg,train
GS_1673,GS_Gansu,8,{'3.25': 8},3.25,GS_1673_1.jpg;GS_1673_2.jpg;GS_1673_3.jpg,train
GS_1674,GS_Gansu,5,{'3.5': 5},3.5,GS_1674_1.jpg;GS_1674_2.jpg;GS_1674_3.jpg,train
GS_1675,GS_Gansu,3,{'3.75': 3},3.75,GS_1675_1.jpg;GS_1675_2.jpg;GS_1675_3.jpg,train
GS_1676,GS_Gansu,9,{'4.0': 9},4.0,GS_1676_1.jpg;GS_1676_2.jpg;GS_1676_3.jpg,train
GS_1677,GS_Gansu,6,{'3.75': 6},3.75,GS_1677_1.jpg;GS_1677_2.jpg;GS_1677_3.jpg,test
GS_1678,GS_Gansu,5,{'3.5': 5},3.5,GS_1678_1.jpg;GS_1678_2.jpg;GS_1678_3.jpg,train
GS_1679,GS_Gansu,5,{'3.25': 5},3.25,GS_1679_1.jpg;GS_1679_2.jpg;GS_1679_3.jpg,train
GS_168,GS_Gansu,14,{'4.0': 14},4.0,GS_168_1.jpg;GS_168_10.jpg;GS_168_11.jpg,train
GS_1680,GS_Gansu,4,{'3.5': 4},3.5,GS_1680_1.jpg;GS_1680_2.jpg;GS_1680_3.jpg,train
GS_1681,GS_Gansu,5,{'4.25': 5},4.25,GS_1681_1.jpg;GS_1681_2.jpg;GS_1681_3.jpg,train
GS_1682,GS_Gansu,6,{'4.0': 6},4.0,GS_1682_1.jpg;GS_1682_2.jpg;GS_1682_3.jpg,train
GS_1683,GS_Gansu,7,{'4.0': 7},4.0,GS_1683_1.jpg;GS_1683_2.jpg;GS_1683_3.jpg,train
GS_1684,GS_Gansu,4,{'4.25': 4},4.25,GS_1684_1.jpg;GS_1684_2.jpg;GS_1684_3.jpg,train
GS_1685,GS_Gansu,11,{'3.25': 11},3.25,GS_1685_1.jpg;GS_1685_10.jpg;GS_1685_11.jpg,train
GS_1686,GS_Gansu,9,{'3.25': 9},3.25,GS_1686_1.jpg;GS_1686_2.jpg;GS_1686_3.jpg,train
GS_1687,GS_Gansu,8,{'3.25': 8},3.25,GS_1687_1.jpg;GS_1687_2.jpg;GS_1687_3.jpg,train
GS_1688,GS_Gansu,13,{'3.5': 13},3.5,GS_1688_1.jpg;GS_1688_10.jpg;GS_1688_11.jpg,val
GS_1689,GS_Gansu,4,{'4.0': 4},4.0,GS_1689_1.jpg;GS_1689_2.jpg;GS_1689_3.jpg,train
GS_169,GS_Gansu,18,{'3.75': 18},3.75,GS_169_1.jpg;GS_169_10.jpg;GS_169_11.jpg,train
GS_1690,GS_Gansu,7,{'3.5': 7},3.5,GS_1690_1.jpg;GS_1690_2.jpg;GS_1690_3.jpg,train
GS_1691,GS_Gansu,8,"{'3.5': 1, '3.75': 7}",3.75,GS_1691_1.jpg;GS_1691_2.jpg;GS_1691_3.jpg,train
GS_1692,GS_Gansu,8,{'3.75': 8},3.75,GS_1692_1.jpg;GS_1692_2.jpg;GS_1692_3.jpg,train
GS_1693,GS_Gansu,7,{'4.0': 7},4.0,GS_1693_1.jpg;GS_1693_2.jpg;GS_1693_3.jpg,train
GS_1694,GS_Gansu,9,{'3.75': 9},3.75,GS_1694_1.jpg;GS_1694_2.jpg;GS_1694_3.jpg,train
GS_1695,GS_Gansu,9,{'4.25': 9},4.25,GS_1695_1.jpg;GS_1695_2.jpg;GS_1695_3.jpg,train
GS_1696,GS_Gansu,10,{'4.0': 10},4.0,GS_1696_1.jpg;GS_1696_10.jpg;GS_1696_2.jpg,train
GS_1697,GS_Gansu,10,{'4.0': 10},4.0,GS_1697_1.jpg;GS_1697_10.jpg;GS_1697_2.jpg,train
GS_1698,GS_Gansu,6,{'3.75': 6},3.75,GS_1698_1.jpg;GS_1698_2.jpg;GS_1698_3.jpg,train
GS_1699,GS_Gansu,5,{'3.75': 5},3.75,GS_1699_1.jpg;GS_1699_2.jpg;GS_1699_3.jpg,train
