image_path,label,cow_id,burst_group_id,original_passage_id,farm_source,split
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2650_3.jpg,4.0,GS_burst_1827,GS_burst_1827,GS_2650,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2650_4.jpg,4.0,GS_burst_1827,GS_burst_1827,GS_2650,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2650_5.jpg,4.0,GS_burst_1827,GS_burst_1827,GS_2650,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2650_6.jpg,4.0,GS_burst_1827,GS_burst_1827,GS_2650,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2650_7.jpg,4.0,GS_burst_1827,GS_burst_1827,GS_2650,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2650_8.jpg,4.0,GS_burst_1827,GS_burst_1827,GS_2650,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2650_9.jpg,4.0,GS_burst_1827,GS_burst_1827,GS_2650,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2651_1.jpg,4.25,GS_burst_1828,GS_burst_1828,GS_2651,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2651_10.jpg,4.25,GS_burst_1828,GS_burst_1828,GS_2651,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2651_2.jpg,4.25,GS_burst_1828,GS_burst_1828,GS_2651,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2651_3.jpg,4.25,GS_burst_1828,GS_burst_1828,GS_2651,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2651_4.jpg,4.25,GS_burst_1828,GS_burst_1828,GS_2651,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2651_5.jpg,4.25,GS_burst_1828,GS_burst_1828,GS_2651,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2651_6.jpg,4.25,GS_burst_1828,GS_burst_1828,GS_2651,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2651_7.jpg,4.25,GS_burst_1828,GS_burst_1828,GS_2651,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2651_8.jpg,4.25,GS_burst_1828,GS_burst_1828,GS_2651,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2651_9.jpg,4.25,GS_burst_1828,GS_burst_1828,GS_2651,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2655_1.jpg,3.75,GS_burst_1832,GS_burst_1832,GS_2655,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2655_2.jpg,3.75,GS_burst_1832,GS_burst_1832,GS_2655,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2655_3.jpg,3.75,GS_burst_1832,GS_burst_1832,GS_2655,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2655_4.jpg,3.75,GS_burst_1832,GS_burst_1832,GS_2655,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2655_5.jpg,3.75,GS_burst_1832,GS_burst_1832,GS_2655,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2655_6.jpg,3.75,GS_burst_1832,GS_burst_1832,GS_2655,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2655_7.jpg,3.75,GS_burst_1832,GS_burst_1832,GS_2655,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2655_8.jpg,3.75,GS_burst_1832,GS_burst_1832,GS_2655,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2659_1.jpg,4.0,GS_burst_1836,GS_burst_1836,GS_2659,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2659_2.jpg,4.0,GS_burst_1836,GS_burst_1836,GS_2659,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2659_3.jpg,4.0,GS_burst_1836,GS_burst_1836,GS_2659,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2659_4.jpg,4.0,GS_burst_1836,GS_burst_1836,GS_2659,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2659_5.jpg,4.0,GS_burst_1836,GS_burst_1836,GS_2659,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2659_6.jpg,4.0,GS_burst_1836,GS_burst_1836,GS_2659,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2659_7.jpg,4.0,GS_burst_1836,GS_burst_1836,GS_2659,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2659_8.jpg,4.0,GS_burst_1836,GS_burst_1836,GS_2659,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_266_1.jpg,4.0,GS_burst_1837,GS_burst_1837,GS_266,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_266_2.jpg,4.0,GS_burst_1837,GS_burst_1837,GS_266,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_266_3.jpg,4.0,GS_burst_1837,GS_burst_1837,GS_266,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_266_4.jpg,4.0,GS_burst_1837,GS_burst_1837,GS_266,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_266_5.jpg,4.0,GS_burst_1837,GS_burst_1837,GS_266,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_266_6.jpg,4.0,GS_burst_1837,GS_burst_1837,GS_266,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_266_7.jpg,4.0,GS_burst_1837,GS_burst_1837,GS_266,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_266_8.jpg,4.0,GS_burst_1837,GS_burst_1837,GS_266,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2661_1.jpg,4.0,GS_burst_1839,GS_burst_1839,GS_2661,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2661_2.jpg,4.0,GS_burst_1839,GS_burst_1839,GS_2661,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2661_3.jpg,4.0,GS_burst_1839,GS_burst_1839,GS_2661,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2661_4.jpg,4.0,GS_burst_1839,GS_burst_1839,GS_2661,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2661_5.jpg,4.0,GS_burst_1839,GS_burst_1839,GS_2661,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2661_6.jpg,4.0,GS_burst_1839,GS_burst_1839,GS_2661,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2662_1.jpg,3.5,GS_burst_1840,GS_burst_1840,GS_2662,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2662_2.jpg,3.5,GS_burst_1840,GS_burst_1840,GS_2662,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2662_3.jpg,3.5,GS_burst_1840,GS_burst_1840,GS_2662,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2662_4.jpg,3.5,GS_burst_1840,GS_burst_1840,GS_2662,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2662_5.jpg,3.5,GS_burst_1840,GS_burst_1840,GS_2662,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2662_6.jpg,3.5,GS_burst_1840,GS_burst_1840,GS_2662,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2662_7.jpg,3.5,GS_burst_1840,GS_burst_1840,GS_2662,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2663_1.jpg,3.5,GS_burst_1841,GS_burst_1841,GS_2663,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2663_2.jpg,3.5,GS_burst_1841,GS_burst_1841,GS_2663,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2663_3.jpg,3.5,GS_burst_1841,GS_burst_1841,GS_2663,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2663_4.jpg,3.5,GS_burst_1841,GS_burst_1841,GS_2663,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2663_5.jpg,3.5,GS_burst_1841,GS_burst_1841,GS_2663,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2663_6.jpg,3.5,GS_burst_1841,GS_burst_1841,GS_2663,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2664_1.jpg,3.75,GS_burst_1842,GS_burst_1842,GS_2664,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2664_2.jpg,3.75,GS_burst_1842,GS_burst_1842,GS_2664,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2664_3.jpg,3.75,GS_burst_1842,GS_burst_1842,GS_2664,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2664_4.jpg,3.75,GS_burst_1842,GS_burst_1842,GS_2664,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2664_5.jpg,3.75,GS_burst_1842,GS_burst_1842,GS_2664,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2664_6.jpg,3.75,GS_burst_1842,GS_burst_1842,GS_2664,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2664_7.jpg,3.75,GS_burst_1842,GS_burst_1842,GS_2664,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2664_8.jpg,3.75,GS_burst_1842,GS_burst_1842,GS_2664,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2665_1.jpg,3.5,GS_burst_1843,GS_burst_1843,GS_2665,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2665_2.jpg,3.5,GS_burst_1843,GS_burst_1843,GS_2665,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2665_3.jpg,3.5,GS_burst_1843,GS_burst_1843,GS_2665,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2665_4.jpg,3.5,GS_burst_1843,GS_burst_1843,GS_2665,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2665_5.jpg,3.5,GS_burst_1843,GS_burst_1843,GS_2665,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2665_6.jpg,3.5,GS_burst_1843,GS_burst_1843,GS_2665,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2665_7.jpg,3.5,GS_burst_1843,GS_burst_1843,GS_2665,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2667_1.jpg,4.25,GS_burst_1845,GS_burst_1845,GS_2667,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2667_10.jpg,4.25,GS_burst_1845,GS_burst_1845,GS_2667,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2667_11.jpg,4.25,GS_burst_1845,GS_burst_1845,GS_2667,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2667_2.jpg,4.25,GS_burst_1845,GS_burst_1845,GS_2667,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2667_3.jpg,4.25,GS_burst_1845,GS_burst_1845,GS_2667,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2667_4.jpg,4.25,GS_burst_1845,GS_burst_1845,GS_2667,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2667_5.jpg,4.25,GS_burst_1845,GS_burst_1845,GS_2667,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2667_6.jpg,4.25,GS_burst_1845,GS_burst_1845,GS_2667,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2667_7.jpg,4.25,GS_burst_1845,GS_burst_1845,GS_2667,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2667_8.jpg,4.25,GS_burst_1845,GS_burst_1845,GS_2667,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2667_9.jpg,4.25,GS_burst_1845,GS_burst_1845,GS_2667,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2668_1.jpg,3.5,GS_burst_1846,GS_burst_1846,GS_2668,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2668_2.jpg,3.5,GS_burst_1846,GS_burst_1846,GS_2668,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2668_3.jpg,3.5,GS_burst_1846,GS_burst_1846,GS_2668,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2668_4.jpg,3.5,GS_burst_1846,GS_burst_1846,GS_2668,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2669_1.jpg,4.0,GS_burst_1847,GS_burst_1847,GS_2669,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2669_10.jpg,4.0,GS_burst_1847,GS_burst_1847,GS_2669,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2669_2.jpg,4.0,GS_burst_1847,GS_burst_1847,GS_2669,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2669_3.jpg,4.0,GS_burst_1847,GS_burst_1847,GS_2669,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2669_4.jpg,4.0,GS_burst_1847,GS_burst_1847,GS_2669,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2669_5.jpg,4.0,GS_burst_1847,GS_burst_1847,GS_2669,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2669_6.jpg,4.0,GS_burst_1847,GS_burst_1847,GS_2669,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2669_7.jpg,4.0,GS_burst_1847,GS_burst_1847,GS_2669,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2669_8.jpg,4.0,GS_burst_1847,GS_burst_1847,GS_2669,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2669_9.jpg,4.0,GS_burst_1847,GS_burst_1847,GS_2669,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2671_1.jpg,3.75,GS_burst_1850,GS_burst_1850,GS_2671,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2671_2.jpg,3.75,GS_burst_1850,GS_burst_1850,GS_2671,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2671_3.jpg,3.75,GS_burst_1850,GS_burst_1850,GS_2671,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2671_4.jpg,3.75,GS_burst_1850,GS_burst_1850,GS_2671,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2671_5.jpg,3.75,GS_burst_1850,GS_burst_1850,GS_2671,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2671_6.jpg,3.75,GS_burst_1850,GS_burst_1850,GS_2671,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2671_7.jpg,3.75,GS_burst_1850,GS_burst_1850,GS_2671,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_2671_8.jpg,3.75,GS_burst_1850,GS_burst_1850,GS_2671,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2672_1.jpg,3.5,GS_burst_1851,GS_burst_1851,GS_2672,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2672_2.jpg,3.5,GS_burst_1851,GS_burst_1851,GS_2672,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2672_3.jpg,3.5,GS_burst_1851,GS_burst_1851,GS_2672,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2672_4.jpg,3.5,GS_burst_1851,GS_burst_1851,GS_2672,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2672_5.jpg,3.5,GS_burst_1851,GS_burst_1851,GS_2672,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2673_1.jpg,3.5,GS_burst_1852,GS_burst_1852,GS_2673,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2673_2.jpg,3.5,GS_burst_1852,GS_burst_1852,GS_2673,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2673_3.jpg,3.5,GS_burst_1852,GS_burst_1852,GS_2673,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2673_4.jpg,3.5,GS_burst_1852,GS_burst_1852,GS_2673,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2673_5.jpg,3.5,GS_burst_1852,GS_burst_1852,GS_2673,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2673_6.jpg,3.5,GS_burst_1852,GS_burst_1852,GS_2673,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2673_7.jpg,3.5,GS_burst_1852,GS_burst_1852,GS_2673,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2673_8.jpg,3.5,GS_burst_1852,GS_burst_1852,GS_2673,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2673_9.jpg,3.5,GS_burst_1852,GS_burst_1852,GS_2673,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2674_1.jpg,3.5,GS_burst_1853,GS_burst_1853,GS_2674,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2674_2.jpg,3.5,GS_burst_1853,GS_burst_1853,GS_2674,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2674_3.jpg,3.5,GS_burst_1853,GS_burst_1853,GS_2674,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2674_4.jpg,3.5,GS_burst_1853,GS_burst_1853,GS_2674,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2674_5.jpg,3.5,GS_burst_1853,GS_burst_1853,GS_2674,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2674_6.jpg,3.5,GS_burst_1853,GS_burst_1853,GS_2674,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2674_7.jpg,3.5,GS_burst_1853,GS_burst_1853,GS_2674,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2674_8.jpg,3.5,GS_burst_1853,GS_burst_1853,GS_2674,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2675_1.jpg,4.0,GS_burst_1854,GS_burst_1854,GS_2675,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2675_10.jpg,4.0,GS_burst_1854,GS_burst_1854,GS_2675,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2675_11.jpg,4.0,GS_burst_1854,GS_burst_1854,GS_2675,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2675_12.jpg,4.0,GS_burst_1854,GS_burst_1854,GS_2675,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2675_13.jpg,4.0,GS_burst_1854,GS_burst_1854,GS_2675,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2675_2.jpg,4.0,GS_burst_1854,GS_burst_1854,GS_2675,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2675_3.jpg,4.0,GS_burst_1854,GS_burst_1854,GS_2675,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2675_4.jpg,4.0,GS_burst_1854,GS_burst_1854,GS_2675,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2675_5.jpg,4.0,GS_burst_1854,GS_burst_1854,GS_2675,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2675_6.jpg,4.0,GS_burst_1854,GS_burst_1854,GS_2675,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2675_7.jpg,4.0,GS_burst_1854,GS_burst_1854,GS_2675,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2675_8.jpg,4.0,GS_burst_1854,GS_burst_1854,GS_2675,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2675_9.jpg,4.0,GS_burst_1854,GS_burst_1854,GS_2675,GS_Gansu,train
D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.25\GS_2677_1.jpg,3.25,GS_burst_1856,GS_burst_1856,GS_2677,GS_Gansu,train
