cut_name,source_video_id,camera_id,date,time,track_id,segment_idx,sample_id,behavior_original,start_frame,end_frame,n_frames,fps,mean_bbox_w,mean_bbox_h,occluded_fraction
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22,arm01_gopro1_20200323_034430,gopro1,20200323,034430,0,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22_tr0_seg0,grazing,1,450,450,30.0,72.5,49.42,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22,arm01_gopro1_20200323_034430,gopro1,20200323,034430,1,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22_tr1_seg0,ruminating-lying,1,450,450,30.0,237.0,117.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22,arm01_gopro1_20200323_034430,gopro1,20200323,034430,2,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22_tr2_seg0,hidden,1,450,450,30.0,296.0,110.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22,arm01_gopro1_20200323_034430,gopro1,20200323,034430,3,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22_tr3_seg0,grazing,1,450,450,30.0,126.0,100.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22,arm01_gopro1_20200323_034430,gopro1,20200323,034430,4,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22_tr4_seg0,grazing,1,450,450,30.0,118.0,97.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22,arm01_gopro1_20200323_034430,gopro1,20200323,034430,5,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22_tr5_seg0,ruminating-lying,1,450,450,30.0,129.0,59.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22,arm01_gopro1_20200323_034430,gopro1,20200323,034430,6,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22_tr6_seg0,hidden,1,450,450,30.0,100.0,56.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22,arm01_gopro1_20200323_034430,gopro1,20200323,034430,7,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_22_tr7_seg0,ruminating-lying,1,450,450,30.0,85.0,36.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23,arm01_gopro1_20200323_034430,gopro1,20200323,034430,0,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23_tr0_seg0,ruminating-lying,1,430,430,30.0,234.63,99.37,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23,arm01_gopro1_20200323_034430,gopro1,20200323,034430,1,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23_tr1_seg0,grazing,1,450,450,30.0,74.55,49.86,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23,arm01_gopro1_20200323_034430,gopro1,20200323,034430,2,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23_tr2_seg0,resting-lying,1,446,446,30.0,295.38,124.32,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23,arm01_gopro1_20200323_034430,gopro1,20200323,034430,3,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23_tr3_seg0,grazing,1,450,450,30.0,158.16,104.66,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23,arm01_gopro1_20200323_034430,gopro1,20200323,034430,4,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23_tr4_seg0,grazing,1,8,8,30.0,104.38,96.38,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23,arm01_gopro1_20200323_034430,gopro1,20200323,034430,5,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23_tr5_seg0,ruminating-lying,1,121,121,30.0,203.16,71.88,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23,arm01_gopro1_20200323_034430,gopro1,20200323,034430,6,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23_tr6_seg0,hidden,1,10,10,30.0,105.7,38.4,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23,arm01_gopro1_20200323_034430,gopro1,20200323,034430,7,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23_tr7_seg0,hidden,1,164,164,30.0,115.07,60.38,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23,arm01_gopro1_20200323_034430,gopro1,20200323,034430,8,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23_tr8_seg0,none,7,7,1,30.0,158.0,98.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23,arm01_gopro1_20200323_034430,gopro1,20200323,034430,9,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23_tr9_seg0,none,162,162,1,30.0,118.0,105.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23,arm01_gopro1_20200323_034430,gopro1,20200323,034430,10,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_23_tr10_seg0,none,170,270,101,30.0,105.65,94.25,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27,arm01_gopro1_20200323_034430,gopro1,20200323,034430,0,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27_tr0_seg0,ruminating-lying,1,449,449,30.0,229.51,115.74,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27,arm01_gopro1_20200323_034430,gopro1,20200323,034430,1,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27_tr1_seg0,grazing,1,450,450,30.0,110.02,109.26,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27,arm01_gopro1_20200323_034430,gopro1,20200323,034430,2,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27_tr2_seg0,grazing,1,450,450,30.0,71.55,49.44,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27,arm01_gopro1_20200323_034430,gopro1,20200323,034430,3,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27_tr3_seg0,resting-lying,1,446,446,30.0,295.07,102.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27,arm01_gopro1_20200323_034430,gopro1,20200323,034430,4,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27_tr4_seg0,hidden,1,16,16,30.0,64.69,86.12,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27,arm01_gopro1_20200323_034430,gopro1,20200323,034430,5,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27_tr5_seg0,none,77,77,1,30.0,128.0,45.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27,arm01_gopro1_20200323_034430,gopro1,20200323,034430,6,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27_tr6_seg0,none,431,431,1,30.0,86.0,102.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27,arm01_gopro1_20200323_034430,gopro1,20200323,034430,7,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27_tr7_seg0,resting-lying,1,450,450,30.0,159.0,58.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27,arm01_gopro1_20200323_034430,gopro1,20200323,034430,8,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27_tr8_seg0,resting-lying,1,450,450,30.0,109.0,59.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27,arm01_gopro1_20200323_034430,gopro1,20200323,034430,9,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_27_tr9_seg0,resting-lying,1,450,450,30.0,100.0,33.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29,arm01_gopro1_20200323_034430,gopro1,20200323,034430,0,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29_tr0_seg0,resting-lying,1,450,450,30.0,290.82,106.39,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29,arm01_gopro1_20200323_034430,gopro1,20200323,034430,1,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29_tr1_seg0,grazing,1,450,450,30.0,77.27,51.23,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29,arm01_gopro1_20200323_034430,gopro1,20200323,034430,2,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29_tr2_seg0,grazing,1,450,450,30.0,65.25,97.69,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29,arm01_gopro1_20200323_034430,gopro1,20200323,034430,3,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29_tr3_seg0,walking,1,450,450,30.0,90.17,65.91,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29,arm01_gopro1_20200323_034430,gopro1,20200323,034430,4,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29_tr4_seg0,ruminating-lying,1,450,450,30.0,129.0,62.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29,arm01_gopro1_20200323_034430,gopro1,20200323,034430,5,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29_tr5_seg0,ruminating-lying,1,450,450,30.0,237.0,131.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29,arm01_gopro1_20200323_034430,gopro1,20200323,034430,6,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29_tr6_seg0,hidden,1,450,450,30.0,105.0,62.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29,arm01_gopro1_20200323_034430,gopro1,20200323,034430,7,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_29_tr7_seg0,hidden,1,450,450,30.0,85.0,26.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3,arm01_gopro1_20200323_034430,gopro1,20200323,034430,0,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3_tr0_seg0,grazing,1,450,450,30.0,108.6,118.82,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3,arm01_gopro1_20200323_034430,gopro1,20200323,034430,1,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3_tr1_seg0,grazing,1,450,450,30.0,71.37,46.7,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3,arm01_gopro1_20200323_034430,gopro1,20200323,034430,2,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3_tr2_seg0,resting-lying,1,450,450,30.0,239.55,102.21,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3,arm01_gopro1_20200323_034430,gopro1,20200323,034430,3,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3_tr3_seg0,resting-standing,1,450,450,30.0,184.0,303.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3,arm01_gopro1_20200323_034430,gopro1,20200323,034430,4,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3_tr4_seg0,grazing,1,450,450,30.0,73.0,93.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3,arm01_gopro1_20200323_034430,gopro1,20200323,034430,5,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3_tr5_seg0,grazing,1,450,450,30.0,85.93,129.8,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3,arm01_gopro1_20200323_034430,gopro1,20200323,034430,6,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3_tr6_seg0,hidden,1,130,130,30.0,79.81,87.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3,arm01_gopro1_20200323_034430,gopro1,20200323,034430,7,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_3_tr7_seg0,grazing,131,450,320,30.0,110.16,87.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31,arm01_gopro1_20200323_034430,gopro1,20200323,034430,0,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31_tr0_seg0,grazing,1,450,450,30.0,62.02,102.46,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31,arm01_gopro1_20200323_034430,gopro1,20200323,034430,1,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31_tr1_seg0,grazing,1,450,450,30.0,77.89,50.16,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31,arm01_gopro1_20200323_034430,gopro1,20200323,034430,2,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31_tr2_seg0,grazing,1,450,450,30.0,48.37,82.77,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31,arm01_gopro1_20200323_034430,gopro1,20200323,034430,3,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31_tr3_seg0,resting-lying,1,450,450,30.0,285.15,113.2,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31,arm01_gopro1_20200323_034430,gopro1,20200323,034430,4,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31_tr4_seg0,resting-lying,1,450,450,30.0,183.2,59.47,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31,arm01_gopro1_20200323_034430,gopro1,20200323,034430,5,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31_tr5_seg0,resting-lying,1,450,450,30.0,127.85,44.81,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31,arm01_gopro1_20200323_034430,gopro1,20200323,034430,6,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31_tr6_seg0,resting-lying,1,230,230,30.0,124.66,56.39,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31,arm01_gopro1_20200323_034430,gopro1,20200323,034430,7,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31_tr7_seg0,ruminating-lying,1,180,180,30.0,231.32,112.1,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31,arm01_gopro1_20200323_034430,gopro1,20200323,034430,8,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_31_tr8_seg0,resting-lying,181,443,263,30.0,193.68,92.63,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36,arm01_gopro1_20200323_034430,gopro1,20200323,034430,0,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36_tr0_seg0,grazing,1,450,450,30.0,69.68,51.98,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36,arm01_gopro1_20200323_034430,gopro1,20200323,034430,1,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36_tr1_seg0,grazing,1,450,450,30.0,60.86,98.05,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36,arm01_gopro1_20200323_034430,gopro1,20200323,034430,2,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36_tr2_seg0,ruminating-lying,1,450,450,30.0,242.0,119.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36,arm01_gopro1_20200323_034430,gopro1,20200323,034430,3,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36_tr3_seg0,resting-lying,1,450,450,30.0,300.0,120.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36,arm01_gopro1_20200323_034430,gopro1,20200323,034430,4,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36_tr4_seg0,resting-lying,1,450,450,30.0,100.0,53.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36,arm01_gopro1_20200323_034430,gopro1,20200323,034430,5,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36_tr5_seg0,resting-lying,1,450,450,30.0,98.0,46.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36,arm01_gopro1_20200323_034430,gopro1,20200323,034430,6,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36_tr6_seg0,resting-lying,1,450,450,30.0,113.0,50.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36,arm01_gopro1_20200323_034430,gopro1,20200323,034430,7,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_36_tr7_seg0,resting-lying,1,450,450,30.0,137.0,64.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42,arm01_gopro1_20200323_034430,gopro1,20200323,034430,0,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42_tr0_seg0,ruminating-lying,1,450,450,30.0,230.84,115.33,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42,arm01_gopro1_20200323_034430,gopro1,20200323,034430,1,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42_tr1_seg0,grazing,1,450,450,30.0,140.9,93.69,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42,arm01_gopro1_20200323_034430,gopro1,20200323,034430,2,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42_tr2_seg0,resting-lying,1,440,440,30.0,290.46,102.74,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42,arm01_gopro1_20200323_034430,gopro1,20200323,034430,3,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42_tr3_seg0,grazing,1,450,450,30.0,88.28,50.09,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42,arm01_gopro1_20200323_034430,gopro1,20200323,034430,4,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42_tr4_seg0,resting-lying,1,450,450,30.0,87.0,43.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42,arm01_gopro1_20200323_034430,gopro1,20200323,034430,5,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42_tr5_seg0,resting-lying,1,450,450,30.0,112.0,43.34,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42,arm01_gopro1_20200323_034430,gopro1,20200323,034430,6,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42_tr6_seg0,hidden,1,450,450,30.0,67.31,37.39,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42,arm01_gopro1_20200323_034430,gopro1,20200323,034430,7,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_42_tr7_seg0,ruminating-lying,1,450,450,30.0,146.0,62.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46,arm01_gopro1_20200323_034430,gopro1,20200323,034430,0,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46_tr0_seg0,resting-lying,1,450,450,30.0,78.13,55.53,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46,arm01_gopro1_20200323_034430,gopro1,20200323,034430,1,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46_tr1_seg0,grazing,1,450,450,30.0,107.86,86.06,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46,arm01_gopro1_20200323_034430,gopro1,20200323,034430,2,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46_tr2_seg0,ruminating-lying,1,450,450,30.0,241.0,127.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46,arm01_gopro1_20200323_034430,gopro1,20200323,034430,3,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46_tr3_seg0,resting-lying,1,450,450,30.0,277.0,124.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46,arm01_gopro1_20200323_034430,gopro1,20200323,034430,4,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46_tr4_seg0,resting-lying,1,450,450,30.0,84.0,51.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46,arm01_gopro1_20200323_034430,gopro1,20200323,034430,5,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46_tr5_seg0,resting-lying,1,450,450,30.0,112.0,52.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46,arm01_gopro1_20200323_034430,gopro1,20200323,034430,6,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46_tr6_seg0,resting-lying,1,450,450,30.0,104.0,43.0,0.0
0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46,arm01_gopro1_20200323_034430,gopro1,20200323,034430,7,0,cvb_0258_arm01_gopro1_20200323_034430_beh4_ani6_ins1_cut_46_tr7_seg0,resting-lying,1,450,450,30.0,160.0,65.0,0.0
0276_arm01_gopro1_20200323_230735_beh1_ani2_ins1_cut_51,arm01_gopro1_20200323_230735,gopro1,20200323,230735,0,0,cvb_0276_arm01_gopro1_20200323_230735_beh1_ani2_ins1_cut_51_tr0_seg0,grazing,1,450,450,30.0,202.24,154.29,0.0
0276_arm01_gopro1_20200323_230735_beh1_ani2_ins1_cut_51,arm01_gopro1_20200323_230735,gopro1,20200323,230735,1,0,cvb_0276_arm01_gopro1_20200323_230735_beh1_ani2_ins1_cut_51_tr1_seg0,grazing,1,450,450,30.0,64.75,65.57,0.0
0276_arm01_gopro1_20200323_230735_beh1_ani2_ins1_cut_51,arm01_gopro1_20200323_230735,gopro1,20200323,230735,2,0,cvb_0276_arm01_gopro1_20200323_230735_beh1_ani2_ins1_cut_51_tr2_seg0,grazing,1,450,450,30.0,74.39,117.06,0.0
0276_arm01_gopro1_20200323_230735_beh1_ani2_ins1_cut_51,arm01_gopro1_20200323_230735,gopro1,20200323,230735,3,0,cvb_0276_arm01_gopro1_20200323_230735_beh1_ani2_ins1_cut_51_tr3_seg0,grazing,1,424,424,30.0,102.72,131.26,0.0
0276_arm01_gopro1_20200323_230735_beh1_ani2_ins1_cut_51,arm01_gopro1_20200323_230735,gopro1,20200323,230735,4,0,cvb_0276_arm01_gopro1_20200323_230735_beh1_ani2_ins1_cut_51_tr4_seg0,grazing,1,450,450,30.0,84.04,144.59,0.0
0276_arm01_gopro1_20200323_230735_beh1_ani2_ins1_cut_51,arm01_gopro1_20200323_230735,gopro1,20200323,230735,5,0,cvb_0276_arm01_gopro1_20200323_230735_beh1_ani2_ins1_cut_51_tr5_seg0,grazing,1,450,450,30.0,125.76,102.6,0.0
0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1,arm01_gopro1_20200323_230735,gopro1,20200323,230735,0,0,cvb_0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1_tr0_seg0,grazing,1,450,450,30.0,142.31,89.01,0.0
0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1,arm01_gopro1_20200323_230735,gopro1,20200323,230735,1,0,cvb_0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1_tr1_seg0,none,1,450,450,30.0,904.23,463.25,0.0
0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1,arm01_gopro1_20200323_230735,gopro1,20200323,230735,2,0,cvb_0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1_tr2_seg0,grazing,1,450,450,30.0,75.66,98.17,0.0
0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1,arm01_gopro1_20200323_230735,gopro1,20200323,230735,3,0,cvb_0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1_tr3_seg0,grazing,1,450,450,30.0,47.14,47.17,0.0
0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1,arm01_gopro1_20200323_230735,gopro1,20200323,230735,4,0,cvb_0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1_tr4_seg0,hidden,1,450,450,30.0,112.0,104.59,0.0
0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1,arm01_gopro1_20200323_230735,gopro1,20200323,230735,5,0,cvb_0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1_tr5_seg0,grazing,1,450,450,30.0,420.89,299.06,0.0
0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1,arm01_gopro1_20200323_230735,gopro1,20200323,230735,6,0,cvb_0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1_tr6_seg0,hidden,1,65,65,30.0,251.46,213.05,0.0
0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1,arm01_gopro1_20200323_230735,gopro1,20200323,230735,7,0,cvb_0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1_tr7_seg0,grazing,66,450,385,30.0,298.51,209.85,0.0
0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1,arm01_gopro1_20200323_230735,gopro1,20200323,230735,8,0,cvb_0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1_tr8_seg0,grazing,1,110,110,30.0,195.37,242.73,0.0
0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1,arm01_gopro1_20200323_230735,gopro1,20200323,230735,9,0,cvb_0278_arm01_gopro1_20200323_230735_beh7_ani3_ins1_cut_1_tr9_seg0,hidden,111,450,340,30.0,306.93,258.0,0.0
0306_arm01_gopro1_20200323_232517_beh7_ani6_ins1_cut_3,arm01_gopro1_20200323_232517,gopro1,20200323,232517,0,0,cvb_0306_arm01_gopro1_20200323_232517_beh7_ani6_ins1_cut_3_tr0_seg0,grazing,1,449,449,30.0,178.05,274.0,0.0
0306_arm01_gopro1_20200323_232517_beh7_ani6_ins1_cut_3,arm01_gopro1_20200323_232517,gopro1,20200323,232517,1,0,cvb_0306_arm01_gopro1_20200323_232517_beh7_ani6_ins1_cut_3_tr1_seg0,grazing,1,441,441,30.0,171.17,280.04,0.0
0306_arm01_gopro1_20200323_232517_beh7_ani6_ins1_cut_3,arm01_gopro1_20200323_232517,gopro1,20200323,232517,2,0,cvb_0306_arm01_gopro1_20200323_232517_beh7_ani6_ins1_cut_3_tr2_seg0,grazing,1,450,450,30.0,95.46,61.47,0.0
