clean_id,class,source_clean_path,crop_path,duplicate_group_id,source_sha256,source_url,source_domain,detection_status,detection_count,selected_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,bbox_margin_rule,source_width,source_height,crop_width,crop_height,source_file_size_bytes,crop_file_size_bytes,split
front_0218,front,datasets/viewpoint/self_clean_v1/front/front_0218.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0218.jpg,dup_0219,01da9d6ef1255fcfa34601e878fc1d49fc0f71890dbbaff1a3c499c1aa27ed7f,https://www.pexels.com/photo/white-and-brown-cow-grazing-on-pasture-18291892/,www.pexels.com,success,1,0.9551,857.47,1643.21,3230.67,4720.9,739,1489,3349,4875,proportional_5pct,3456,5184,2610,3386,1696797,2494967,train
front_0219,front,datasets/viewpoint/self_clean_v1/front/front_0219.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0219.jpg,dup_0220,0756a7e87b0536e620ce192602b32a24d05250f217b203ec1863fb929a7c972f,https://www.pexels.com/photo/holstein-cow-grazing-in-almelo-pasture-38084647/,www.pexels.com,success,1,0.9736,255.89,75.34,2998.39,3957.43,119,0,3136,4152,proportional_5pct,3456,5184,3017,4152,2036807,2575986,train
front_0227,front,datasets/viewpoint/self_clean_v1/front/front_0227.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0227.jpg,dup_0227,e9a205c4c8173863e4a7928a44d1d53bdc459c196dfd1b59a59995f7563d2ba0,https://www.pexels.com/photo/cows-standing-on-green-grass-field-10532350/,www.pexels.com,success,3,0.9664,1307.68,2409.08,3434.41,5847.83,1201,2237,3541,6000,proportional_5pct,4000,6000,2340,3763,3724218,3672908,train
front_0228,front,datasets/viewpoint/self_clean_v1/front/front_0228.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0228.jpg,dup_0228,821d319a05015eee5c7a060bee37e7e29865665fdc298543f99543a6eac09ae0,https://www.pexels.com/photo/brown-cow-in-bavarian-oberstdorf-pasture-32488125/,www.pexels.com,success,1,0.9715,381.45,1009.59,3098.59,5765.74,246,772,3234,6000,proportional_5pct,4000,6000,2988,5228,2382937,4193840,train
front_0229,front,datasets/viewpoint/self_clean_v1/front/front_0229.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0229.jpg,dup_0229,1165a630f811c325d19714f0ce508b0075a61c33cec229eaa6a391994cf08d65,https://www.pexels.com/photo/a-cow-standing-on-a-hillside-with-a-mountain-in-the-background-27579612/,www.pexels.com,success,1,0.9703,885.85,3153.08,2737.84,5938.99,793,3014,2830,6000,proportional_5pct,4000,6000,2037,2986,2564480,2547229,train
front_0231,front,datasets/viewpoint/self_clean_v1/front/front_0231.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0231.jpg,dup_0231,516e933a22c1a2b67c7a6c12088c227f9c51fbbed918ddd493b69de6f228adff,https://www.pexels.com/photo/cow-in-scenic-mountain-landscape-pathway-33483503/,www.pexels.com,success,1,0.9716,754.56,1942.37,3262.66,5964.79,629,1741,3388,6000,proportional_5pct,4000,6000,2759,4259,3396295,4412596,train
front_0232,front,datasets/viewpoint/self_clean_v1/front/front_0232.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0232.jpg,dup_0232,ff16700655f85fbf73bb525c06ad049131707ad3ea3d1b6085fdfd25ed439705,https://www.pexels.com/photo/majestic-cow-in-bavarian-alps-meadow-37968742/,www.pexels.com,success,7,0.9668,522.2,525.34,3056.31,4737.82,395,315,3183,4948,proportional_5pct,3867,5801,2788,4633,1592582,2803014,train
front_0233,front,datasets/viewpoint/self_clean_v1/front/front_0233.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0233.jpg,dup_0233,285721da32023389672b0518e3182632c70239738ae489d75a15b6992871f41c,https://www.pexels.com/photo/brown-cattle-on-a-grass-field-5947760/,www.pexels.com,success,1,0.9486,1162.99,272.54,2597.39,2488.6,1091,162,2669,2599,proportional_5pct,4134,2759,1578,2437,1003781,931565,train
front_0234,front,datasets/viewpoint/self_clean_v1/front/front_0234.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0234.jpg,dup_0234,ae6dae38be56430f3012e3ac5789c5358a7eb8cea535bafce830bc072e841b8a,https://www.pexels.com/photo/brown-cow-on-the-field-6553453/,www.pexels.com,success,1,0.9749,588.26,678.33,2381.42,3973.37,499,514,2471,4138,proportional_5pct,2848,4272,1972,3624,1251422,1958801,train
front_0235,front,datasets/viewpoint/self_clean_v1/front/front_0235.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0235.jpg,dup_0235,942e9a6c3f5c6a2212f3dd5d9ecf67551a1cfcdfa1ce2288cbc2e97b6718d692,https://www.pexels.com/photo/grazing-cows-in-hinterstoder-austrian-alps-34115594/,www.pexels.com,success,2,0.8368,348.2,909.47,1564.43,2546.37,287,828,1625,2628,proportional_5pct,1806,2709,1338,1800,880997,1074206,train
front_0236,front,datasets/viewpoint/self_clean_v1/front/front_0236.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0236.jpg,dup_0236,ba831a6eab37667266af6ab14d6b2ed1e6597b5316d0c8f6215ceb31f0a16b2b,https://www.pexels.com/photo/close-up-portrait-of-a-cow-in-mountainous-landscape-38902165/,www.pexels.com,success,2,0.9725,826.1,1690.31,3994.7,5963.57,668,1477,4000,6000,proportional_5pct,4000,6000,3332,4523,3068441,4939661,train
front_0237,front,datasets/viewpoint/self_clean_v1/front/front_0237.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0237.jpg,dup_0237,41bb05a4a42405343388519d593ebf854e10661de9ea66b62650829bc1f9d7e4,https://www.pexels.com/photo/majestic-cows-grazing-in-mountainous-terrain-38902181/,www.pexels.com,success,2,0.9577,395.79,1864.69,3290.83,5945.48,251,1661,3436,6000,proportional_5pct,4000,6000,3185,4339,3552878,4893458,train
front_0238,front,datasets/viewpoint/self_clean_v1/front/front_0238.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0238.jpg,dup_0238,ca0bede1dad6648ee1911ef5b12f2eb456850a020c4d13f1cff7001206db02ca,https://www.pexels.com/photo/majestic-white-cow-in-mountainous-landscape-38902169/,www.pexels.com,success,2,0.9624,11.62,1427.86,3974.86,5971.32,0,1201,4000,6000,proportional_5pct,4000,6000,4000,4799,3073144,5517148,train
front_0240,front,datasets/viewpoint/self_clean_v1/front/front_0240.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0240.jpg,dup_0240,1248f824d9c49e12af5072dd43ff8aa9272fb856ecb633ae951b1b3ccfcdbd3a,https://www.pexels.com/photo/cows-on-mud-near-green-grass-field-13340337/,www.pexels.com,success,10,0.9693,1690.84,412.13,3933.34,3615.22,1579,252,4045,3648,proportional_5pct,5472,3648,2466,3396,2092460,2329949,train
front_0243,front,datasets/viewpoint/self_clean_v1/front/front_0243.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0243.jpg,dup_0243,c413ff66532bea267af1942de7ba6e84b693546961913d8bcc54289bd0856de0,https://www.pexels.com/photo/close-up-portrait-of-a-cow-in-a-field-38629925/,www.pexels.com,success,1,0.9713,703.13,279.67,2205.97,1918.13,628,198,2281,1931,proportional_5pct,2897,1931,1653,1733,352201,588844,train
front_0244,front,datasets/viewpoint/self_clean_v1/front/front_0244.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0244.jpg,dup_0267,4b973c3fd2b9c70901e7daca63f5b7e03d889f7fffb897601225b25d6937dd6c,https://www.pexels.com/photo/cow-grazing-in-field-in-mountain-landscape-9325333/,www.pexels.com,success,1,0.9625,649.25,2375.71,2745.01,3918.62,544,2299,2850,3996,proportional_5pct,3498,4372,2306,1697,2488318,1649183,train
front_0245,front,datasets/viewpoint/self_clean_v1/front/front_0245.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0245.jpg,dup_0268,4b9e1869412ef43a3e309727e3d259e675ad420790fe8811d04a242f4f51fc2a,https://www.pexels.com/photo/brown-and-white-cow-grazing-in-a-pasture-38336842/,www.pexels.com,success,1,0.9698,1428.29,507.14,3952.27,3292.4,1302,368,4078,3432,proportional_5pct,6000,4000,2776,3064,3624882,2760668,train
front_0246,front,datasets/viewpoint/self_clean_v1/front/front_0246.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0246.jpg,dup_0269,3385fdbff0a4eec21c21cbf3b716961d312d90a468e1d81ff024ec2f80886cac,https://www.pexels.com/photo/cow-in-enclosure-19826912/,www.pexels.com,success,6,0.9681,1380.55,886.91,3666.29,2942.0,1266,784,3781,3032,proportional_5pct,5184,3032,2515,2248,2175031,2178165,train
front_0247,front,datasets/viewpoint/self_clean_v1/front/front_0247.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0247.jpg,dup_0270,875a66acdfa04a58d990cec4f5ea00fa831bee36af4fa6699392166bafbd59db,https://www.pexels.com/photo/cow-on-pasture-16682142/,www.pexels.com,success,1,0.9604,1608.38,775.73,3735.76,2151.34,1502,707,3842,2220,proportional_5pct,5023,4000,2340,1513,3968125,1348533,train
front_0248,front,datasets/viewpoint/self_clean_v1/front/front_0248.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0248.jpg,dup_0271,6e8de3c17699f7ee3512157b4ddcd04d9f13247508b80474805473c69c4603b5,https://www.pexels.com/photo/cow-eating-grass-16945050/,www.pexels.com,success,1,0.9599,2422.31,969.86,4422.17,3144.82,2322,861,4522,3254,proportional_5pct,6240,4160,2200,2393,2652742,1602305,train
front_0249,front,datasets/viewpoint/self_clean_v1/front/front_0249.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0249.jpg,dup_0272,5e64a4fd3dfb05226b87cdad40799cc23b8f1d4a14e325d87774467564435145,https://www.pexels.com/photo/peaceful-cows-grazing-in-czech-pasture-31254675/,www.pexels.com,success,6,0.9681,2574.28,1071.94,5052.13,3441.65,2450,953,5176,3560,proportional_5pct,6960,3904,2726,2607,3002319,2121776,train
front_0251,front,datasets/viewpoint/self_clean_v1/front/front_0251.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0251.jpg,dup_0274,4c5e1a59a69cbc2783bbacc25cf66dade8ba497803557fc2f903681f516c1e17,https://www.pexels.com/photo/white-cow-grazing-on-mountain-slope-34730896/,www.pexels.com,success,1,0.9624,2656.17,926.81,4239.88,1866.4,2577,880,4319,1913,proportional_5pct,5184,3456,1742,1033,2442566,400260,train
front_0252,front,datasets/viewpoint/self_clean_v1/front/front_0252.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0252.jpg,dup_0275,24dfc217e7ca2de3166fd1725e89a857292b6ed42070ea6bca2d455dd50cec77,https://www.pexels.com/photo/charolais-cows-grazing-in-sunny-pasture-28949552/,www.pexels.com,success,11,0.9722,877.24,3360.4,3903.69,6145.78,726,3221,4055,6285,proportional_5pct,4672,7008,3329,3064,4080205,3430476,train
front_0253,front,datasets/viewpoint/self_clean_v1/front/front_0253.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0253.jpg,dup_0276,e908108ea6cb32b916e93a8369ef86ec396422a5b97e7046e6160a89d2a7f620,https://www.pexels.com/photo/scenic-alpine-pasture-with-cows-and-blue-sky-34730897/,www.pexels.com,success,4,0.9732,705.22,1158.19,2853.49,3005.64,598,1066,2961,3098,proportional_5pct,4624,3468,2363,2032,3403470,2464008,train
front_0255,front,datasets/viewpoint/self_clean_v1/front/front_0255.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0255.jpg,dup_0278,5f5e5aad8ea7b01652d0056d8971a7132b115c029645b04af36efc0c72692504,https://www.pexels.com/photo/pregnant-cow-on-pasture-18635539/,www.pexels.com,success,2,0.9677,621.06,672.02,4439.53,3142.34,430,549,4630,3266,proportional_5pct,5616,3744,4200,2717,3138406,4481595,train
front_0256,front,datasets/viewpoint/self_clean_v1/front/front_0256.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0256.jpg,dup_0279,96142ee242dc9a077a6faae7678e2774e045ab5f31a9f516f6779cd4a87b4648,https://www.pexels.com/photo/brown-and-white-cow-grazing-in-autumn-field-34582680/,www.pexels.com,success,1,0.9689,2354.71,1448.14,4384.64,3786.25,2253,1331,4486,3903,proportional_5pct,6240,4160,2233,2572,2963144,1769541,train
front_0257,front,datasets/viewpoint/self_clean_v1/front/front_0257.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0257.jpg,dup_0280,27052fbca8bbf3a019fe69db65bcdb66a07181abc2c98328ccd376098569d9f0,https://www.pexels.com/photo/majestic-indian-cow-on-vibrant-steps-outdoors-29900567/,www.pexels.com,success,1,0.9713,985.3,2742.12,3709.2,6264.68,849,2566,3845,6441,proportional_5pct,5304,7952,2996,3875,4005400,2760019,train
front_0258,front,datasets/viewpoint/self_clean_v1/front/front_0258.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0258.jpg,dup_0281,9e77db0264248b58c121e5caf5db08adc74a6a359fd31587512b48a85a9e854d,https://www.pexels.com/photo/hereford-cattle-on-green-grass-field-12029896/,www.pexels.com,success,1,0.9585,2750.29,1799.44,4720.26,3647.71,2652,1707,4819,3740,proportional_5pct,8192,5464,2167,2033,9877212,2177582,train
front_0259,front,datasets/viewpoint/self_clean_v1/front/front_0259.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0259.jpg,dup_0282,f89ef4deee187804957df328c81b5dd4953b520510d5721f42dc22e8c852a2d1,https://www.pexels.com/photo/a-calf-walking-on-grass-8374800/,www.pexels.com,success,1,0.9606,172.31,1131.65,2842.74,3286.95,39,1024,2976,3395,proportional_5pct,3264,4080,2937,2371,877672,1105660,train
front_0260,front,datasets/viewpoint/self_clean_v1/front/front_0260.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0260.jpg,dup_0283,0fdd9cb12881549551af7c13e698ba3271da6356c722c8e45ceea1b3c7844cfa,https://www.pexels.com/photo/cattle-in-summer-20160396/,www.pexels.com,success,7,0.9653,680.63,1778.91,2032.04,3056.2,613,1715,2100,3120,proportional_5pct,5333,3999,1487,1405,3954827,968262,train
front_0262,front,datasets/viewpoint/self_clean_v1/front/front_0262.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0262.jpg,dup_0285,47ec7d9f2d5dc98fcd55151c962908acec62856f57a64317f103e4d83f372146,https://www.pexels.com/photo/a-cow-standing-in-the-tall-grass-10751509/,www.pexels.com,success,2,0.9535,893.44,2444.98,3350.47,4905.33,771,2322,3473,5028,proportional_5pct,4000,6000,2702,2706,4316894,3283556,train
front_0264,front,datasets/viewpoint/self_clean_v1/front/front_0264.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0264.jpg,dup_0287,d323a1770c73acd8ed1492e53c08b95ed69b90e365e1cb7d586286601005af47,https://www.pexels.com/photo/brown-cow-on-brown-grass-field-4618582/,www.pexels.com,success,2,0.9465,611.09,1578.75,1308.66,2221.33,576,1547,1344,2253,proportional_5pct,2366,3154,768,706,1376030,272692,train
front_0265,front,datasets/viewpoint/self_clean_v1/front/front_0265.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0265.jpg,dup_0288,2cbe67ec97fe64a6b6b9da1408cf40fd6ea33c1ad2ab4c61ea2019e49cf21538,https://www.pexels.com/photo/a-cow-standing-in-a-dirt-field-with-a-stick-in-its-mouth-27661945/,www.pexels.com,success,2,0.9664,397.31,897.35,3775.85,5305.51,228,677,3945,5526,proportional_5pct,4000,6000,3717,4849,1792812,3580282,train
front_0266,front,datasets/viewpoint/self_clean_v1/front/front_0266.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0266.jpg,dup_0290,4db5dd998d629275997737a72536e1494c04fb2f43e401522cb2b64f508b7e6b,https://www.pexels.com/photo/adorable-calf-grazing-in-lush-green-meadow-31586191/,www.pexels.com,success,1,0.9725,1206.85,392.01,4081.91,3859.04,1063,219,4226,4032,proportional_5pct,6240,4160,3163,3813,2751579,2944046,train
front_0267,front,datasets/viewpoint/self_clean_v1/front/front_0267.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0267.jpg,dup_0291,06bcaff7956cb8b49071f733e882af91e1bc4c95f6f6af30227e470ba6053f43,https://www.pexels.com/photo/white-brown-cow-234791/,www.pexels.com,success,1,0.9619,1303.39,921.68,4016.23,3037.17,1168,816,4152,3143,proportional_5pct,5472,3648,2984,2327,3713956,2378424,train
front_0268,front,datasets/viewpoint/self_clean_v1/front/front_0268.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0268.jpg,dup_0292,316fbaa621da1477281cb568d012e6e091c3b2d09550456fdbd3f543fe6fb381,https://www.pexels.com/photo/a-cow-on-a-field-12128120/,www.pexels.com,success,1,0.9701,894.64,319.35,4677.11,3587.37,706,156,4866,3751,proportional_5pct,6000,4000,4160,3595,4823048,6496617,train
front_0269,front,datasets/viewpoint/self_clean_v1/front/front_0269.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0269.jpg,dup_0293,b59215d6297af53914d07cb756b82be80b4817ec09537cb2908131797bfc5e39,https://www.pexels.com/photo/white-and-brown-cow-on-green-grass-field-under-cloudy-sky-10848123/,www.pexels.com,success,2,0.9666,1313.63,559.39,3546.36,2364.7,1202,469,3658,2455,proportional_5pct,4896,2760,2456,1986,2326726,1950389,train
front_0272,front,datasets/viewpoint/self_clean_v1/front/front_0272.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0272.jpg,dup_0296,3d0d416d42c7c859cd8ed8c82840376acceafe612b55cb7991aa1e603be29b43,https://www.pexels.com/photo/a-cow-on-the-grass-12294835/,www.pexels.com,success,5,0.9694,4.83,1200.75,3438.41,3569.68,0,1082,3610,3600,proportional_5pct,5372,3600,3610,2518,2165852,2309775,train
front_0273,front,datasets/viewpoint/self_clean_v1/front/front_0273.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0273.jpg,dup_0297,c72cbe6b7b854b672813c35a8b116e7fd8fdd13a14716c2e07b47f8477d9a4b6,https://www.pexels.com/photo/breton-black-pie-cattle-on-a-field-5014344/,www.pexels.com,success,1,0.9661,1.57,1049.43,2637.66,3899.22,0,907,2769,4042,proportional_5pct,3406,5117,2769,3135,2000705,2107310,train
front_0278,front,datasets/viewpoint/self_clean_v1/front/front_0278.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0278.jpg,dup_0302,e09c042e3eaa8204f51d601dd6d1cb63d9b53164f4df1dc68dfc85c68c9b7f0d,https://www.pexels.com/photo/cow-under-roof-on-farm-20205007/,www.pexels.com,success,2,0.9656,123.42,2182.15,2884.54,4954.07,0,2044,3023,5093,proportional_5pct,4000,6000,3023,3049,2971279,2100452,train
front_0281,front,datasets/viewpoint/self_clean_v1/front/front_0281.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0281.jpg,dup_0305,8b0ea06f9b1e5723532dd2cf7dc4d49c8cad2d1266e25d577c967b65e637516e,https://www.pexels.com/photo/cattle-grazing-in-scenic-county-galway-pasture-39031841/,www.pexels.com,success,14,0.9559,582.79,1610.48,2119.24,3787.04,506,1502,2196,3896,proportional_5pct,3120,4759,1690,2394,3676057,2301306,train
front_0283,front,datasets/viewpoint/self_clean_v1/front/front_0283.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0283.jpg,dup_0307,94b25e534946885af45ac5cfd78569d388a01f2644e5bfc5264d78a631d111c8,https://www.pexels.com/photo/guzerat-cattle-in-summer-19957978/,www.pexels.com,success,2,0.9659,1408.7,1022.07,3453.74,2928.58,1306,927,3556,3024,proportional_5pct,4896,3264,2250,2097,2694921,1708111,train
front_0284,front,datasets/viewpoint/self_clean_v1/front/front_0284.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0284.jpg,dup_0308,25ced00c19f2489a3260b2d950828e31b2a88fadc17120afe9dab4c28f04a97d,https://www.pexels.com/photo/brown-cow-grazing-in-rural-farm-field-37744862/,www.pexels.com,success,1,0.9534,2404.61,1615.55,4093.19,2916.87,2320,1550,4178,2982,proportional_5pct,6192,4128,1858,1432,4359768,1086683,train
front_0286,front,datasets/viewpoint/self_clean_v1/front/front_0286.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0286.jpg,dup_0310,8dba05bf3246ffb11461deb6e0a2919a350ef4a215c2476f112960c75ba069e3,https://www.pexels.com/photo/cow-in-green-pasture-field-8605978/,www.pexels.com,success,1,0.9688,620.1,755.68,3755.23,2857.53,463,651,3912,2963,proportional_5pct,4831,3221,3449,2312,2482987,3090985,train
front_0287,front,datasets/viewpoint/self_clean_v1/front/front_0287.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0287.jpg,dup_0311,e0b78eee852606e325bba721374d92b519c36a83144fd80714339a3f371832b2,https://www.pexels.com/photo/holstein-cow-grazing-in-mountain-landscape-35011991/,www.pexels.com,success,1,0.9632,1043.32,2079.98,2710.49,4215.65,960,1973,2794,4322,proportional_5pct,4000,6000,1834,2349,3179479,1201633,train
front_0288,front,datasets/viewpoint/self_clean_v1/front/front_0288.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0288.jpg,dup_0312,1f5ade881e4eed54a7052293d8965efb8acc001c0feb320e7d537901d071ac69,https://www.pexels.com/photo/serene-winter-landscape-with-grazing-cows-in-bourgogne-30108398/,www.pexels.com,success,3,0.9655,987.72,2116.47,2000.61,3001.32,937,2072,2051,3046,proportional_5pct,2400,4240,1114,974,1435742,405396,train
front_0289,front,datasets/viewpoint/self_clean_v1/front/front_0289.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0289.jpg,dup_0313,a73fb38c3ae663616983d98e5c1abf20eff4750743624df9e37cb356ea47e06b,https://www.pexels.com/photo/cow-standing-in-a-pasture-9271370/,www.pexels.com,success,1,0.9634,1175.06,3059.86,2797.39,4899.21,1094,2968,2879,4991,proportional_5pct,4000,6000,1785,2023,2893793,1019893,train
front_0291,front,datasets/viewpoint/self_clean_v1/front/front_0291.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0291.jpg,dup_0315,f42575ba21b5e2af5030f46afbc1df573e696e3ff21dddc5c1a7472fe2198e6c,https://www.pexels.com/photo/spotted-cow-standing-on-rural-dirt-road-39600100/,www.pexels.com,success,1,0.9716,239.28,840.56,2828.08,3869.03,110,689,2958,4020,proportional_5pct,3282,4923,2848,3331,2426677,2965895,train
front_0292,front,datasets/viewpoint/self_clean_v1/front/front_0292.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0292.jpg,dup_0316,86638ed5314f5c621f347328dd44c0b71fe2be67ae205beb7ff4280c005a2350,https://www.pexels.com/photo/cow-grazing-in-summer-rural-scenery-18540352/,www.pexels.com,success,1,0.9594,1249.56,2477.09,2541.54,3916.81,1185,2405,2606,3989,proportional_5pct,3744,5616,1421,1584,2276719,902515,train
front_0293,front,datasets/viewpoint/self_clean_v1/front/front_0293.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0293.jpg,dup_0317,e4a6ac29f60a579acffcafe193c117dc6eceb619e075b79dd680d0fdb54c8fb9,https://www.pexels.com/photo/grazing-cow-in-sunny-countryside-field-29222442/,www.pexels.com,success,1,0.962,341.27,2763.88,2583.48,5021.96,229,2651,2696,5135,proportional_5pct,4000,6000,2467,2484,4149914,2996673,train
front_0295,front,datasets/viewpoint/self_clean_v1/front/front_0295.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0295.jpg,dup_0319,c188fb08f081fb55347642f4b97cf06d3be805130cf3912cf71dacc4ed1caf6b,https://www.pexels.com/photo/brown-and-white-cow-on-brown-field-5223576/,www.pexels.com,success,2,0.964,486.8,1617.79,1495.84,2625.36,436,1567,1546,2676,proportional_5pct,2489,3718,1110,1109,1188035,445500,train
front_0296,front,datasets/viewpoint/self_clean_v1/front/front_0296.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0296.jpg,dup_0320,2f94fea12b8c5e9bd51a1282525977fdabb61eeb91f7576e4ef308f2dafeb43f,https://www.pexels.com/photo/brown-and-white-cow-grazing-in-lush-green-pasture-29789457/,www.pexels.com,success,4,0.9621,1264.95,3005.09,2804.82,4327.51,1188,2939,2882,4394,proportional_5pct,3710,5565,1694,1455,3787921,1050886,train
front_0297,front,datasets/viewpoint/self_clean_v1/front/front_0297.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0297.jpg,dup_0321,a693fd623f729289c84d3378b39cf1f81f87a81741373b4cfc2846e9782faf18,https://www.pexels.com/photo/young-cow-grazing-at-ipora-farm-in-brazil-34596812/,www.pexels.com,success,1,0.971,871.21,2832.95,3087.4,5488.85,760,2700,3198,5622,proportional_5pct,4000,6000,2438,2922,2919418,2166619,train
front_0299,front,datasets/viewpoint/self_clean_v1/front/front_0299.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0299.jpg,dup_0323,0be68f6cc6bc8a65ee6fb4837b50cd5818454a77f9b4aef52147ca8f3e1883c5,https://www.pexels.com/photo/cows-grazing-in-the-italian-dolomites-39618566/,www.pexels.com,success,2,0.9638,1237.9,1088.34,2869.64,2386.95,1156,1023,2951,2452,proportional_5pct,4896,3264,1795,1429,2650183,1047541,train
front_0300,front,datasets/viewpoint/self_clean_v1/front/front_0300.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0300.jpg,dup_0324,112723ed41c7aed257ca614f6e717aeda7a6da77b7a4d52a17444d0ac20799ed,https://www.pexels.com/photo/white-horned-cow-in-qaleh-rudkhan-pasture-30457264/,www.pexels.com,success,1,0.9655,49.79,450.08,2965.66,4075.82,0,269,3111,4257,proportional_5pct,4000,6000,3111,3988,2633632,3404505,train
front_0302,front,datasets/viewpoint/self_clean_v1/front/front_0302.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0302.jpg,dup_0326,67702e0f45e31910b28e5d9559fc569650de6644f4960f945e1ddbdc3fb92f26,https://www.pexels.com/photo/cows-grazing-in-an-urban-field-landscape-32254006/,www.pexels.com,success,2,0.9557,1425.0,2236.41,2229.94,3090.45,1385,2194,2270,3133,proportional_5pct,3000,4000,885,939,1594845,288595,train
front_0303,front,datasets/viewpoint/self_clean_v1/front/front_0303.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0303.jpg,dup_0327,041270af04deff0f9fda331f68178ed425216954c35a8d7165233331204d8c7f,https://www.pexels.com/photo/a-black-cow-standing-on-a-grassy-hill-27498062/,www.pexels.com,success,1,0.9485,800.82,3513.81,3056.74,5037.0,688,3438,3170,5113,proportional_5pct,3655,5494,2482,1675,1394074,1270316,train
front_0304,front,datasets/viewpoint/self_clean_v1/front/front_0304.jpg,datasets/viewpoint/self_clean_v1_rtdetr_crop/front/front_0304.jpg,dup_0328,00091e99fd04039babe87f406f3744a45cf4bebe943eeba65c8e7c58974a0d67,https://www.pexels.com/photo/brown-cow-grazing-in-the-austrian-alps-36506252/,www.pexels.com,success,1,0.9652,1516.35,829.51,3878.74,2969.52,1398,723,3997,3077,proportional_5pct,6000,4000,2599,2354,1587984,1745597,train
