sample_id,dataset,dataset_role,image_path,mask_path,category_or_subset,burst_or_session,metadata
sample_0080,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.0\GS_2286_8.jpg,,BCS_4.0,GS_burst_1423,"{""bcs_label"": 4.0, ""burst_group_id"": ""GS_burst_1423"", ""original_passage_id"": ""GS_2286"", ""farm_source"": ""GS_Gansu""}"
sample_0081,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_500_2.jpg,,BCS_4.25,GS_burst_2786,"{""bcs_label"": 4.25, ""burst_group_id"": ""GS_burst_2786"", ""original_passage_id"": ""GS_500"", ""farm_source"": ""GS_Gansu""}"
sample_0082,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\YM_1144_8.jpg,,BCS_4.25,YM_burst_0163,"{""bcs_label"": 4.25, ""burst_group_id"": ""YM_burst_0163"", ""original_passage_id"": ""YM_1144"", ""farm_source"": ""YM_Farm2""}"
sample_0083,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2916_4.jpg,,BCS_4.25,GS_burst_2122,"{""bcs_label"": 4.25, ""burst_group_id"": ""GS_burst_2122"", ""original_passage_id"": ""GS_2916"", ""farm_source"": ""GS_Gansu""}"
sample_0084,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\YM_682_4.jpg,,BCS_4.25,YM_burst_1703,"{""bcs_label"": 4.25, ""burst_group_id"": ""YM_burst_1703"", ""original_passage_id"": ""YM_682"", ""farm_source"": ""YM_Farm2""}"
sample_0085,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\YM_1201_1.jpg,,BCS_4.25,YM_burst_0227,"{""bcs_label"": 4.25, ""burst_group_id"": ""YM_burst_0227"", ""original_passage_id"": ""YM_1201"", ""farm_source"": ""YM_Farm2""}"
sample_0086,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_801_2.jpg,,BCS_4.25,GS_burst_3120,"{""bcs_label"": 4.25, ""burst_group_id"": ""GS_burst_3120"", ""original_passage_id"": ""GS_801"", ""farm_source"": ""GS_Gansu""}"
sample_0087,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_303_5.jpg,,BCS_4.25,GS_burst_2249,"{""bcs_label"": 4.25, ""burst_group_id"": ""GS_burst_2249"", ""original_passage_id"": ""GS_303"", ""farm_source"": ""GS_Gansu""}"
sample_0088,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_144_1.jpg,,BCS_4.25,GS_burst_0491,"{""bcs_label"": 4.25, ""burst_group_id"": ""GS_burst_0491"", ""original_passage_id"": ""GS_144"", ""farm_source"": ""GS_Gansu""}"
sample_0089,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_3033_8.jpg,,BCS_4.25,GS_burst_2253,"{""bcs_label"": 4.25, ""burst_group_id"": ""GS_burst_2253"", ""original_passage_id"": ""GS_3033"", ""farm_source"": ""GS_Gansu""}"
sample_0090,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\L-i414.jpg,,BCS_4.25,STEREO_burst_0004,"{""bcs_label"": 4.25, ""burst_group_id"": ""STEREO_burst_0004"", ""original_passage_id"": ""STEREO_blk_004"", ""farm_source"": ""STEREO_Farm3""}"
sample_0091,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_1603_1.jpg,,BCS_4.25,GS_burst_0673,"{""bcs_label"": 4.25, ""burst_group_id"": ""GS_burst_0673"", ""original_passage_id"": ""GS_1603"", ""farm_source"": ""GS_Gansu""}"
sample_0092,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2473_1.jpg,,BCS_4.25,GS_burst_1630,"{""bcs_label"": 4.25, ""burst_group_id"": ""GS_burst_1630"", ""original_passage_id"": ""GS_2473"", ""farm_source"": ""GS_Gansu""}"
sample_0093,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\YM_13_2.jpg,,BCS_4.25,YM_burst_0334,"{""bcs_label"": 4.25, ""burst_group_id"": ""YM_burst_0334"", ""original_passage_id"": ""YM_13"", ""farm_source"": ""YM_Farm2""}"
sample_0094,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\YM_246_1.jpg,,BCS_4.25,YM_burst_1219,"{""bcs_label"": 4.25, ""burst_group_id"": ""YM_burst_1219"", ""original_passage_id"": ""YM_246"", ""farm_source"": ""YM_Farm2""}"
sample_0095,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_3165_1.jpg,,BCS_4.25,GS_burst_2399,"{""bcs_label"": 4.25, ""burst_group_id"": ""GS_burst_2399"", ""original_passage_id"": ""GS_3165"", ""farm_source"": ""GS_Gansu""}"
sample_0096,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\YM_815_2.jpg,,BCS_4.25,YM_burst_1851,"{""bcs_label"": 4.25, ""burst_group_id"": ""YM_burst_1851"", ""original_passage_id"": ""YM_815"", ""farm_source"": ""YM_Farm2""}"
sample_0097,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_1445_1.jpg,,BCS_4.25,GS_burst_0497,"{""bcs_label"": 4.25, ""burst_group_id"": ""GS_burst_0497"", ""original_passage_id"": ""GS_1445"", ""farm_source"": ""GS_Gansu""}"
sample_0098,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2602_4.jpg,,BCS_4.25,GS_burst_1774,"{""bcs_label"": 4.25, ""burst_group_id"": ""GS_burst_1774"", ""original_passage_id"": ""GS_2602"", ""farm_source"": ""GS_Gansu""}"
sample_0099,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_1119_2.jpg,,BCS_4.25,GS_burst_0135,"{""bcs_label"": 4.25, ""burst_group_id"": ""GS_burst_0135"", ""original_passage_id"": ""GS_1119"", ""farm_source"": ""GS_Gansu""}"
sample_0100,ScienceDB,BCS (Primary),D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\YM_723_8.jpg,,BCS_4.25,YM_burst_1749,"{""bcs_label"": 4.25, ""burst_group_id"": ""YM_burst_1749"", ""original_passage_id"": ""YM_723"", ""farm_source"": ""YM_Farm2""}"
sample_0101,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690305476_12-17-56_2_2.jpg,,Behavior_Lying,cow_2_cam_2,"{""behavior"": ""Lying"", ""cow_id"": 2, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T17:17:56Z""}"
sample_0102,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690315496_15-04-56_3_2.jpg,,Behavior_Lying,cow_3_cam_2,"{""behavior"": ""Lying"", ""cow_id"": 3, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T20:04:56Z""}"
sample_0103,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690294961_09-22-41_13_1.jpg,,Behavior_Lying,cow_13_cam_1,"{""behavior"": ""Lying"", ""cow_id"": 13, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T14:22:41Z""}"
sample_0104,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690310816_13-46-56_1_4.jpg,,Behavior_Lying,cow_1_cam_4,"{""behavior"": ""Lying"", ""cow_id"": 1, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T18:46:56Z""}"
sample_0105,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690344881_23-14-41_6_3.jpg,,Behavior_Lying,cow_6_cam_3,"{""behavior"": ""Lying"", ""cow_id"": 6, ""camera_id"": 3, ""timestamp_iso"": ""2023-07-26T04:14:41Z""}"
sample_0106,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690330451_19-14-11_3_3.jpg,,Behavior_Lying,cow_3_cam_3,"{""behavior"": ""Lying"", ""cow_id"": 3, ""camera_id"": 3, ""timestamp_iso"": ""2023-07-26T00:14:11Z""}"
sample_0107,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690345676_23-27-56_4_2.jpg,,Behavior_Lying,cow_4_cam_2,"{""behavior"": ""Lying"", ""cow_id"": 4, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-26T04:27:56Z""}"
sample_0108,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690284566_06-29-26_9_4.jpg,,Behavior_Lying,cow_9_cam_4,"{""behavior"": ""Lying"", ""cow_id"": 9, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T11:29:26Z""}"
sample_0109,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690283996_06-19-56_2_4.jpg,,Behavior_Lying,cow_2_cam_4,"{""behavior"": ""Lying"", ""cow_id"": 2, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T11:19:56Z""}"
sample_0110,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690299986_10-46-26_3_3.jpg,,Behavior_Lying,cow_3_cam_3,"{""behavior"": ""Lying"", ""cow_id"": 3, ""camera_id"": 3, ""timestamp_iso"": ""2023-07-25T15:46:26Z""}"
sample_0111,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690298591_10-23-11_11_2.jpg,,Behavior_Lying,cow_11_cam_2,"{""behavior"": ""Lying"", ""cow_id"": 11, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T15:23:11Z""}"
sample_0112,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690312031_14-07-11_5_1.jpg,,Behavior_Lying,cow_5_cam_1,"{""behavior"": ""Lying"", ""cow_id"": 5, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T19:07:11Z""}"
sample_0113,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690335761_20-42-41_2_1.jpg,,Behavior_Lying,cow_2_cam_1,"{""behavior"": ""Lying"", ""cow_id"": 2, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-26T01:42:41Z""}"
sample_0114,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690337426_21-10-26_7_2.jpg,,Behavior_Lying,cow_7_cam_2,"{""behavior"": ""Lying"", ""cow_id"": 7, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-26T02:10:26Z""}"
sample_0115,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690316036_15-13-56_1_2.jpg,,Behavior_Lying,cow_1_cam_2,"{""behavior"": ""Lying"", ""cow_id"": 1, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T20:13:56Z""}"
sample_0116,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690307051_12-44-11_3_1.jpg,,Behavior_Lying,cow_3_cam_1,"{""behavior"": ""Lying"", ""cow_id"": 3, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T17:44:11Z""}"
sample_0117,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690281116_05-31-56_2_4.jpg,,Behavior_Standing,cow_2_cam_4,"{""behavior"": ""Standing"", ""cow_id"": 2, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T10:31:56Z""}"
sample_0118,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690309196_13-19-56_8_2.jpg,,Behavior_Standing,cow_8_cam_2,"{""behavior"": ""Standing"", ""cow_id"": 8, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T18:19:56Z""}"
sample_0119,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690300991_11-03-11_5_2.jpg,,Behavior_Standing,cow_5_cam_2,"{""behavior"": ""Standing"", ""cow_id"": 5, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T16:03:11Z""}"
sample_0120,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690290731_08-12-11_6_2.jpg,,Behavior_Standing,cow_6_cam_2,"{""behavior"": ""Standing"", ""cow_id"": 6, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T13:12:11Z""}"
sample_0121,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690320956_16-35-56_5_2.jpg,,Behavior_Standing,cow_5_cam_2,"{""behavior"": ""Standing"", ""cow_id"": 5, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T21:35:56Z""}"
sample_0122,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690299146_10-32-26_2_4.jpg,,Behavior_Standing,cow_2_cam_4,"{""behavior"": ""Standing"", ""cow_id"": 2, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T15:32:26Z""}"
sample_0123,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690282286_05-51-26_2_4.jpg,,Behavior_Standing,cow_2_cam_4,"{""behavior"": ""Standing"", ""cow_id"": 2, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T10:51:26Z""}"
sample_0124,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690335386_20-36-26_12_3.jpg,,Behavior_Standing,cow_12_cam_3,"{""behavior"": ""Standing"", ""cow_id"": 12, ""camera_id"": 3, ""timestamp_iso"": ""2023-07-26T01:36:26Z""}"
sample_0125,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690314776_14-52-56_15_1.jpg,,Behavior_Standing,cow_15_cam_1,"{""behavior"": ""Standing"", ""cow_id"": 15, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T19:52:56Z""}"
sample_0126,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690294136_09-08-56_16_1.jpg,,Behavior_Standing,cow_16_cam_1,"{""behavior"": ""Standing"", ""cow_id"": 16, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T14:08:56Z""}"
sample_0127,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690338086_21-21-26_13_4.jpg,,Behavior_Standing,cow_13_cam_4,"{""behavior"": ""Standing"", ""cow_id"": 13, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-26T02:21:26Z""}"
sample_0128,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690344101_23-01-41_13_1.jpg,,Behavior_Standing,cow_13_cam_1,"{""behavior"": ""Standing"", ""cow_id"": 13, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-26T04:01:41Z""}"
sample_0129,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690335686_20-41-26_4_4.jpg,,Behavior_Standing,cow_4_cam_4,"{""behavior"": ""Standing"", ""cow_id"": 4, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-26T01:41:26Z""}"
sample_0130,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690337426_21-10-26_1_1.jpg,,Behavior_Standing,cow_1_cam_1,"{""behavior"": ""Standing"", ""cow_id"": 1, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-26T02:10:26Z""}"
sample_0131,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690329146_18-52-26_8_4.jpg,,Behavior_Standing,cow_8_cam_4,"{""behavior"": ""Standing"", ""cow_id"": 8, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T23:52:26Z""}"
sample_0132,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690313636_14-33-56_12_3.jpg,,Behavior_Standing,cow_12_cam_3,"{""behavior"": ""Standing"", ""cow_id"": 12, ""camera_id"": 3, ""timestamp_iso"": ""2023-07-25T19:33:56Z""}"
sample_0133,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690305056_12-10-56_9_1.jpg,,Behavior_Feeding_head_down,cow_9_cam_1,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 9, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T17:10:56Z""}"
sample_0134,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690276976_04-22-56_10_4.jpg,,Behavior_Feeding_head_down,cow_10_cam_4,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 10, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T09:22:56Z""}"
sample_0135,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690328756_18-45-56_5_2.jpg,,Behavior_Feeding_head_down,cow_5_cam_2,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 5, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T23:45:56Z""}"
sample_0136,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690322636_17-03-56_5_4.jpg,,Behavior_Feeding_head_down,cow_5_cam_4,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 5, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T22:03:56Z""}"
sample_0137,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690311131_13-52-11_9_1.jpg,,Behavior_Feeding_head_down,cow_9_cam_1,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 9, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T18:52:11Z""}"
sample_0138,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690302596_11-29-56_8_2.jpg,,Behavior_Feeding_head_down,cow_8_cam_2,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 8, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T16:29:56Z""}"
sample_0139,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690306136_12-28-56_9_4.jpg,,Behavior_Feeding_head_down,cow_9_cam_4,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 9, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T17:28:56Z""}"
sample_0140,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690315811_15-10-11_15_4.jpg,,Behavior_Feeding_head_down,cow_15_cam_4,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 15, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T20:10:11Z""}"
sample_0141,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690314836_14-53-56_5_2.jpg,,Behavior_Feeding_head_down,cow_5_cam_2,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 5, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T19:53:56Z""}"
sample_0142,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690329821_19-03-41_12_4.jpg,,Behavior_Feeding_head_down,cow_12_cam_4,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 12, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-26T00:03:41Z""}"
sample_0143,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690325291_17-48-11_15_3.jpg,,Behavior_Feeding_head_down,cow_15_cam_3,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 15, ""camera_id"": 3, ""timestamp_iso"": ""2023-07-25T22:48:11Z""}"
sample_0144,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690319366_16-09-26_2_4.jpg,,Behavior_Feeding_head_down,cow_2_cam_4,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 2, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T21:09:26Z""}"
sample_0145,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690289276_07-47-56_1_4.jpg,,Behavior_Feeding_head_down,cow_1_cam_4,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 1, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T12:47:56Z""}"
sample_0146,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690296266_09-44-26_1_2.jpg,,Behavior_Feeding_head_down,cow_1_cam_2,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 1, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T14:44:26Z""}"
sample_0147,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690295591_09-33-11_14_2.jpg,,Behavior_Feeding_head_down,cow_14_cam_2,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 14, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T14:33:11Z""}"
sample_0148,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690315316_15-01-56_16_1.jpg,,Behavior_Feeding_head_down,cow_16_cam_1,"{""behavior"": ""Feeding_head_down"", ""cow_id"": 16, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T20:01:56Z""}"
sample_0149,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690296671_09-51-11_12_2.jpg,,Behavior_Feeding_head_up,cow_12_cam_2,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 12, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T14:51:11Z""}"
sample_0150,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690334996_20-29-56_3_4.jpg,,Behavior_Feeding_head_up,cow_3_cam_4,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 3, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-26T01:29:56Z""}"
sample_0151,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690284401_06-26-41_4_3.jpg,,Behavior_Feeding_head_up,cow_4_cam_3,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 4, ""camera_id"": 3, ""timestamp_iso"": ""2023-07-25T11:26:41Z""}"
sample_0152,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690329251_18-54-11_12_1.jpg,,Behavior_Feeding_head_up,cow_12_cam_1,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 12, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T23:54:11Z""}"
sample_0153,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690285901_06-51-41_4_1.jpg,,Behavior_Feeding_head_up,cow_4_cam_1,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 4, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T11:51:41Z""}"
sample_0154,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690301636_11-13-56_16_4.jpg,,Behavior_Feeding_head_up,cow_16_cam_4,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 16, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T16:13:56Z""}"
sample_0155,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690346081_23-34-41_2_1.jpg,,Behavior_Feeding_head_up,cow_2_cam_1,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 2, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-26T04:34:41Z""}"
sample_0156,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690293746_09-02-26_11_4.jpg,,Behavior_Feeding_head_up,cow_11_cam_4,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 11, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T14:02:26Z""}"
sample_0157,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690309811_13-30-11_13_4.jpg,,Behavior_Feeding_head_up,cow_13_cam_4,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 13, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T18:30:11Z""}"
sample_0158,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690287086_07-11-26_7_2.jpg,,Behavior_Feeding_head_up,cow_7_cam_2,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 7, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T12:11:26Z""}"
sample_0159,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690316486_15-21-26_7_1.jpg,,Behavior_Feeding_head_up,cow_7_cam_1,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 7, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T20:21:26Z""}"
sample_0160,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690272311_03-05-11_5_4.jpg,,Behavior_Feeding_head_up,cow_5_cam_4,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 5, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T08:05:11Z""}"
sample_0161,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690276211_04-10-11_13_4.jpg,,Behavior_Feeding_head_up,cow_13_cam_4,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 13, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T09:10:11Z""}"
sample_0162,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690284356_06-25-56_7_4.jpg,,Behavior_Feeding_head_up,cow_7_cam_4,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 7, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T11:25:56Z""}"
sample_0163,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690328666_18-44-26_12_4.jpg,,Behavior_Feeding_head_up,cow_12_cam_4,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 12, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T23:44:26Z""}"
