sample_id,dataset,category_or_subset,image_path,model_name,detector_name,crop_x1,crop_y1,crop_x2,crop_y2,pose_detector_status,inference_status,inference_time_ms,num_returned_keypoints,mean_raw_confidence,median_raw_confidence,num_below_vis_threshold,num_above_vis_threshold,vis_threshold,keypoints_inside_mask_rate,failure_reason
sample_0089,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_3033_8.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,1024,576,detector_detected,pose_output_returned,521.37,39,0.2586,0.2242,17,22,0.2,,
sample_0090,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\L-i414.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,106,0,965,576,detector_detected,pose_output_returned,509.34,39,0.2821,0.2971,11,28,0.2,,
sample_0091,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_1603_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,196,0,880,576,detector_detected,pose_output_returned,462.9,39,0.2872,0.2529,10,29,0.2,,
sample_0092,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2473_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,207,0,868,576,detector_detected,pose_output_returned,454.27,39,0.2612,0.2275,13,26,0.2,,
sample_0093,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\YM_13_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,356,0,676,537,detector_detected,pose_output_returned,531.83,39,0.4327,0.4159,9,30,0.2,,
sample_0094,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\YM_246_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,370,0,1002,576,detector_detected,pose_output_returned,439.63,39,0.3457,0.34,8,31,0.2,,
sample_0095,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_3165_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,206,0,754,576,detector_detected,pose_output_returned,446.68,39,0.329,0.2962,7,32,0.2,,
sample_0096,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\YM_815_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,368,0,996,574,detector_detected,pose_output_returned,436.13,39,0.2392,0.1842,20,19,0.2,,
sample_0097,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_1445_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,1023,576,detector_detected,pose_output_returned,511.9,39,0.313,0.2779,12,27,0.2,,
sample_0098,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_2602_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,220,0,818,576,detector_detected,pose_output_returned,412.46,39,0.2845,0.2695,14,25,0.2,,
sample_0099,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\GS_1119_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,193,0,951,576,detector_detected,pose_output_returned,479.14,39,0.2493,0.2145,16,23,0.2,,
sample_0100,ScienceDB,BCS_4.25,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\4.25\YM_723_8.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,521,1,839,539,detector_detected,pose_output_returned,535.05,39,0.2443,0.2006,19,20,0.2,,
sample_0101,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690305476_12-17-56_2_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,,,,,not_run,upstream_localization_failure,0.0,0,,,0,0,0.2,,RT-DETR-L did not provide target-cow crop
sample_0102,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690315496_15-04-56_3_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,,,,,not_run,upstream_localization_failure,0.0,0,,,0,0,0.2,,RT-DETR-L did not provide target-cow crop
sample_0103,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690294961_09-22-41_13_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,,,,,not_run,upstream_localization_failure,0.0,0,,,0,0,0.2,,RT-DETR-L did not provide target-cow crop
sample_0104,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690310816_13-46-56_1_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,60,12,273,157,detector_detected,pose_output_returned,491.66,39,0.3432,0.3394,11,28,0.2,,
sample_0105,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690344881_23-14-41_6_3.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,500,321,detector_detected,pose_output_returned,506.14,39,0.2396,0.2057,18,21,0.2,,
sample_0106,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690330451_19-14-11_3_3.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,,,,,not_run,upstream_localization_failure,0.0,0,,,0,0,0.2,,RT-DETR-L did not provide target-cow crop
sample_0107,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690345676_23-27-56_4_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,315,63,433,162,detector_detected,pose_output_returned,447.43,39,0.4161,0.4002,5,34,0.2,,
sample_0108,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690284566_06-29-26_9_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,,,,,not_run,upstream_localization_failure,0.0,0,,,0,0,0.2,,RT-DETR-L did not provide target-cow crop
sample_0109,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690283996_06-19-56_2_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,407,0,519,155,detector_detected,pose_output_returned,476.92,39,0.3068,0.2907,13,26,0.2,,
sample_0110,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690299986_10-46-26_3_3.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,398,309,detector_detected,pose_output_returned,468.14,39,0.2176,0.1993,20,19,0.2,,
sample_0111,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690298591_10-23-11_11_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,1,0,538,372,detector_detected,pose_output_returned,499.02,39,0.3892,0.3357,9,30,0.2,,
sample_0112,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690312031_14-07-11_5_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,268,0,639,207,detector_no_detection,pose_detector_failure,486.46,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0113,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690335761_20-42-41_2_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,5,0,572,184,detector_no_detection,pose_detector_failure,387.41,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0114,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690337426_21-10-26_7_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,386,218,detector_detected,pose_output_returned,494.78,39,0.252,0.2343,13,26,0.2,,
sample_0115,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690316036_15-13-56_1_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,,,,,not_run,upstream_localization_failure,0.0,0,,,0,0,0.2,,RT-DETR-L did not provide target-cow crop
sample_0116,MmCows,Behavior_Lying,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690307051_12-44-11_3_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,,,,,not_run,upstream_localization_failure,0.0,0,,,0,0,0.2,,RT-DETR-L did not provide target-cow crop
sample_0117,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690281116_05-31-56_2_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,3,1,944,580,detector_detected,pose_output_returned,536.88,39,0.323,0.328,11,28,0.2,,
sample_0118,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690309196_13-19-56_8_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,107,28,445,359,detector_no_detection,pose_detector_failure,404.31,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0119,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690300991_11-03-11_5_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,156,201,detector_detected,pose_output_returned,471.9,39,0.2653,0.2216,17,22,0.2,,
sample_0120,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690290731_08-12-11_6_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,367,182,detector_detected,pose_output_returned,471.22,39,0.4575,0.4206,5,34,0.2,,
sample_0121,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690320956_16-35-56_5_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,229,63,detector_no_detection,pose_detector_failure,359.02,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0122,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690299146_10-32-26_2_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,16,12,716,450,detector_detected,pose_output_returned,516.7,39,0.4527,0.4006,6,33,0.2,,
sample_0123,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690282286_05-51-26_2_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,4,7,877,689,detector_detected,pose_output_returned,469.8,39,0.3215,0.2401,18,21,0.2,,
sample_0124,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690335386_20-36-26_12_3.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,23,471,367,detector_detected,pose_output_returned,488.26,39,0.3554,0.3274,9,30,0.2,,
sample_0125,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690314776_14-52-56_15_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,4,0,918,585,detector_detected,pose_output_returned,511.19,39,0.5531,0.5927,2,37,0.2,,
sample_0126,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690294136_09-08-56_16_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,931,550,detector_detected,pose_output_returned,535.7,39,0.5763,0.5996,3,36,0.2,,
sample_0127,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690338086_21-21-26_13_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,2,2,480,346,detector_no_detection,pose_detector_failure,457.19,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0128,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690344101_23-01-41_13_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,539,411,detector_detected,pose_output_returned,480.3,39,0.3592,0.3236,8,31,0.2,,
sample_0129,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690335686_20-41-26_4_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,1,427,218,detector_no_detection,pose_detector_failure,466.67,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0130,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690337426_21-10-26_1_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,163,17,508,282,detector_detected,pose_output_returned,469.27,39,0.249,0.2234,17,22,0.2,,
sample_0131,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690329146_18-52-26_8_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,16,402,308,detector_detected,pose_output_returned,482.52,39,0.4215,0.3791,2,37,0.2,,
sample_0132,MmCows,Behavior_Standing,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690313636_14-33-56_12_3.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,247,138,detector_detected,pose_output_returned,501.8,39,0.2244,0.1982,20,19,0.2,,
sample_0133,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690305056_12-10-56_9_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,3,0,217,283,detector_no_detection,pose_detector_failure,458.74,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0134,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690276976_04-22-56_10_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,1290,1059,detector_detected,pose_output_returned,489.11,39,0.4088,0.3538,6,33,0.2,,
sample_0135,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690328756_18-45-56_5_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,13,1,238,363,detector_detected,pose_output_returned,525.77,39,0.4433,0.4095,7,32,0.2,,
sample_0136,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690322636_17-03-56_5_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,20,4,617,473,detector_detected,pose_output_returned,443.98,39,0.33,0.2321,17,22,0.2,,
sample_0137,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690311131_13-52-11_9_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,2,6,210,206,detector_detected,pose_output_returned,415.47,39,0.3082,0.2583,13,26,0.2,,
sample_0138,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690302596_11-29-56_8_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,,,,,not_run,upstream_localization_failure,0.0,0,,,0,0,0.2,,RT-DETR-L did not provide target-cow crop
sample_0139,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690306136_12-28-56_9_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,21,1,541,549,detector_no_detection,pose_detector_failure,406.81,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0140,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690315811_15-10-11_15_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,10,0,500,128,detector_no_detection,pose_detector_failure,359.1,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0141,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690314836_14-53-56_5_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,62,2,406,237,detector_detected,pose_output_returned,486.47,39,0.3087,0.2174,17,22,0.2,,
sample_0142,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690329821_19-03-41_12_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,17,523,430,detector_detected,pose_output_returned,461.11,39,0.3588,0.2749,10,29,0.2,,
sample_0143,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690325291_17-48-11_15_3.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,102,1,634,648,detector_detected,pose_output_returned,461.72,39,0.3443,0.2987,9,30,0.2,,
sample_0144,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690319366_16-09-26_2_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,2,934,856,detector_no_detection,pose_detector_failure,421.74,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0145,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690289276_07-47-56_1_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,1,956,423,detector_no_detection,pose_detector_failure,454.17,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0146,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690296266_09-44-26_1_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,21,9,213,343,detector_detected,pose_output_returned,497.38,39,0.3579,0.3217,14,25,0.2,,
sample_0147,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690295591_09-33-11_14_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,201,203,detector_detected,pose_output_returned,412.93,39,0.3074,0.2915,11,28,0.2,,
sample_0148,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690315316_15-01-56_16_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,1,159,325,detector_detected,pose_output_returned,469.45,39,0.3389,0.3027,10,29,0.2,,
sample_0149,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690296671_09-51-11_12_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,3,202,216,detector_no_detection,pose_detector_failure,407.22,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0150,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690334996_20-29-56_3_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,2,0,672,330,detector_detected,pose_output_returned,480.17,39,0.2183,0.2141,17,22,0.2,,
sample_0151,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690284401_06-26-41_4_3.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,217,3,637,379,detector_no_detection,pose_detector_failure,423.57,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0152,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690329251_18-54-11_12_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,294,319,detector_no_detection,pose_detector_failure,421.18,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0153,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690285901_06-51-41_4_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,3,1,463,296,detector_detected,pose_output_returned,513.64,39,0.3203,0.2903,14,25,0.2,,
sample_0154,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690301636_11-13-56_16_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,1,16,1119,802,detector_detected,pose_output_returned,500.42,39,0.5012,0.5318,4,35,0.2,,
sample_0155,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690346081_23-34-41_2_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,445,305,detector_detected,pose_output_returned,502.75,39,0.2967,0.2169,18,21,0.2,,
sample_0156,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690293746_09-02-26_11_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,129,727,449,detector_detected,pose_output_returned,479.01,39,0.3421,0.3029,8,31,0.2,,
sample_0157,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690309811_13-30-11_13_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,633,211,detector_no_detection,pose_detector_failure,386.0,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0158,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690287086_07-11-26_7_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,7,222,181,detector_no_detection,pose_detector_failure,435.36,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0159,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690316486_15-21-26_7_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,258,179,detector_detected,pose_output_returned,498.51,39,0.4622,0.5569,8,31,0.2,,
sample_0160,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690272311_03-05-11_5_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,6,527,337,detector_detected,pose_output_returned,499.3,39,0.3328,0.3066,13,26,0.2,,
sample_0161,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690276211_04-10-11_13_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,805,459,detector_detected,pose_output_returned,508.66,39,0.1957,0.1827,21,18,0.2,,
sample_0162,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690284356_06-25-56_7_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,3,15,1438,800,detector_detected,pose_output_returned,523.41,39,0.5946,0.6203,1,38,0.2,,
sample_0163,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690328666_18-44-26_12_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,1,10,1357,510,detector_detected,pose_output_returned,445.49,39,0.3007,0.3091,14,25,0.2,,
sample_0164,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690273361_03-22-41_13_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,1,16,419,432,detector_detected,pose_output_returned,426.23,39,0.3749,0.31,11,28,0.2,,
sample_0165,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690321076_16-37-56_16_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,147,8,497,344,detector_detected,pose_output_returned,432.82,39,0.2428,0.1817,21,18,0.2,,
sample_0166,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690287011_07-10-11_9_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,6,548,492,detector_detected,pose_output_returned,437.09,39,0.4888,0.4353,5,34,0.2,,
sample_0167,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690317071_15-31-11_7_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,1,7,385,269,detector_detected,pose_output_returned,486.41,39,0.4605,0.4522,3,36,0.2,,
sample_0168,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690320071_16-21-11_9_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,2,2,416,378,detector_detected,pose_output_returned,430.21,39,0.3098,0.3213,8,31,0.2,,
sample_0169,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690337096_21-04-56_4_3.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,17,4,398,408,detector_detected,pose_output_returned,436.97,39,0.4729,0.4554,2,37,0.2,,
sample_0170,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690277051_04-24-11_6_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,9,4,283,243,detector_detected,pose_output_returned,438.6,39,0.3322,0.3335,11,28,0.2,,
sample_0171,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690289531_07-52-11_5_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,229,124,detector_no_detection,pose_detector_failure,477.24,0,,,0,0,0.2,,SuperAnimal internal detector found 0 cows in crop
sample_0172,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690306376_12-32-56_6_3.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,346,252,detector_detected,pose_output_returned,490.6,39,0.4079,0.3954,8,31,0.2,,
sample_0173,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690273496_03-24-56_13_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,4,320,113,detector_detected,pose_output_returned,415.33,39,0.3614,0.3041,10,29,0.2,,
sample_0174,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690300016_10-46-56_10_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,2,1,788,566,detector_detected,pose_output_returned,493.44,39,0.6614,0.661,1,38,0.2,,
sample_0175,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690320506_16-28-26_16_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,0,531,244,detector_detected,pose_output_returned,474.55,39,0.252,0.1892,21,18,0.2,,
sample_0176,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690319861_16-17-41_12_2.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,0,1,240,382,detector_detected,pose_output_returned,506.48,39,0.3183,0.2954,14,25,0.2,,
sample_0177,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690274411_03-40-11_9_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,26,0,687,843,detector_detected,pose_output_returned,462.12,39,0.3909,0.3454,11,28,0.2,,
sample_0178,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690331066_19-24-26_16_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,14,7,304,273,detector_detected,pose_output_returned,437.69,39,0.3748,0.3346,10,29,0.2,,
sample_0179,MmCows,Behavior_Drinking,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690272791_03-13-11_1_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,59,67,967,618,detector_detected,pose_output_returned,534.41,39,0.4516,0.4231,7,32,0.2,,
sample_0180,MmCows,Behavior_Drinking,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690289861_07-57-41_15_4.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,28,18,832,677,detector_detected,pose_output_returned,465.26,39,0.4268,0.3432,7,32,0.2,,
sample_0181,MmCows,Behavior_Drinking,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690305881_12-24-41_6_1.jpg,resnet_50,fasterrcnn_resnet50_fpn_v2,2,4,412,776,detector_detected,pose_output_returned,507.78,39,0.3002,0.2779,13,26,0.2,,
