sample_id,dataset,category_or_subset,image_path,model_name,detection_idx,num_detections,detection_status,box_x1,box_y1,box_x2,box_y2,confidence,inference_time_ms,image_width,image_height
sample_0033,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_621_1.jpg,YOLOv8s,1,2,detected,0.41,0.86,278.83,396.89,0.6736,24.74,1024,576
sample_0033,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_621_1.jpg,YOLOv8s,2,2,detected,418.92,0.0,813.89,568.47,0.4931,24.74,1024,576
sample_0033,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_621_1.jpg,FasterRCNN_v2,1,5,detected,0.0,2.21,276.59,368.51,0.9942,491.73,1024,576
sample_0033,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_621_1.jpg,FasterRCNN_v2,2,5,detected,386.1,6.05,826.93,573.98,0.9631,491.73,1024,576
sample_0033,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_621_1.jpg,FasterRCNN_v2,3,5,detected,0.13,42.47,62.78,432.69,0.4216,491.73,1024,576
sample_0033,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_621_1.jpg,FasterRCNN_v2,4,5,detected,45.9,4.21,405.87,551.26,0.2894,491.73,1024,576
sample_0033,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_621_1.jpg,FasterRCNN_v2,5,5,detected,2.13,26.25,142.83,442.47,0.2766,491.73,1024,576
sample_0033,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_621_1.jpg,RT-DETR-L,1,3,detected,421.2,-0.14,816.39,574.89,0.9666,94.01,1024,576
sample_0033,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_621_1.jpg,RT-DETR-L,2,3,detected,0.07,0.56,281.14,377.91,0.9346,94.01,1024,576
sample_0033,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_621_1.jpg,RT-DETR-L,3,3,detected,0.32,47.77,59.49,212.86,0.2831,94.01,1024,576
sample_0034,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2192_8.jpg,YOLOv8s,1,1,detected,198.4,0.82,604.83,560.67,0.5971,24.12,1024,576
sample_0034,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2192_8.jpg,FasterRCNN_v2,1,2,detected,179.78,4.3,647.46,567.63,0.9985,490.84,1024,576
sample_0034,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2192_8.jpg,FasterRCNN_v2,2,2,detected,300.02,10.01,1019.76,575.92,0.9852,490.84,1024,576
sample_0034,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2192_8.jpg,RT-DETR-L,1,4,detected,186.35,-0.14,1023.47,575.85,0.589,94.41,1024,576
sample_0034,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2192_8.jpg,RT-DETR-L,2,4,detected,188.1,0.56,607.37,573.99,0.4304,94.41,1024,576
sample_0034,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2192_8.jpg,RT-DETR-L,3,4,detected,184.55,-0.68,772.46,575.19,0.4291,94.41,1024,576
sample_0034,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_2192_8.jpg,RT-DETR-L,4,4,detected,0.89,0.12,777.86,576.11,0.2512,94.41,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,YOLOv8s,1,4,detected,902.11,27.13,1023.75,281.17,0.872,24.81,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,YOLOv8s,2,4,detected,260.5,95.18,615.72,569.83,0.8547,24.81,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,YOLOv8s,3,4,detected,770.81,0.79,877.16,149.58,0.8022,24.81,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,YOLOv8s,4,4,detected,489.74,0.0,630.06,185.14,0.7313,24.81,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,1,15,detected,233.6,108.93,617.06,569.74,0.9993,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,2,15,detected,488.86,0.31,631.59,188.29,0.9972,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,3,15,detected,902.86,41.43,1024.0,281.22,0.9972,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,4,15,detected,786.32,5.53,905.76,146.77,0.9705,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,5,15,detected,797.92,1.33,858.44,22.54,0.5483,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,6,15,detected,844.46,5.39,923.19,134.65,0.5117,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,7,15,detected,769.75,0.68,853.24,131.22,0.4959,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,8,15,detected,885.8,23.73,959.69,142.19,0.4327,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,9,15,detected,874.66,67.02,908.7,166.36,0.3974,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,10,15,detected,839.87,4.36,907.08,69.85,0.3754,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,11,15,detected,643.48,3.64,783.43,197.05,0.3723,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,12,15,detected,857.41,5.06,967.67,70.16,0.3331,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,13,15,detected,769.26,9.92,786.67,70.76,0.327,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,14,15,detected,876.94,43.06,918.79,145.85,0.2732,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,FasterRCNN_v2,15,15,detected,807.31,2.73,915.33,86.98,0.255,488.14,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,RT-DETR-L,1,8,detected,260.23,99.69,616.48,572.85,0.9586,92.62,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,RT-DETR-L,2,8,detected,899.51,36.42,1024.28,281.82,0.8924,92.62,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,RT-DETR-L,3,8,detected,489.28,-0.19,630.79,183.22,0.8886,92.62,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,RT-DETR-L,4,8,detected,769.2,10.72,876.41,150.37,0.7946,92.62,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,RT-DETR-L,5,8,detected,836.5,0.43,968.12,164.69,0.418,92.62,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,RT-DETR-L,6,8,detected,845.65,0.77,968.99,72.48,0.3189,92.62,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,RT-DETR-L,7,8,detected,790.66,-0.23,865.68,24.78,0.304,92.62,1024,576
sample_0035,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1571_2.jpg,RT-DETR-L,8,8,detected,865.27,2.08,969.61,72.19,0.2601,92.62,1024,576
sample_0036,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_886_4.jpg,YOLOv8s,0,0,no_detection,,,,,,23.56,1024,576
sample_0036,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_886_4.jpg,FasterRCNN_v2,1,1,detected,207.18,21.82,837.76,572.18,0.9754,487.76,1024,576
sample_0036,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_886_4.jpg,RT-DETR-L,1,1,detected,292.32,6.1,853.92,575.18,0.9551,94.7,1024,576
sample_0037,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_478_2.jpg,YOLOv8s,1,2,detected,487.17,0.05,873.46,569.39,0.9284,24.36,1024,576
sample_0037,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_478_2.jpg,YOLOv8s,2,2,detected,0.48,178.39,106.43,569.6,0.3956,24.36,1024,576
sample_0037,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_478_2.jpg,FasterRCNN_v2,1,3,detected,492.98,4.76,893.83,575.67,0.8836,491.3,1024,576
sample_0037,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_478_2.jpg,FasterRCNN_v2,2,3,detected,0.45,162.78,190.79,575.91,0.6923,491.3,1024,576
sample_0037,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_478_2.jpg,FasterRCNN_v2,3,3,detected,72.32,0.21,232.93,163.11,0.5488,491.3,1024,576
sample_0037,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_478_2.jpg,RT-DETR-L,1,4,detected,485.91,0.15,889.28,573.58,0.9425,93.89,1024,576
sample_0037,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_478_2.jpg,RT-DETR-L,2,4,detected,71.31,0.12,232.68,162.55,0.8896,93.89,1024,576
sample_0037,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_478_2.jpg,RT-DETR-L,3,4,detected,-0.12,174.93,194.59,574.59,0.7365,93.89,1024,576
sample_0037,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_478_2.jpg,RT-DETR-L,4,4,detected,231.37,0.06,338.49,97.45,0.3306,93.89,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,YOLOv8s,1,2,detected,341.54,43.23,649.8,569.0,0.8379,24.41,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,YOLOv8s,2,2,detected,769.58,0.13,835.44,110.28,0.5053,24.41,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,FasterRCNN_v2,1,9,detected,328.68,81.38,634.37,575.41,0.9989,488.63,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,FasterRCNN_v2,2,9,detected,777.37,0.67,841.69,104.42,0.9795,488.63,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,FasterRCNN_v2,3,9,detected,96.33,28.46,651.88,567.17,0.8428,488.63,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,FasterRCNN_v2,4,9,detected,351.35,2.44,626.33,166.34,0.8337,488.63,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,FasterRCNN_v2,5,9,detected,239.29,18.69,633.16,306.83,0.5525,488.63,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,FasterRCNN_v2,6,9,detected,403.35,76.75,599.1,177.52,0.4692,488.63,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,FasterRCNN_v2,7,9,detected,482.53,1.21,626.75,146.05,0.4489,488.63,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,FasterRCNN_v2,8,9,detected,832.6,0.47,876.27,31.52,0.4259,488.63,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,FasterRCNN_v2,9,9,detected,829.78,0.86,877.23,72.11,0.4224,488.63,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,1,16,detected,332.81,75.13,651.79,573.64,0.9393,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,2,16,detected,471.2,-0.06,621.2,146.02,0.7665,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,3,16,detected,219.91,326.56,338.92,496.75,0.7165,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,4,16,detected,11.21,302.78,152.23,508.84,0.7151,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,5,16,detected,-0.22,409.12,70.87,565.7,0.4689,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,6,16,detected,768.56,32.37,838.67,109.5,0.4428,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,7,16,detected,81.56,364.71,160.05,491.53,0.3224,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,8,16,detected,99.34,376.1,160.93,489.03,0.2939,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,9,16,detected,647.72,1.59,742.02,184.98,0.2869,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,10,16,detected,393.09,0.31,512.21,123.42,0.2817,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,11,16,detected,768.17,0.14,867.74,109.45,0.2764,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,12,16,detected,325.53,24.96,422.86,215.35,0.2747,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,13,16,detected,105.58,161.33,139.05,201.88,0.2727,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,14,16,detected,0.57,262.98,40.8,342.67,0.2664,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,15,16,detected,770.09,0.1,836.51,51.61,0.2637,93.3,1024,576
sample_0038,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\YM_1906_1.jpg,RT-DETR-L,16,16,detected,652.11,0.74,742.35,128.15,0.256,93.3,1024,576
sample_0039,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_3181_8.jpg,YOLOv8s,1,1,detected,277.77,0.0,806.49,568.19,0.413,23.54,1024,576
sample_0039,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_3181_8.jpg,FasterRCNN_v2,1,2,detected,0.0,4.62,701.38,576.0,0.9628,493.58,1024,576
sample_0039,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_3181_8.jpg,FasterRCNN_v2,2,2,detected,266.28,1.18,880.32,575.36,0.8474,493.58,1024,576
sample_0039,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_3181_8.jpg,RT-DETR-L,1,8,detected,266.78,-0.24,827.47,575.75,0.7104,94.85,1024,576
sample_0039,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_3181_8.jpg,RT-DETR-L,2,8,detected,732.34,0.16,1023.95,576.16,0.4685,94.85,1024,576
sample_0039,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_3181_8.jpg,RT-DETR-L,3,8,detected,-0.35,0.61,310.38,576.6,0.3643,94.85,1024,576
sample_0039,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_3181_8.jpg,RT-DETR-L,4,8,detected,271.16,-0.11,1024.73,575.86,0.3522,94.85,1024,576
sample_0039,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_3181_8.jpg,RT-DETR-L,5,8,detected,0.54,0.32,1024.49,576.31,0.3163,94.85,1024,576
sample_0039,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_3181_8.jpg,RT-DETR-L,6,8,detected,-0.33,14.74,91.59,441.95,0.2892,94.85,1024,576
sample_0039,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_3181_8.jpg,RT-DETR-L,7,8,detected,-0.46,4.35,175.32,576.07,0.2835,94.85,1024,576
sample_0039,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_3181_8.jpg,RT-DETR-L,8,8,detected,-1.89,-0.08,834.41,575.92,0.2561,94.85,1024,576
sample_0040,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1129_2.jpg,YOLOv8s,1,1,detected,127.52,2.2,973.35,569.25,0.382,26.82,1024,576
sample_0040,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1129_2.jpg,FasterRCNN_v2,1,2,detected,0.0,3.37,798.54,576.0,0.9973,486.61,1024,576
sample_0040,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1129_2.jpg,FasterRCNN_v2,2,2,detected,582.39,0.54,1016.73,574.19,0.2856,486.61,1024,576
sample_0040,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1129_2.jpg,RT-DETR-L,1,3,detected,0.82,-0.13,793.19,575.86,0.722,94.35,1024,576
sample_0040,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1129_2.jpg,RT-DETR-L,2,3,detected,-0.17,-0.16,1023.82,575.83,0.3667,94.35,1024,576
sample_0040,ScienceDB,BCS_3.5,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.5\GS_1129_2.jpg,RT-DETR-L,3,3,detected,140.08,-0.06,1024.06,575.94,0.2756,94.35,1024,576
sample_0041,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1461_2.jpg,YOLOv8s,0,0,no_detection,,,,,,35.75,1024,576
sample_0041,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1461_2.jpg,FasterRCNN_v2,1,1,detected,244.75,3.45,713.33,572.9,0.6855,490.36,1024,576
sample_0041,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1461_2.jpg,RT-DETR-L,0,0,no_detection,,,,,,94.06,1024,576
sample_0042,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1272_2.jpg,YOLOv8s,0,0,no_detection,,,,,,24.62,1024,576
sample_0042,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1272_2.jpg,FasterRCNN_v2,1,2,detected,214.34,11.78,960.83,576.0,0.889,489.05,1024,576
sample_0042,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1272_2.jpg,FasterRCNN_v2,2,2,detected,455.73,18.64,835.34,571.29,0.3132,489.05,1024,576
sample_0042,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\GS_1272_2.jpg,RT-DETR-L,0,0,no_detection,,,,,,94.42,1024,576
sample_0043,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\R-i10959.jpg,YOLOv8s,0,0,no_detection,,,,,,23.92,1024,576
sample_0043,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\R-i10959.jpg,FasterRCNN_v2,0,0,no_detection,,,,,,489.43,1024,576
sample_0043,ScienceDB,BCS_3.75,D:\cattle-health-monitoring-multi-task-model\datasets\bcs\sciencedb_bcs\dataset\3.75\R-i10959.jpg,RT-DETR-L,1,1,detected,243.65,0.21,862.39,576.15,0.8244,94.44,1024,576
