sample_id,dataset,source_image_path,provenance_group,cow_or_identity_id_if_available,session_or_timeblock_if_available,viewpoint,occlusion,body_cutoff,multiple_cows,review_status
vp1k_0139,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_804_4.jpg,GS_burst_3123,,GS_Gansu/GS_804,rear,none,partial,yes,human_verified
vp1k_0140,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/R-i8664.jpg,STEREO_burst_0187,,STEREO_Farm3/STEREO_blk_187,rear,none,severe,no,human_verified
vp1k_0141,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/305/305_0081.jpg,barn_cow_0305_sess_001,cow_305,barn/barn_cow_0305_sess_001,side,none,severe,no,human_verified
vp1k_0142,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/529/529_1052.jpg,barn_cow_0529_sess_002,cow_529,barn/barn_cow_0529_sess_002,side,none,none,no,human_verified
vp1k_0143,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/303/303_0236.jpg,barn_cow_0303_sess_001,cow_303,barn/barn_cow_0303_sess_001,side,none,none,no,human_verified
vp1k_0144,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/163/163_0307.jpg,parlor_cow_0163_sess_012,cow_163,parlor/parlor_cow_0163_sess_012,side,none,none,yes,human_verified
vp1k_0145,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_905_4.jpg,GS_burst_3235,,GS_Gansu/GS_905,rear,none,none,no,human_verified
vp1k_0146,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/GS_1588_5.jpg,GS_burst_0655,,GS_Gansu/GS_1588,rear,none,none,no,human_verified
vp1k_0147,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/R-i1959.jpg,STEREO_burst_0044,,STEREO_Farm3/STEREO_blk_044,rear,none,none,no,human_verified
vp1k_0148,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690320401_16-26-41_3_3.jpg,ev_1690320401_c3,cow_3,tb_3_cam_3,unknown / ambiguous,partial,none,yes,human_verified
vp1k_0149,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690342616_22-36-56_5_2.jpg,ev_1690342616_c5,cow_5,tb_3_cam_2,unknown / ambiguous,severe,severe,yes,human_verified
vp1k_0150,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_1563_4.jpg,YM_burst_0626,,YM_Farm2/YM_1563,rear,none,none,yes,human_verified
vp1k_0151,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_367_3.jpg,YM_burst_1353,,YM_Farm2/YM_367,rear,none,none,no,human_verified
vp1k_0152,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_2544_5.jpg,GS_burst_1709,,GS_Gansu/GS_2544,rear,none,none,no,human_verified
vp1k_0153,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690298456_10-20-56_7_3.jpg,ev_1690298456_c7,cow_7,tb_2_cam_3,front-oblique,partial,none,no,human_verified
vp1k_0154,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/633/633_0170.jpg,barn_cow_0633_sess_001,cow_633,barn/barn_cow_0633_sess_001,rear-oblique,none,none,yes,human_verified
vp1k_0155,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_1821_3.jpg,YM_burst_0913,,YM_Farm2/YM_1821,rear,none,none,yes,human_verified
vp1k_0156,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/955/955_0261.jpg,barn_cow_0955_sess_001,cow_955,barn/barn_cow_0955_sess_001,side,none,none,no,human_verified
vp1k_0157,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690287401_07-16-41_9_2.jpg,ev_1690287401_c9,cow_9,tb_2_cam_2,unknown / ambiguous,none,none,no,human_verified
vp1k_0158,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690292531_08-42-11_5_3.jpg,ev_1690292531_c5,cow_5,tb_2_cam_3,unknown / ambiguous,none,none,no,human_verified
vp1k_0159,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/R-i7441.jpg,STEREO_burst_0158,,STEREO_Farm3/STEREO_blk_158,rear,none,severe,no,human_verified
vp1k_0160,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/345/345_0080.jpg,barn_cow_0345_sess_001,cow_345,barn/barn_cow_0345_sess_001,side,partial,none,no,human_verified
vp1k_0161,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690305896_12-24-56_6_3.jpg,ev_1690305896_c6,cow_6,tb_2_cam_3,unknown / ambiguous,none,none,no,human_verified
vp1k_0162,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690316111_15-15-11_7_2.jpg,ev_1690316111_c7,cow_7,tb_2_cam_2,rear-oblique,partial,partial,no,human_verified
vp1k_0163,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_1710_5.jpg,YM_burst_0790,,YM_Farm2/YM_1710,rear,none,none,yes,human_verified
vp1k_0164,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/796/796_0251.jpg,parlor_cow_0796_sess_012,cow_796,parlor/parlor_cow_0796_sess_012,side,severe,none,no,human_verified
vp1k_0165,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/GS_1393_5.jpg,GS_burst_0439,,GS_Gansu/GS_1393,rear,none,none,no,human_verified
vp1k_0166,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690321931_16-52-11_4_3.jpg,ev_1690321931_c4,cow_4,tb_3_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0167,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/R-i850.jpg,STEREO_burst_0019,,STEREO_Farm3/STEREO_blk_019,rear,none,partial,yes,human_verified
vp1k_0168,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690297796_10-09-56_3_3.jpg,ev_1690297796_c3,cow_3,tb_2_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0169,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/413/413_0080.jpg,barn_cow_0413_sess_001,cow_413,barn/barn_cow_0413_sess_001,side,none,none,no,human_verified
vp1k_0170,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690311926_14-05-26_8_2.jpg,ev_1690311926_c8,cow_8,tb_2_cam_2,unknown / ambiguous,none,none,no,human_verified
vp1k_0171,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/303/303_0013.jpg,snap_cow_0303_sess_006,cow_303,snapshots/snap_cow_0303_sess_006,side,none,none,no,human_verified
vp1k_0172,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/YM_1450_4.jpg,YM_burst_0502,,YM_Farm2/YM_1450,rear,none,none,no,human_verified
vp1k_0173,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_1572_2.jpg,GS_burst_0638,,GS_Gansu/GS_1572,rear,none,none,no,human_verified
vp1k_0174,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690279781_05-09-41_12_3.jpg,ev_1690279781_c12,cow_12,tb_1_cam_3,side,partial,partial,yes,human_verified
vp1k_0175,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_830_5.jpg,GS_burst_3152,,GS_Gansu/GS_830,rear,none,none,no,human_verified
vp1k_0176,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/374/374_0008.jpg,snap_cow_0374_sess_002,cow_374,snapshots/snap_cow_0374_sess_002,side,none,none,no,human_verified
vp1k_0177,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/444/444_0001.jpg,snap_cow_0444_sess_001,cow_444,snapshots/snap_cow_0444_sess_001,side,partial,none,no,human_verified
vp1k_0178,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/673/673_0236.jpg,barn_cow_0673_sess_001,cow_673,barn/barn_cow_0673_sess_001,side,none,none,no,human_verified
vp1k_0179,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/684/684_0003.jpg,snap_cow_0684_sess_001,cow_684,snapshots/snap_cow_0684_sess_001,side,none,severe,no,human_verified
vp1k_0180,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/436/436_0004.jpg,snap_cow_0436_sess_002,cow_436,snapshots/snap_cow_0436_sess_002,side,none,none,no,human_verified
vp1k_0181,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/GS_2980_4.jpg,GS_burst_2193,,GS_Gansu/GS_2980,rear,none,none,no,human_verified
vp1k_0182,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690328006_18-33-26_13_3.jpg,ev_1690328006_c13,cow_13,tb_3_cam_3,side,severe,none,no,human_verified
vp1k_0183,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/962/962_0241.jpg,barn_cow_0962_sess_001,cow_962,barn/barn_cow_0962_sess_001,side,none,none,no,human_verified
vp1k_0184,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/217/217_0241.jpg,barn_cow_0217_sess_001,cow_217,barn/barn_cow_0217_sess_001,side,none,none,no,human_verified
vp1k_0185,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_1904_2.jpg,GS_burst_1003,,GS_Gansu/GS_1904,rear,none,none,no,human_verified
vp1k_0186,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_210_3.jpg,YM_burst_1180,,YM_Farm2/YM_210,rear,none,none,yes,human_verified
vp1k_0187,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_1530_5.jpg,GS_burst_0592,,GS_Gansu/GS_1530,rear,none,partial,no,human_verified
vp1k_0188,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/455/455_0268.jpg,parlor_cow_0455_sess_011,cow_455,parlor/parlor_cow_0455_sess_011,side,none,none,no,human_verified
vp1k_0189,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/YM_1384_5.jpg,YM_burst_0428,,YM_Farm2/YM_1384,rear,none,none,yes,human_verified
vp1k_0190,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/YM_1775_4.jpg,YM_burst_0861,,YM_Farm2/YM_1775,rear,none,none,yes,human_verified
vp1k_0191,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_1805_5.jpg,GS_burst_0897,,GS_Gansu/GS_1805,rear,none,none,yes,human_verified
vp1k_0192,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_680_5.jpg,GS_burst_2985,,GS_Gansu/GS_680,rear,none,none,no,human_verified
vp1k_0193,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690321376_16-42-56_5_3.jpg,ev_1690321376_c5,cow_5,tb_3_cam_3,unknown / ambiguous,severe,none,yes,human_verified
vp1k_0194,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690311146_13-52-26_12_3.jpg,ev_1690311146_c12,cow_12,tb_2_cam_3,side,severe,none,yes,human_verified
vp1k_0195,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_1983_5.jpg,GS_burst_1090,,GS_Gansu/GS_1983,rear,none,partial,no,human_verified
vp1k_0196,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/444/444_0003.jpg,snap_cow_0444_sess_002,cow_444,snapshots/snap_cow_0444_sess_002,side,none,severe,no,human_verified
vp1k_0197,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690285946_06-52-26_14_4.jpg,ev_1690285946_c14,cow_14,tb_2_cam_4,unknown / ambiguous,severe,none,no,human_verified
vp1k_0198,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/L-i5113.jpg,STEREO_burst_0107,,STEREO_Farm3/STEREO_blk_107,rear-oblique,none,severe,yes,human_verified
vp1k_0199,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_637_2.jpg,YM_burst_1653,,YM_Farm2/YM_637,rear,none,partial,yes,human_verified
vp1k_0200,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690275851_04-04-11_8_2.jpg,ev_1690275851_c8,cow_8,tb_1_cam_2,unknown / ambiguous,none,none,no,human_verified
vp1k_0201,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_2237_5.jpg,GS_burst_1369,,GS_Gansu/GS_2237,rear,none,none,yes,human_verified
vp1k_0202,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690313006_14-23-26_10_4.jpg,ev_1690313006_c10,cow_10,tb_2_cam_4,front-oblique,none,none,yes,human_verified
vp1k_0203,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690343336_22-48-56_9_3.jpg,ev_1690343336_c9,cow_9,tb_3_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0204,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690328786_18-46-26_7_3.jpg,ev_1690328786_c7,cow_7,tb_3_cam_3,front-oblique,partial,none,no,human_verified
vp1k_0205,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/673/673_0714.jpg,parlor_cow_0673_sess_045,cow_673,parlor/parlor_cow_0673_sess_045,side,severe,none,no,human_verified
vp1k_0206,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/296/296_0080.jpg,barn_cow_0296_sess_001,cow_296,barn/barn_cow_0296_sess_001,side,none,severe,no,human_verified
vp1k_0207,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690301696_11-14-56_10_3.jpg,ev_1690301696_c10,cow_10,tb_2_cam_3,unknown / ambiguous,none,none,no,human_verified
vp1k_0208,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/621/621_0003.jpg,snap_cow_0621_sess_002,cow_621,snapshots/snap_cow_0621_sess_002,side,partial,none,no,human_verified
vp1k_0209,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/488/488_0264.jpg,barn_cow_0488_sess_001,cow_488,barn/barn_cow_0488_sess_001,side,none,none,no,human_verified
vp1k_0210,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_133_4.jpg,GS_burst_0369,,GS_Gansu/GS_133,rear,none,none,no,human_verified
vp1k_0211,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/826/826_0253.jpg,parlor_cow_0826_sess_015,cow_826,parlor/parlor_cow_0826_sess_015,side,none,none,no,human_verified
vp1k_0212,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/374/374_0111.jpg,barn_cow_0374_sess_001,cow_374,barn/barn_cow_0374_sess_001,side,partial,none,no,human_verified
vp1k_0213,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_2401_5.jpg,GS_burst_1551,,GS_Gansu/GS_2401,rear,none,none,no,human_verified
vp1k_0214,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/YM_1325_5.jpg,YM_burst_0363,,YM_Farm2/YM_1325,rear,none,none,no,human_verified
vp1k_0215,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/843/843_0002.jpg,snap_cow_0843_sess_001,cow_843,snapshots/snap_cow_0843_sess_001,side,none,none,no,human_verified
vp1k_0216,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690308026_13-00-26_14_3.jpg,ev_1690308026_c14,cow_14,tb_2_cam_3,side,severe,partial,no,human_verified
vp1k_0217,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_3295_4.jpg,GS_burst_2543,,GS_Gansu/GS_3295,rear,none,none,no,human_verified
vp1k_0218,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/GS_2578_19.jpg,GS_burst_1746,,GS_Gansu/GS_2578,rear,none,none,no,human_verified
vp1k_0219,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690311131_13-52-11_9_3.jpg,ev_1690311131_c9,cow_9,tb_2_cam_3,side,partial,none,no,human_verified
vp1k_0220,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_626_4.jpg,YM_burst_1641,,YM_Farm2/YM_626,rear,none,none,no,human_verified
vp1k_0221,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690321166_16-39-26_2_3.jpg,ev_1690321166_c2,cow_2,tb_3_cam_3,front-oblique,partial,none,no,human_verified
vp1k_0222,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/594/594_0933.jpg,barn_cow_0594_sess_002,cow_594,barn/barn_cow_0594_sess_002,side,none,none,no,human_verified
vp1k_0223,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690326056_18-00-56_9_3.jpg,ev_1690326056_c9,cow_9,tb_3_cam_3,side,severe,partial,no,human_verified
vp1k_0224,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/503/503_0017.jpg,parlor_cow_0503_sess_002,cow_503,parlor/parlor_cow_0503_sess_002,side,partial,partial,no,human_verified
vp1k_0225,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/YM_1521_3.jpg,YM_burst_0580,,YM_Farm2/YM_1521,rear,none,none,yes,human_verified
vp1k_0226,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690289141_07-45-41_7_4.jpg,ev_1690289141_c7,cow_7,tb_2_cam_4,side,severe,severe,yes,human_verified
vp1k_0227,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/799/799_0166.jpg,barn_cow_0799_sess_001,cow_799,barn/barn_cow_0799_sess_001,side,none,none,no,human_verified
vp1k_0228,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/955/955_0087.jpg,barn_cow_0955_sess_001,cow_955,barn/barn_cow_0955_sess_001,side,none,none,no,human_verified
vp1k_0229,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690319291_16-08-11_9_3.jpg,ev_1690319291_c9,cow_9,tb_2_cam_3,side,partial,none,no,human_verified
vp1k_0230,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/R-i8088.jpg,STEREO_burst_0175,,STEREO_Farm3/STEREO_blk_175,rear,none,partial,no,human_verified
vp1k_0231,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/L-i6205.jpg,STEREO_burst_0129,,STEREO_Farm3/STEREO_blk_129,unknown / ambiguous,none,none,yes,human_verified
vp1k_0232,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/544/544_0311.jpg,parlor_cow_0544_sess_021,cow_544,parlor/parlor_cow_0544_sess_021,side,none,none,no,human_verified
vp1k_0233,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/908/908_0132.jpg,parlor_cow_0908_sess_009,cow_908,parlor/parlor_cow_0908_sess_009,side,partial,none,no,human_verified
vp1k_0234,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690304486_12-01-26_10_3.jpg,ev_1690304486_c10,cow_10,tb_2_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0235,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/171/171_0006.jpg,snap_cow_0171_sess_002,cow_171,snapshots/snap_cow_0171_sess_002,side,none,none,no,human_verified
vp1k_0236,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_26_3.jpg,YM_burst_1234,,YM_Farm2/YM_26,rear,none,none,yes,human_verified
vp1k_0237,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_178_5.jpg,YM_burst_0866,,YM_Farm2/YM_178,rear,none,none,yes,human_verified
vp1k_0238,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_950_4.jpg,YM_burst_2001,,YM_Farm2/YM_950,rear,none,none,yes,human_verified
vp1k_0239,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/433/433_0256.jpg,barn_cow_0433_sess_001,cow_433,barn/barn_cow_0433_sess_001,side,none,none,no,human_verified
vp1k_0240,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690313636_14-33-56_14_3.jpg,ev_1690313636_c14,cow_14,tb_2_cam_3,side,severe,none,no,human_verified
vp1k_0241,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/594/594_0118.jpg,barn_cow_0594_sess_001,cow_594,barn/barn_cow_0594_sess_001,unknown / ambiguous,none,none,yes,human_verified
vp1k_0242,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/168/168_0288.jpg,barn_cow_0168_sess_001,cow_168,barn/barn_cow_0168_sess_001,side,none,none,no,human_verified
vp1k_0243,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/843/843_0092.jpg,parlor_cow_0843_sess_004,cow_843,parlor/parlor_cow_0843_sess_004,side,severe,none,no,human_verified
vp1k_0244,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/627/627_0092.jpg,barn_cow_0627_sess_001,cow_627,barn/barn_cow_0627_sess_001,side,none,none,no,human_verified
vp1k_0245,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690308806_13-13-26_2_3.jpg,ev_1690308806_c2,cow_2,tb_2_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0246,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/792/792_0169.jpg,parlor_cow_0792_sess_009,cow_792,parlor/parlor_cow_0792_sess_009,side,none,none,no,human_verified
vp1k_0247,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/465/465_0079.jpg,barn_cow_0465_sess_001,cow_465,barn/barn_cow_0465_sess_001,side,none,partial,no,human_verified
vp1k_0248,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690322036_16-53-56_3_3.jpg,ev_1690322036_c3,cow_3,tb_3_cam_3,side,partial,none,no,human_verified
vp1k_0249,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/845/845_0100.jpg,parlor_cow_0845_sess_005,cow_845,parlor/parlor_cow_0845_sess_005,side,severe,none,no,human_verified
vp1k_0250,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/L-i6336.jpg,STEREO_burst_0133,,STEREO_Farm3/STEREO_blk_133,unknown / ambiguous,none,none,yes,human_verified
vp1k_0251,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_2747_5.jpg,GS_burst_1934,,GS_Gansu/GS_2747,rear,none,none,no,human_verified
vp1k_0252,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690274531_03-42-11_16_2.jpg,ev_1690274531_c16,cow_16,tb_1_cam_2,unknown / ambiguous,none,none,no,human_verified
vp1k_0253,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/565/565_0418.jpg,parlor_cow_0565_sess_017,cow_565,parlor/parlor_cow_0565_sess_017,side,severe,none,no,human_verified
vp1k_0254,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690325336_17-48-56_11_3.jpg,ev_1690325336_c11,cow_11,tb_3_cam_3,side,severe,none,no,human_verified
vp1k_0255,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_896_4.jpg,YM_burst_1940,,YM_Farm2/YM_896,rear,none,none,yes,human_verified
vp1k_0256,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690274576_03-42-56_14_1.jpg,ev_1690274576_c14,cow_14,tb_1_cam_1,unknown / ambiguous,severe,none,no,human_verified
vp1k_0257,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/176/176_0237.jpg,barn_cow_0176_sess_001,cow_176,barn/barn_cow_0176_sess_001,side,none,none,yes,human_verified
vp1k_0258,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_1785_3.jpg,YM_burst_0872,,YM_Farm2/YM_1785,rear,none,none,yes,human_verified
vp1k_0259,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690289081_07-44-41_6_3.jpg,ev_1690289081_c6,cow_6,tb_2_cam_3,unknown / ambiguous,none,none,no,human_verified
vp1k_0260,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_2725_3.jpg,GS_burst_1910,,GS_Gansu/GS_2725,rear,none,none,no,human_verified
vp1k_0261,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/986/986_0005.jpg,snap_cow_0986_sess_002,cow_986,snapshots/snap_cow_0986_sess_002,side,none,none,no,human_verified
vp1k_0262,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_3049_5.jpg,GS_burst_2270,,GS_Gansu/GS_3049,rear,none,none,no,human_verified
vp1k_0263,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690346231_23-37-11_12_2.jpg,ev_1690346231_c12,cow_12,tb_3_cam_2,unknown / ambiguous,severe,none,no,human_verified
vp1k_0264,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/406/406_0082.jpg,barn_cow_0406_sess_001,cow_406,barn/barn_cow_0406_sess_001,side,none,partial,no,human_verified
vp1k_0265,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690296221_09-43-41_1_3.jpg,ev_1690296221_c1,cow_1,tb_2_cam_3,side,partial,none,no,human_verified
vp1k_0266,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/207/207_0083.jpg,barn_cow_0207_sess_001,cow_207,barn/barn_cow_0207_sess_001,side,none,none,no,human_verified
vp1k_0267,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_1917_5.jpg,YM_burst_1018,,YM_Farm2/YM_1917,rear,none,none,yes,human_verified
vp1k_0268,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_2562_4.jpg,GS_burst_1729,,GS_Gansu/GS_2562,rear,none,none,no,human_verified
vp1k_0269,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_1887_4.jpg,GS_burst_0983,,GS_Gansu/GS_1887,rear,none,partial,no,human_verified
vp1k_0270,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_30_3.jpg,YM_burst_1279,,YM_Farm2/YM_30,rear,none,none,yes,human_verified
vp1k_0271,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/428/428_0247.jpg,barn_cow_0428_sess_001,cow_428,barn/barn_cow_0428_sess_001,side,partial,none,no,human_verified
vp1k_0272,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_2181_4.jpg,GS_burst_1307,,GS_Gansu/GS_2181,rear,none,severe,no,human_verified
vp1k_0273,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/192/192_0093.jpg,barn_cow_0192_sess_001,cow_192,barn/barn_cow_0192_sess_001,side,none,none,no,human_verified
vp1k_0274,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690320551_16-29-11_15_2.jpg,ev_1690320551_c15,cow_15,tb_3_cam_2,unknown / ambiguous,none,none,no,human_verified
vp1k_0275,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/GS_888_5.jpg,GS_burst_3215,,GS_Gansu/GS_888,rear,none,none,no,human_verified
vp1k_0276,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/YM_540_4.jpg,YM_burst_1546,,YM_Farm2/YM_540,rear,none,none,no,human_verified
vp1k_0277,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/241/241_0088.jpg,barn_cow_0241_sess_001,cow_241,barn/barn_cow_0241_sess_001,side,partial,none,no,human_verified
vp1k_0278,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/823/823_0295.jpg,parlor_cow_0823_sess_014,cow_823,parlor/parlor_cow_0823_sess_014,side,partial,partial,no,human_verified
