sample_id,dataset,t,frame_index,tracklet_id,bbox,prompt_strategy,fallback_used,mask_success,mask_pixels,mask_area_ratio,failure_reason
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,1,1,12.0,already_cached,cvb_gt_bbox,False,True,10477,0.2088,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,2,2,12.0,already_cached,cvb_gt_bbox,False,True,14854,0.296,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,3,3,12.0,already_cached,cvb_gt_bbox,False,True,14391,0.2868,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,4,4,12.0,already_cached,cvb_gt_bbox,False,True,21379,0.4261,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,5,5,12.0,already_cached,cvb_gt_bbox,False,True,23035,0.4591,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,6,6,12.0,already_cached,cvb_gt_bbox,False,True,21613,0.4307,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr12_seg0,cvb,7,7,12.0,already_cached,cvb_gt_bbox,False,True,26587,0.5299,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr5_seg0,cvb,0,0,5.0,already_cached,cvb_gt_bbox,False,True,27814,0.5543,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr5_seg0,cvb,1,1,5.0,already_cached,cvb_gt_bbox,False,True,24730,0.4929,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr5_seg0,cvb,2,2,5.0,already_cached,cvb_gt_bbox,False,True,23488,0.4681,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr5_seg0,cvb,3,3,5.0,already_cached,cvb_gt_bbox,False,True,22855,0.4555,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr5_seg0,cvb,4,4,5.0,already_cached,cvb_gt_bbox,False,True,24221,0.4827,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr5_seg0,cvb,5,5,5.0,already_cached,cvb_gt_bbox,False,True,30405,0.606,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr5_seg0,cvb,6,6,5.0,already_cached,cvb_gt_bbox,False,True,33770,0.673,
cvb_0002_arm01_gopro1_20200322_222554_beh7_ani1_ins1_cut_1_tr5_seg0,cvb,7,7,5.0,already_cached,cvb_gt_bbox,False,True,33065,0.659,
cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr7_seg0,cvb,0,0,7.0,already_cached,cvb_gt_bbox,False,True,28536,0.5687,
cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr7_seg0,cvb,1,1,7.0,already_cached,cvb_gt_bbox,False,True,31390,0.6256,
cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr7_seg0,cvb,2,2,7.0,already_cached,cvb_gt_bbox,False,True,36576,0.729,
cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr7_seg0,cvb,3,3,7.0,already_cached,cvb_gt_bbox,False,True,39938,0.796,
cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr7_seg0,cvb,4,4,7.0,already_cached,cvb_gt_bbox,False,True,33768,0.673,
cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr7_seg0,cvb,5,5,7.0,already_cached,cvb_gt_bbox,False,True,32573,0.6492,
cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr7_seg0,cvb,6,6,7.0,already_cached,cvb_gt_bbox,False,True,33311,0.6639,
cvb_0004_arm01_gopro1_20200322_222554_beh1_ani2_ins1_cut_39_tr7_seg0,cvb,7,7,7.0,already_cached,cvb_gt_bbox,False,True,33665,0.6709,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr7_seg0,cvb,0,0,7.0,already_cached,cvb_gt_bbox,False,True,28416,0.5663,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr7_seg0,cvb,1,1,7.0,already_cached,cvb_gt_bbox,False,True,29534,0.5886,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr7_seg0,cvb,2,2,7.0,already_cached,cvb_gt_bbox,False,True,28797,0.5739,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr7_seg0,cvb,3,3,7.0,already_cached,cvb_gt_bbox,False,True,28115,0.5603,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr7_seg0,cvb,4,4,7.0,already_cached,cvb_gt_bbox,False,True,30421,0.6063,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr7_seg0,cvb,5,5,7.0,already_cached,cvb_gt_bbox,False,True,30274,0.6034,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr7_seg0,cvb,6,6,7.0,already_cached,cvb_gt_bbox,False,True,30657,0.611,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr7_seg0,cvb,7,7,7.0,already_cached,cvb_gt_bbox,False,True,32631,0.6503,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr8_seg0,cvb,0,0,8.0,already_cached,cvb_gt_bbox,False,True,34418,0.6859,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr8_seg0,cvb,1,1,8.0,already_cached,cvb_gt_bbox,False,True,31342,0.6246,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr8_seg0,cvb,2,2,8.0,already_cached,cvb_gt_bbox,False,True,30587,0.6096,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr8_seg0,cvb,3,3,8.0,already_cached,cvb_gt_bbox,False,True,26080,0.5198,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr8_seg0,cvb,4,4,8.0,already_cached,cvb_gt_bbox,False,True,21614,0.4308,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr8_seg0,cvb,5,5,8.0,already_cached,cvb_gt_bbox,False,True,19387,0.3864,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr8_seg0,cvb,6,6,8.0,already_cached,cvb_gt_bbox,False,True,20549,0.4095,
cvb_0047_arm01_gopro1_20200322_235424_beh7_ani1_ins1_cut_1_tr8_seg0,cvb,7,7,8.0,already_cached,cvb_gt_bbox,False,True,22479,0.448,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr4_seg0,cvb,0,0,4.0,already_cached,cvb_gt_bbox,False,True,25618,0.5106,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr4_seg0,cvb,1,1,4.0,already_cached,cvb_gt_bbox,False,True,23588,0.4701,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr4_seg0,cvb,2,2,4.0,already_cached,cvb_gt_bbox,False,True,20439,0.4073,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr4_seg0,cvb,3,3,4.0,already_cached,cvb_gt_bbox,False,True,17418,0.3471,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr4_seg0,cvb,4,4,4.0,already_cached,cvb_gt_bbox,False,True,20296,0.4045,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr4_seg0,cvb,5,5,4.0,already_cached,cvb_gt_bbox,False,True,17863,0.356,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr4_seg0,cvb,6,6,4.0,already_cached,cvb_gt_bbox,False,True,15370,0.3063,
cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr4_seg0,cvb,7,7,4.0,already_cached,cvb_gt_bbox,False,True,19715,0.3929,
beef_1_1_clip_0,beef_cattle_behavior,0,0,1.0,already_cached,beef_cached,False,True,13725,0.2735,
beef_1_1_clip_0,beef_cattle_behavior,1,1,1.0,already_cached,beef_cached,False,True,13996,0.2789,
beef_1_1_clip_0,beef_cattle_behavior,2,2,1.0,already_cached,beef_cached,False,True,13994,0.2789,
beef_1_1_clip_0,beef_cattle_behavior,3,3,1.0,already_cached,beef_cached,False,True,18441,0.3675,
beef_1_1_clip_0,beef_cattle_behavior,4,4,1.0,already_cached,beef_cached,False,True,16936,0.3375,
beef_1_1_clip_0,beef_cattle_behavior,5,5,1.0,already_cached,beef_cached,False,True,15890,0.3167,
beef_1_1_clip_0,beef_cattle_behavior,6,6,1.0,already_cached,beef_cached,False,True,13967,0.2784,
beef_1_1_clip_0,beef_cattle_behavior,7,7,1.0,already_cached,beef_cached,False,True,14105,0.2811,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr4_seg0,cvb,0,0,4.0,already_cached,cvb_gt_bbox,False,True,33385,0.6654,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr4_seg0,cvb,1,1,4.0,already_cached,cvb_gt_bbox,False,True,35077,0.6991,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr4_seg0,cvb,2,2,4.0,already_cached,cvb_gt_bbox,False,True,36497,0.7274,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr4_seg0,cvb,3,3,4.0,already_cached,cvb_gt_bbox,False,True,34696,0.6915,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr4_seg0,cvb,4,4,4.0,already_cached,cvb_gt_bbox,False,True,31325,0.6243,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr4_seg0,cvb,5,5,4.0,already_cached,cvb_gt_bbox,False,True,30699,0.6118,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr4_seg0,cvb,6,6,4.0,already_cached,cvb_gt_bbox,False,True,30138,0.6006,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr4_seg0,cvb,7,7,4.0,already_cached,cvb_gt_bbox,False,True,28710,0.5722,
beef_00000000514000000_15_clip_19,beef_cattle_behavior,0,0,,,beef_center_point_fallback,True,True,13949,0.278,
beef_00000000514000000_15_clip_19,beef_cattle_behavior,1,12,,,beef_center_point_fallback,True,True,2258,0.045,
beef_00000000514000000_15_clip_19,beef_cattle_behavior,2,24,,,beef_center_point_fallback,True,True,6538,0.1303,
beef_00000000514000000_15_clip_19,beef_cattle_behavior,3,36,,,beef_center_point_fallback,True,True,1324,0.0264,
beef_00000000514000000_15_clip_19,beef_cattle_behavior,4,49,,,beef_center_point_fallback,True,True,1385,0.0276,
beef_00000000514000000_15_clip_19,beef_cattle_behavior,5,61,,,beef_center_point_fallback,True,False,0,0.0,sam_returned_empty_mask
cvb_1282_arm01_gopro3_20200326_033755_beh8_ani1_ins1_cut_00001_tr1_seg0,cvb,0,0,1.0,already_cached,cvb_gt_bbox,False,True,32796,0.6536,
cvb_1282_arm01_gopro3_20200326_033755_beh8_ani1_ins1_cut_00001_tr1_seg0,cvb,1,1,1.0,already_cached,cvb_gt_bbox,False,True,34811,0.6938,
cvb_1282_arm01_gopro3_20200326_033755_beh8_ani1_ins1_cut_00001_tr1_seg0,cvb,2,2,1.0,already_cached,cvb_gt_bbox,False,True,34396,0.6855,
cvb_1282_arm01_gopro3_20200326_033755_beh8_ani1_ins1_cut_00001_tr1_seg0,cvb,3,3,1.0,already_cached,cvb_gt_bbox,False,True,32939,0.6565,
cvb_1282_arm01_gopro3_20200326_033755_beh8_ani1_ins1_cut_00001_tr1_seg0,cvb,4,4,1.0,already_cached,cvb_gt_bbox,False,True,32468,0.6471,
cvb_1282_arm01_gopro3_20200326_033755_beh8_ani1_ins1_cut_00001_tr1_seg0,cvb,5,5,1.0,already_cached,cvb_gt_bbox,False,True,33569,0.669,
cvb_1282_arm01_gopro3_20200326_033755_beh8_ani1_ins1_cut_00001_tr1_seg0,cvb,6,6,1.0,already_cached,cvb_gt_bbox,False,True,36365,0.7247,
cvb_1282_arm01_gopro3_20200326_033755_beh8_ani1_ins1_cut_00001_tr1_seg0,cvb,7,7,1.0,already_cached,cvb_gt_bbox,False,True,36532,0.7281,
beef_104_2_clip_0,beef_cattle_behavior,0,0,2.0,already_cached,beef_cached,False,True,14916,0.2973,
beef_104_2_clip_0,beef_cattle_behavior,1,1,2.0,already_cached,beef_cached,False,True,13622,0.2715,
beef_104_2_clip_0,beef_cattle_behavior,2,2,2.0,already_cached,beef_cached,False,True,14927,0.2975,
beef_104_2_clip_0,beef_cattle_behavior,3,3,2.0,already_cached,beef_cached,False,True,14266,0.2843,
beef_104_2_clip_0,beef_cattle_behavior,4,4,2.0,already_cached,beef_cached,False,True,15714,0.3132,
beef_104_2_clip_0,beef_cattle_behavior,5,5,2.0,already_cached,beef_cached,False,True,15262,0.3042,
beef_104_2_clip_0,beef_cattle_behavior,6,6,2.0,already_cached,beef_cached,False,True,13510,0.2693,
beef_104_2_clip_0,beef_cattle_behavior,7,7,2.0,already_cached,beef_cached,False,True,15010,0.2991,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr0_seg0,cvb,0,0,0.0,already_cached,cvb_gt_bbox,False,True,30682,0.6115,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr0_seg0,cvb,1,1,0.0,already_cached,cvb_gt_bbox,False,True,37256,0.7425,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr0_seg0,cvb,2,2,0.0,already_cached,cvb_gt_bbox,False,True,35852,0.7145,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr0_seg0,cvb,3,3,0.0,already_cached,cvb_gt_bbox,False,True,32770,0.6531,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr0_seg0,cvb,4,4,0.0,already_cached,cvb_gt_bbox,False,True,35589,0.7093,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr0_seg0,cvb,5,5,0.0,already_cached,cvb_gt_bbox,False,True,34006,0.6777,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr0_seg0,cvb,6,6,0.0,already_cached,cvb_gt_bbox,False,True,33772,0.6731,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr0_seg0,cvb,7,7,0.0,already_cached,cvb_gt_bbox,False,True,32330,0.6443,
beef_1_4_clip_0,beef_cattle_behavior,0,0,4.0,already_cached,beef_cached,False,True,1269,0.0253,
beef_1_4_clip_0,beef_cattle_behavior,1,1,4.0,already_cached,beef_cached,False,True,1318,0.0263,
beef_1_4_clip_0,beef_cattle_behavior,2,2,4.0,already_cached,beef_cached,False,True,1318,0.0263,
beef_1_4_clip_0,beef_cattle_behavior,3,3,4.0,already_cached,beef_cached,False,True,1489,0.0297,
beef_1_4_clip_0,beef_cattle_behavior,4,4,4.0,already_cached,beef_cached,False,True,1381,0.0275,
beef_1_4_clip_0,beef_cattle_behavior,5,5,4.0,already_cached,beef_cached,False,True,1323,0.0264,
beef_1_4_clip_0,beef_cattle_behavior,6,6,4.0,already_cached,beef_cached,False,True,1464,0.0292,
beef_1_4_clip_0,beef_cattle_behavior,7,7,4.0,already_cached,beef_cached,False,True,1354,0.027,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr4_seg0,cvb,0,0,4.0,already_cached,cvb_gt_bbox,False,True,33161,0.6609,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr4_seg0,cvb,1,1,4.0,already_cached,cvb_gt_bbox,False,True,30460,0.6071,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr4_seg0,cvb,2,2,4.0,already_cached,cvb_gt_bbox,False,True,31978,0.6373,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr4_seg0,cvb,3,3,4.0,already_cached,cvb_gt_bbox,False,True,28351,0.565,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr4_seg0,cvb,4,4,4.0,already_cached,cvb_gt_bbox,False,True,25542,0.509,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr4_seg0,cvb,5,5,4.0,already_cached,cvb_gt_bbox,False,True,35667,0.7108,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr4_seg0,cvb,6,6,4.0,already_cached,cvb_gt_bbox,False,True,36258,0.7226,
cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_1_tr4_seg0,cvb,7,7,4.0,already_cached,cvb_gt_bbox,False,True,34989,0.6973,
cvb_0482_arm01_gopro1_20200324_020435_beh9_ani5_ins1_cut_1_tr9_seg0,cvb,0,0,9.0,already_cached,cvb_gt_bbox,False,True,25810,0.5144,
cvb_0482_arm01_gopro1_20200324_020435_beh9_ani5_ins1_cut_1_tr9_seg0,cvb,1,1,9.0,already_cached,cvb_gt_bbox,False,True,21218,0.4229,
cvb_0482_arm01_gopro1_20200324_020435_beh9_ani5_ins1_cut_1_tr9_seg0,cvb,2,2,9.0,already_cached,cvb_gt_bbox,False,True,24897,0.4962,
cvb_0482_arm01_gopro1_20200324_020435_beh9_ani5_ins1_cut_1_tr9_seg0,cvb,3,3,9.0,already_cached,cvb_gt_bbox,False,True,25230,0.5028,
cvb_0482_arm01_gopro1_20200324_020435_beh9_ani5_ins1_cut_1_tr9_seg0,cvb,4,4,9.0,already_cached,cvb_gt_bbox,False,True,21072,0.42,
cvb_0482_arm01_gopro1_20200324_020435_beh9_ani5_ins1_cut_1_tr9_seg0,cvb,5,5,9.0,already_cached,cvb_gt_bbox,False,True,21153,0.4216,
cvb_0482_arm01_gopro1_20200324_020435_beh9_ani5_ins1_cut_1_tr9_seg0,cvb,6,6,9.0,already_cached,cvb_gt_bbox,False,True,24472,0.4877,
cvb_0482_arm01_gopro1_20200324_020435_beh9_ani5_ins1_cut_1_tr9_seg0,cvb,7,7,9.0,already_cached,cvb_gt_bbox,False,True,23235,0.4631,
cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr4_seg0,cvb,0,0,4.0,already_cached,cvb_gt_bbox,False,True,24832,0.4949,
cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr4_seg0,cvb,1,1,4.0,already_cached,cvb_gt_bbox,False,True,25203,0.5023,
cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr4_seg0,cvb,2,2,4.0,already_cached,cvb_gt_bbox,False,True,24958,0.4974,
cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr4_seg0,cvb,3,3,4.0,already_cached,cvb_gt_bbox,False,True,21921,0.4369,
cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr4_seg0,cvb,4,4,4.0,already_cached,cvb_gt_bbox,False,True,22370,0.4458,
cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr4_seg0,cvb,5,5,4.0,already_cached,cvb_gt_bbox,False,True,25126,0.5008,
cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr4_seg0,cvb,6,6,4.0,already_cached,cvb_gt_bbox,False,True,19813,0.3949,
cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr4_seg0,cvb,7,7,4.0,already_cached,cvb_gt_bbox,False,True,19658,0.3918,
