dataset,behavior_canonical,split,sample_id,t,pred_viewpoint,confidence,entropy_nats,prob_front,prob_side,prob_rear,low_confidence_flag
cvb,Drinking,train,cvb_0089_arm01_gopro1_20200323_002948_beh7_ani2_ins1_cut_2_tr0_seg0,2,side,0.5104,1.0132,0.3127,0.5104,0.1768,False
cvb,Drinking,train,cvb_0089_arm01_gopro1_20200323_002948_beh7_ani2_ins1_cut_2_tr0_seg0,3,side,0.9266,0.2984,0.0142,0.9266,0.0592,False
cvb,Drinking,train,cvb_0089_arm01_gopro1_20200323_002948_beh7_ani2_ins1_cut_2_tr0_seg0,4,side,0.9199,0.3244,0.0203,0.9199,0.0598,False
cvb,Drinking,train,cvb_0089_arm01_gopro1_20200323_002948_beh7_ani2_ins1_cut_2_tr0_seg0,5,side,0.8297,0.5742,0.0891,0.8297,0.0812,False
cvb,Drinking,train,cvb_0089_arm01_gopro1_20200323_002948_beh7_ani2_ins1_cut_2_tr0_seg0,6,side,0.9178,0.3398,0.0343,0.9178,0.0478,False
cvb,Drinking,train,cvb_0089_arm01_gopro1_20200323_002948_beh7_ani2_ins1_cut_2_tr0_seg0,7,side,0.9284,0.3058,0.0283,0.9284,0.0433,False
cvb,Drinking,train,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr10_seg0,0,side,0.9793,0.1105,0.0037,0.9793,0.0171,False
cvb,Drinking,train,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr10_seg0,1,side,0.9502,0.2176,0.0067,0.9502,0.0432,False
cvb,Drinking,train,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr10_seg0,2,side,0.9505,0.2207,0.0091,0.9505,0.0405,False
cvb,Drinking,train,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr10_seg0,3,side,0.9048,0.3466,0.0102,0.9048,0.085,False
cvb,Drinking,train,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr10_seg0,4,side,0.9699,0.1527,0.0084,0.9699,0.0217,False
cvb,Drinking,train,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr10_seg0,5,side,0.9721,0.1425,0.0065,0.9721,0.0214,False
cvb,Drinking,train,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr10_seg0,6,side,0.9242,0.2932,0.0077,0.9242,0.0681,False
cvb,Drinking,train,cvb_0051_arm01_gopro1_20200322_235424_beh8_ani1_ins2_cut_3_tr10_seg0,7,side,0.9741,0.129,0.0027,0.9741,0.0232,False
cvb,Drinking,train,cvb_0190_arm01_gopro1_20200323_014036_beh7_ani6_ins1_cut_2_tr4_seg0,0,side,0.7549,0.7266,0.1267,0.7549,0.1184,False
cvb,Drinking,train,cvb_0190_arm01_gopro1_20200323_014036_beh7_ani6_ins1_cut_2_tr4_seg0,1,side,0.8027,0.633,0.0916,0.8027,0.1057,False
cvb,Drinking,train,cvb_0190_arm01_gopro1_20200323_014036_beh7_ani6_ins1_cut_2_tr4_seg0,2,side,0.9568,0.2073,0.0246,0.9568,0.0186,False
cvb,Drinking,train,cvb_0190_arm01_gopro1_20200323_014036_beh7_ani6_ins1_cut_2_tr4_seg0,3,side,0.9754,0.132,0.0143,0.9754,0.0103,False
cvb,Drinking,train,cvb_0190_arm01_gopro1_20200323_014036_beh7_ani6_ins1_cut_2_tr4_seg0,4,side,0.8334,0.5495,0.047,0.8334,0.1196,False
cvb,Drinking,train,cvb_0190_arm01_gopro1_20200323_014036_beh7_ani6_ins1_cut_2_tr4_seg0,5,side,0.8196,0.5946,0.1047,0.8196,0.0756,False
cvb,Drinking,train,cvb_0190_arm01_gopro1_20200323_014036_beh7_ani6_ins1_cut_2_tr4_seg0,6,side,0.8241,0.5819,0.1093,0.8241,0.0666,False
cvb,Drinking,train,cvb_0190_arm01_gopro1_20200323_014036_beh7_ani6_ins1_cut_2_tr4_seg0,7,side,0.8362,0.5363,0.1244,0.8362,0.0394,False
cvb,Drinking,val,cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr3_seg0,0,side,0.4739,0.9255,0.0856,0.4739,0.4404,True
cvb,Drinking,val,cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr3_seg0,1,side,0.751,0.7067,0.0674,0.751,0.1816,False
cvb,Drinking,val,cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr3_seg0,2,side,0.6574,0.8219,0.0743,0.6574,0.2683,False
cvb,Drinking,val,cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr3_seg0,3,side,0.6896,0.7797,0.0658,0.6896,0.2446,False
cvb,Drinking,val,cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr3_seg0,4,side,0.9053,0.3733,0.0311,0.9053,0.0636,False
cvb,Drinking,val,cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr3_seg0,5,side,0.8629,0.4753,0.033,0.8629,0.1041,False
cvb,Drinking,val,cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr3_seg0,6,side,0.7969,0.6439,0.089,0.7969,0.114,False
cvb,Drinking,val,cvb_0680_arm01_gopro1_20200325_002001_beh8_ani8_ins4_cut_2_tr3_seg0,7,side,0.9388,0.2669,0.0175,0.9388,0.0437,False
cvb,Drinking,val,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr5_seg0,0,side,0.5988,0.9188,0.1206,0.5988,0.2806,False
cvb,Drinking,val,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr5_seg0,1,rear,0.4419,0.9826,0.1245,0.4336,0.4419,True
cvb,Drinking,val,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr5_seg0,2,side,0.629,0.8828,0.1074,0.629,0.2636,False
cvb,Drinking,val,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr5_seg0,3,rear,0.4932,1.0142,0.1669,0.3399,0.4932,True
cvb,Drinking,val,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr5_seg0,4,side,0.6141,0.8504,0.0705,0.6141,0.3154,False
cvb,Drinking,val,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr5_seg0,5,side,0.5015,0.8661,0.0549,0.5015,0.4435,False
cvb,Drinking,val,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr5_seg0,6,side,0.4955,0.9814,0.1304,0.4955,0.3742,True
cvb,Drinking,val,cvb_0040_arm01_gopro1_20200322_233642_beh7_ani8_ins1_cut_4_tr5_seg0,7,side,0.4583,0.9705,0.1156,0.4583,0.4261,True
cvb,Walking,train,cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr1_seg0,0,side,0.7289,0.7352,0.0664,0.7289,0.2047,False
cvb,Walking,train,cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr1_seg0,1,rear,0.5586,0.9414,0.1169,0.3245,0.5586,False
cvb,Walking,train,cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr1_seg0,2,rear,0.6265,0.7575,0.0269,0.3466,0.6265,False
cvb,Walking,train,cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr1_seg0,3,rear,0.7341,0.721,0.0599,0.2059,0.7341,False
cvb,Walking,train,cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr1_seg0,4,rear,0.6799,0.7833,0.0613,0.2589,0.6799,False
cvb,Walking,train,cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr1_seg0,5,rear,0.8565,0.5103,0.0773,0.0662,0.8565,False
cvb,Walking,train,cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr1_seg0,6,side,0.4528,1.0061,0.146,0.4528,0.4012,True
cvb,Walking,train,cvb_0082_arm01_gopro1_20200323_001206_beh7_ani4_ins1_cut_1_tr1_seg0,7,side,0.4812,1.0451,0.2169,0.4812,0.3019,True
cvb,Walking,train,cvb_0541_arm01_gopro1_20200324_223349+0000_beh7_ani1_ins1_cut_1_tr12_seg0,0,side,0.7818,0.6399,0.1699,0.7818,0.0483,False
cvb,Walking,train,cvb_0541_arm01_gopro1_20200324_223349+0000_beh7_ani1_ins1_cut_1_tr12_seg0,1,side,0.5188,1.0232,0.2662,0.5188,0.2149,False
cvb,Walking,train,cvb_0541_arm01_gopro1_20200324_223349+0000_beh7_ani1_ins1_cut_1_tr12_seg0,2,side,0.4584,1.0592,0.2308,0.4584,0.3108,True
cvb,Walking,train,cvb_0541_arm01_gopro1_20200324_223349+0000_beh7_ani1_ins1_cut_1_tr12_seg0,3,side,0.5928,0.9497,0.2448,0.5928,0.1625,False
cvb,Walking,train,cvb_0541_arm01_gopro1_20200324_223349+0000_beh7_ani1_ins1_cut_1_tr12_seg0,4,side,0.6505,0.8751,0.2243,0.6505,0.1252,False
cvb,Walking,train,cvb_0541_arm01_gopro1_20200324_223349+0000_beh7_ani1_ins1_cut_1_tr12_seg0,5,side,0.6084,0.9304,0.241,0.6084,0.1506,False
cvb,Walking,train,cvb_0541_arm01_gopro1_20200324_223349+0000_beh7_ani1_ins1_cut_1_tr12_seg0,6,side,0.5252,0.9911,0.3207,0.5252,0.1541,False
cvb,Walking,train,cvb_0541_arm01_gopro1_20200324_223349+0000_beh7_ani1_ins1_cut_1_tr12_seg0,7,side,0.5015,1.0054,0.3393,0.5015,0.1592,False
cvb,Walking,train,cvb_1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00044_tr1_seg0,0,rear,0.7251,0.7612,0.089,0.1859,0.7251,False
cvb,Walking,train,cvb_1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00044_tr1_seg0,1,rear,0.4262,1.0249,0.4105,0.1632,0.4262,True
cvb,Walking,train,cvb_1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00044_tr1_seg0,2,rear,0.8062,0.5967,0.1488,0.045,0.8062,False
cvb,Walking,train,cvb_1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00044_tr1_seg0,3,side,0.7409,0.7194,0.0662,0.7409,0.1929,False
cvb,Walking,train,cvb_1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00044_tr1_seg0,4,side,0.7218,0.7274,0.0535,0.7218,0.2247,False
cvb,Walking,train,cvb_1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00044_tr1_seg0,5,side,0.9329,0.2858,0.0484,0.9329,0.0187,False
cvb,Walking,train,cvb_1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00044_tr1_seg0,6,side,0.9708,0.1516,0.0112,0.9708,0.018,False
cvb,Walking,train,cvb_1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00044_tr1_seg0,7,side,0.9968,0.0235,0.0013,0.9968,0.0019,False
cvb,Walking,train,cvb_1271_arm01_gopro3_20200326_032013_beh4_ani4_ins1_cut_00005_tr9_seg0,0,front,0.8446,0.4397,0.8446,0.0014,0.154,False
cvb,Walking,train,cvb_1271_arm01_gopro3_20200326_032013_beh4_ani4_ins1_cut_00005_tr9_seg0,1,front,0.979,0.1113,0.979,0.0036,0.0174,False
cvb,Walking,train,cvb_1271_arm01_gopro3_20200326_032013_beh4_ani4_ins1_cut_00005_tr9_seg0,2,front,0.9002,0.3934,0.9002,0.0543,0.0455,False
cvb,Walking,train,cvb_1271_arm01_gopro3_20200326_032013_beh4_ani4_ins1_cut_00005_tr9_seg0,3,front,0.9037,0.3696,0.9037,0.0735,0.0228,False
cvb,Walking,train,cvb_1271_arm01_gopro3_20200326_032013_beh4_ani4_ins1_cut_00005_tr9_seg0,4,front,0.6194,0.8902,0.6194,0.2738,0.1068,False
cvb,Walking,train,cvb_1271_arm01_gopro3_20200326_032013_beh4_ani4_ins1_cut_00005_tr9_seg0,5,front,0.7703,0.6373,0.7703,0.1944,0.0353,False
cvb,Walking,train,cvb_1271_arm01_gopro3_20200326_032013_beh4_ani4_ins1_cut_00005_tr9_seg0,6,front,0.7139,0.7469,0.7139,0.2251,0.061,False
cvb,Walking,train,cvb_1271_arm01_gopro3_20200326_032013_beh4_ani4_ins1_cut_00005_tr9_seg0,7,front,0.8524,0.5206,0.8524,0.0699,0.0777,False
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,0,side,0.8353,0.5409,0.1227,0.8353,0.042,False
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,1,side,0.7893,0.6422,0.1492,0.7893,0.0616,False
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,2,side,0.8695,0.4772,0.0709,0.8695,0.0596,False
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,3,side,0.7791,0.6777,0.1301,0.7791,0.0908,False
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,4,rear,0.5482,0.9995,0.2036,0.2483,0.5482,False
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,5,side,0.4561,1.0391,0.1866,0.4561,0.3573,True
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,6,side,0.4397,1.0708,0.3112,0.4397,0.2491,True
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,7,rear,0.4067,1.0859,0.314,0.2793,0.4067,True
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,0,side,0.7779,0.5921,0.0181,0.7779,0.204,False
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,1,side,0.7779,0.5921,0.0181,0.7779,0.204,False
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,2,side,0.7779,0.5921,0.0181,0.7779,0.204,False
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,3,side,0.7779,0.5921,0.0181,0.7779,0.204,False
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,4,side,0.7779,0.5921,0.0181,0.7779,0.204,False
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,5,side,0.7779,0.5921,0.0181,0.7779,0.204,False
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,6,side,0.7779,0.5921,0.0181,0.7779,0.204,False
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,7,side,0.7779,0.5921,0.0181,0.7779,0.204,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_12,0,front,0.7554,0.7213,0.7554,0.0985,0.1462,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_12,1,side,0.758,0.6696,0.1969,0.758,0.045,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_12,2,front,0.3873,1.0922,0.3873,0.3055,0.3072,True
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_12,3,rear,0.4155,1.0327,0.4128,0.1717,0.4155,True
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_12,4,side,0.4798,1.0185,0.3537,0.4798,0.1665,True
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_12,5,front,0.5346,0.9939,0.5346,0.1659,0.2995,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_12,6,front,0.5041,1.01,0.5041,0.3288,0.1671,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_12,7,front,0.7877,0.6467,0.7877,0.1487,0.0637,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_27_clip_28,0,front,0.8836,0.4237,0.8836,0.0886,0.0278,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_27_clip_28,1,front,0.7695,0.6913,0.7695,0.146,0.0844,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_27_clip_28,2,front,0.5247,0.8506,0.5247,0.4259,0.0494,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_27_clip_28,3,side,0.673,0.7238,0.3006,0.673,0.0264,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_27_clip_28,4,front,0.7423,0.7364,0.7423,0.1693,0.0885,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_27_clip_28,5,side,0.4801,0.8386,0.4778,0.4801,0.0421,True
beef_cattle_behavior,Standing,train,beef_00000000580000000_27_clip_28,6,front,0.5345,0.7875,0.5345,0.4407,0.0248,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_27_clip_28,7,side,0.4551,1.0174,0.3867,0.4551,0.1582,True
beef_cattle_behavior,Standing,train,beef_00000000082000000_5_clip_110,0,front,0.9933,0.0435,0.9933,0.0013,0.0054,False
beef_cattle_behavior,Standing,train,beef_00000000082000000_5_clip_110,1,front,0.9981,0.0142,0.9981,0.0002,0.0016,False
beef_cattle_behavior,Standing,train,beef_00000000082000000_5_clip_110,2,front,0.9871,0.071,0.9871,0.0005,0.0125,False
beef_cattle_behavior,Standing,train,beef_00000000082000000_5_clip_110,3,front,0.995,0.0335,0.995,0.0007,0.0043,False
beef_cattle_behavior,Standing,train,beef_00000000082000000_5_clip_110,4,front,0.9683,0.1551,0.9683,0.0055,0.0262,False
beef_cattle_behavior,Standing,train,beef_00000000082000000_5_clip_110,5,front,0.9927,0.0458,0.9927,0.001,0.0063,False
beef_cattle_behavior,Standing,train,beef_00000000082000000_5_clip_110,6,front,0.9645,0.1596,0.9645,0.0015,0.034,False
beef_cattle_behavior,Standing,train,beef_00000000082000000_5_clip_110,7,front,0.9742,0.134,0.9742,0.006,0.0198,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_42,0,side,0.9019,0.3504,0.0894,0.9019,0.0087,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_42,1,front,0.6602,0.7568,0.6602,0.3033,0.0365,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_42,2,side,0.5618,0.8494,0.3841,0.5618,0.0541,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_42,3,front,0.5677,0.8393,0.5677,0.3821,0.0502,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_42,4,front,0.4436,1.0577,0.4436,0.3419,0.2145,True
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_42,5,front,0.5179,1.0122,0.5179,0.1822,0.2999,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_42,6,side,0.5826,0.8928,0.3306,0.5826,0.0868,False
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_42,7,side,0.7089,0.7512,0.2312,0.7089,0.06,False
beef_cattle_behavior,Standing,val,beef_186_2_clip_0,0,front,0.4256,1.0705,0.4256,0.2347,0.3397,True
beef_cattle_behavior,Standing,val,beef_186_2_clip_0,1,front,0.7986,0.6403,0.7986,0.1136,0.0878,False
beef_cattle_behavior,Standing,val,beef_186_2_clip_0,2,front,0.9614,0.1778,0.9614,0.0048,0.0337,False
beef_cattle_behavior,Standing,val,beef_186_2_clip_0,3,front,0.9288,0.2941,0.9288,0.0156,0.0556,False
beef_cattle_behavior,Standing,val,beef_186_2_clip_0,4,front,0.7287,0.7594,0.7287,0.1776,0.0937,False
beef_cattle_behavior,Standing,val,beef_186_2_clip_0,5,front,0.7756,0.6878,0.7756,0.1145,0.1099,False
beef_cattle_behavior,Standing,val,beef_186_2_clip_0,6,front,0.6277,0.9163,0.6277,0.1671,0.2053,False
beef_cattle_behavior,Standing,val,beef_186_2_clip_0,7,front,0.5172,1.0138,0.5172,0.1849,0.2979,False
beef_cattle_behavior,Standing,val,beef_00000000514000000_71_clip_1,0,rear,0.4049,1.0605,0.3865,0.2086,0.4049,True
beef_cattle_behavior,Standing,val,beef_00000000514000000_71_clip_1,1,front,0.3948,1.0629,0.3948,0.2122,0.3931,True
beef_cattle_behavior,Standing,val,beef_00000000514000000_71_clip_1,2,rear,0.5786,0.8093,0.3831,0.0384,0.5786,False
beef_cattle_behavior,Standing,val,beef_00000000514000000_71_clip_1,3,rear,0.6228,0.8258,0.3185,0.0587,0.6228,False
beef_cattle_behavior,Standing,val,beef_00000000514000000_71_clip_1,4,rear,0.3682,1.094,0.2914,0.3405,0.3682,True
beef_cattle_behavior,Standing,val,beef_00000000514000000_71_clip_1,5,rear,0.4881,0.8204,0.477,0.0349,0.4881,True
beef_cattle_behavior,Standing,val,beef_00000000514000000_71_clip_1,6,front,0.6521,0.716,0.6521,0.0177,0.3303,False
beef_cattle_behavior,Standing,val,beef_00000000514000000_71_clip_1,7,front,0.5714,0.7963,0.5714,0.0318,0.3968,False
beef_cattle_behavior,Lying,train,beef_00000000111000000_1_clip_73,0,front,0.5196,0.905,0.5196,0.0777,0.4026,False
beef_cattle_behavior,Lying,train,beef_00000000111000000_1_clip_73,1,front,0.3699,1.0956,0.3699,0.3183,0.3117,True
beef_cattle_behavior,Lying,train,beef_00000000111000000_1_clip_73,2,rear,0.6668,0.7627,0.2911,0.0421,0.6668,False
beef_cattle_behavior,Lying,train,beef_00000000111000000_1_clip_73,3,rear,0.448,0.9716,0.436,0.1161,0.448,True
beef_cattle_behavior,Lying,train,beef_00000000111000000_1_clip_73,4,front,0.5486,0.927,0.5486,0.0999,0.3515,False
beef_cattle_behavior,Lying,train,beef_00000000111000000_1_clip_73,5,front,0.6837,0.7621,0.6837,0.05,0.2663,False
beef_cattle_behavior,Lying,train,beef_00000000111000000_1_clip_73,6,front,0.6319,0.8852,0.6319,0.1133,0.2548,False
beef_cattle_behavior,Lying,train,beef_00000000111000000_1_clip_73,7,rear,0.7259,0.7771,0.1416,0.1325,0.7259,False
beef_cattle_behavior,Lying,train,beef_00000000580000000_3_clip_1,0,front,0.9897,0.0644,0.9897,0.0049,0.0054,False
beef_cattle_behavior,Lying,train,beef_00000000580000000_3_clip_1,1,front,0.999,0.0084,0.999,0.0003,0.0007,False
beef_cattle_behavior,Lying,train,beef_00000000580000000_3_clip_1,2,front,0.9971,0.0217,0.9971,0.0018,0.0011,False
beef_cattle_behavior,Lying,train,beef_00000000580000000_3_clip_1,3,front,0.9989,0.0093,0.9989,0.0007,0.0004,False
beef_cattle_behavior,Lying,train,beef_00000000580000000_3_clip_1,4,front,0.9998,0.0022,0.9998,0.0001,0.0001,False
beef_cattle_behavior,Lying,train,beef_00000000580000000_3_clip_1,5,front,0.9995,0.0047,0.9995,0.0002,0.0003,False
beef_cattle_behavior,Lying,train,beef_00000000580000000_3_clip_1,6,front,0.9993,0.0063,0.9993,0.0003,0.0004,False
beef_cattle_behavior,Lying,train,beef_00000000580000000_3_clip_1,7,front,0.9994,0.0053,0.9994,0.0002,0.0004,False
beef_cattle_behavior,Lying,train,beef_00000000109000000_4_clip_131,0,side,0.6592,0.7433,0.3108,0.6592,0.0301,False
beef_cattle_behavior,Lying,train,beef_00000000109000000_4_clip_131,1,front,0.6709,0.8615,0.6709,0.1698,0.1593,False
beef_cattle_behavior,Lying,train,beef_00000000109000000_4_clip_131,2,front,0.6473,0.8224,0.6473,0.2844,0.0683,False
beef_cattle_behavior,Lying,train,beef_00000000109000000_4_clip_131,3,front,0.8866,0.4108,0.8866,0.0903,0.023,False
beef_cattle_behavior,Lying,train,beef_00000000109000000_4_clip_131,4,front,0.8745,0.4476,0.8745,0.0946,0.0308,False
beef_cattle_behavior,Lying,train,beef_00000000109000000_4_clip_131,5,front,0.6865,0.7894,0.6865,0.2426,0.0709,False
beef_cattle_behavior,Lying,train,beef_00000000109000000_4_clip_131,6,front,0.7681,0.6624,0.7681,0.1819,0.05,False
beef_cattle_behavior,Lying,train,beef_00000000109000000_4_clip_131,7,front,0.786,0.5896,0.786,0.1922,0.0218,False
beef_cattle_behavior,Lying,train,beef_00000000111000000_4_clip_42,0,front,0.5999,0.8228,0.5999,0.3506,0.0495,False
beef_cattle_behavior,Lying,train,beef_00000000111000000_4_clip_42,1,front,0.7182,0.79,0.7182,0.1408,0.141,False
beef_cattle_behavior,Lying,train,beef_00000000111000000_4_clip_42,2,front,0.8061,0.6215,0.8061,0.1186,0.0753,False
beef_cattle_behavior,Lying,train,beef_00000000111000000_4_clip_42,3,front,0.7886,0.6116,0.7886,0.1759,0.0355,False
beef_cattle_behavior,Lying,train,beef_00000000111000000_4_clip_42,4,front,0.6092,0.7885,0.6092,0.3551,0.0357,False
beef_cattle_behavior,Lying,train,beef_00000000111000000_4_clip_42,5,front,0.896,0.4049,0.896,0.0595,0.0445,False
beef_cattle_behavior,Lying,train,beef_00000000111000000_4_clip_42,6,front,0.9569,0.2054,0.9569,0.0281,0.015,False
beef_cattle_behavior,Lying,train,beef_00000000111000000_4_clip_42,7,front,0.6991,0.7925,0.6991,0.2141,0.0868,False
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_40,0,front,0.6285,0.8912,0.6285,0.2545,0.117,False
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_40,1,side,0.3789,1.0889,0.3505,0.3789,0.2706,True
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_40,2,side,0.4389,1.0377,0.3811,0.4389,0.18,True
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_40,3,front,0.7596,0.7157,0.7596,0.1026,0.1379,False
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_40,4,front,0.562,0.9788,0.562,0.1719,0.2661,False
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_40,5,front,0.5872,0.964,0.5872,0.2072,0.2056,False
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_40,6,front,0.5636,0.9794,0.5636,0.1762,0.2602,False
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_40,7,front,0.879,0.4429,0.879,0.0845,0.0365,False
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_49,0,front,0.4194,1.0736,0.4194,0.3412,0.2394,True
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_49,1,side,0.5162,1.0232,0.276,0.5162,0.2079,False
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_49,2,side,0.722,0.7558,0.2002,0.722,0.0778,False
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_49,3,side,0.5637,0.9873,0.2243,0.5637,0.212,False
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_49,4,side,0.4121,1.0794,0.335,0.4121,0.253,True
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_49,5,front,0.3893,1.088,0.3893,0.2717,0.339,True
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_49,6,front,0.4379,1.0707,0.4379,0.3158,0.2463,True
beef_cattle_behavior,Lying,val,beef_00000000514000000_3_clip_49,7,side,0.5497,0.9946,0.2608,0.5497,0.1895,False
