cow_id,image_id,view,azimuth,elevation
cow32,cow32_23,front-left,149.889463,-4.106335
cow32,cow32_24,left,176.578843,-5.983457
cow32,cow32_25,back-left,208.401610,-5.566928
cow32,cow32_26,back-left,234.509433,-1.799278
cow32,cow32_27,back,253.956347,-0.902954
cow32,cow32_28,back,265.730882,-3.221575
cow32,cow32_29,back,286.977994,-6.351081
cow32,cow32_30,back-right,323.359871,-3.872947
cow32,cow32_31,back-right,331.831385,-1.548390
cow32,cow32_32,right,-1.615305,4.717779
cow32,cow32_33,right,21.590225,8.685329
cow32,cow32_34,front-right,41.511011,8.626042
cow32,cow32_35,front-right,61.048721,12.887989
cow32,cow32_36,front,92.919852,8.677271
cow32,cow32_37,front-left,119.953545,12.249732
cow32,cow32_38,front-left,126.097638,7.707668
cow32,cow32_39,front-left,149.403788,13.602076
cow32,cow32_40,left,182.563244,10.787387
cow32,cow32_41,back-left,207.997982,7.343609
cow32,cow32_42,back-left,215.303816,6.133523
cow32,cow32_43,back,254.062118,5.260253
cow32,cow32_44,back,268.017381,9.851049
cow32,cow32_45,back-right,296.561271,7.416303
cow32,cow32_46,back-right,313.899821,12.878265
cow32,cow32_47,back-right,334.589784,10.764347
cow32,cow32_48,right,-3.735912,25.397868
cow32,cow32_49,right,20.725936,25.524257
cow32,cow32_50,front-right,48.501326,23.052302
cow32,cow32_51,front,77.117375,28.354941
cow32,cow32_52,front,95.571889,22.252293
cow32,cow32_53,front-left,120.986210,27.231660
cow32,cow32_54,front-left,132.793388,26.137529
cow32,cow32_55,front-left,153.786283,28.122732
cow32,cow32_56,left,188.615129,24.701138
cow32,cow32_57,back-left,209.834763,27.655244
cow32,cow32_58,back-left,227.774328,26.996165
cow32,cow32_59,back-left,239.751142,21.578243
cow32,cow32_60,back,277.772366,28.666266
cow32,cow32_61,back-right,301.552501,27.190495
cow32,cow32_62,back-right,310.033138,22.787900
cow32,cow32_63,back-right,332.979780,20.823795
cow32,cow32_64,right,1.636790,44.031156
cow32,cow32_65,front-right,25.496630,38.914170
cow32,cow32_66,front-right,38.469387,44.343010
cow32,cow32_67,front,75.462445,40.251309
cow32,cow32_68,front,90.309394,35.950436
cow32,cow32_69,front-left,114.674686,38.824468
cow32,cow32_70,front-left,143.313967,41.023003
cow32,cow32_71,front-left,152.531928,39.229485
cow32,cow32_72,left,180.142482,43.156492
cow32,cow32_73,left,197.614709,35.167903
cow32,cow32_74,back-left,227.694490,40.928242
cow32,cow32_75,back,248.987965,41.441022
cow32,cow32_76,back,266.189836,37.494663
cow32,cow32_77,back-right,301.287167,40.559310
cow32,cow32_78,back-right,323.865862,42.357665
cow32,cow32_79,right,339.372546,39.533603
cow32,cow32_80,right,-4.769023,50.812520
cow32,cow32_81,right,21.700461,53.933177
cow32,cow32_82,front-right,54.714025,58.001485
cow32,cow32_83,front,74.716699,56.175917
cow32,cow32_84,front,97.361528,51.015815
cow32,cow32_85,front-left,120.948702,50.897176
cow32,cow32_86,front-left,140.101215,53.102280
cow32,cow32_87,front-left,150.595460,58.989100
cow32,cow32_88,left,184.034943,49.873198
cow32,cow32_89,left,199.593827,54.477850
cow32,cow32_90,back-left,227.565219,54.706683
cow32,cow32_91,back,253.315302,53.768303
cow32,cow32_92,back,276.524917,57.747773
cow32,cow32_93,back-right,299.824360,49.950564
cow32,cow32_94,back-right,306.034921,57.428025
cow32,cow32_95,back-right,337.301127,57.089840
cow35,cow35_0,right,7.680329,-15.224698
cow35,cow35_1,right,14.898625,-17.319141
cow35,cow35_2,front-right,51.201881,-15.605471
cow35,cow35_3,front-right,60.308105,-22.226828
cow35,cow35_4,front,90.925877,-17.103341
cow35,cow35_5,front-left,121.865975,-23.907152
cow35,cow35_6,front-left,143.157896,-19.013547
cow35,cow35_7,front-left,152.006160,-15.223534
cow35,cow35_8,left,184.289957,-20.416234
cow35,cow35_9,back-left,203.240168,-20.300801
cow35,cow35_10,back-left,233.072876,-20.584378
cow35,cow35_11,back-left,242.497191,-18.321686
cow35,cow35_12,back,260.089167,-19.821394
cow35,cow35_13,back-right,293.313140,-17.022145
cow35,cow35_14,back-right,324.909811,-19.268836
cow35,cow35_15,right,347.176513,-15.796478
cow35,cow35_16,right,0.709369,-0.882758
cow35,cow35_17,right,20.288187,-4.339264
cow35,cow35_18,front-right,40.630446,-7.763447
cow35,cow35_19,front-right,67.392052,-6.480486
cow35,cow35_20,front,99.809509,-10.137385
cow35,cow35_21,front,104.085300,-9.998754
cow35,cow35_22,front-left,130.665377,-8.085081
cow35,cow35_23,left,158.300926,-1.922052
cow35,cow35_24,left,178.249667,-6.079808
cow35,cow35_25,left,194.135253,-5.579298
cow35,cow35_26,back-left,220.854557,-6.163353
cow35,cow35_27,back-left,243.087407,-4.614312
cow35,cow35_28,back,270.793664,-10.077868
cow35,cow35_29,back-right,294.372624,-4.692386
cow35,cow35_30,back-right,322.907683,-2.656085
cow35,cow35_31,back-right,329.276392,-0.341686
cow35,cow35_32,right,-5.312902,7.834011
cow35,cow35_33,right,20.711494,6.573314
cow35,cow35_34,front-right,37.492711,11.765063
cow35,cow35_35,front,70.770021,8.600888
cow35,cow35_36,front,81.173611,12.760075
cow35,cow35_37,front,112.412901,13.764437
cow35,cow35_38,front-left,133.162221,8.415337
cow35,cow35_39,front-left,153.244168,14.525908
cow35,cow35_40,left,174.813114,6.330501
cow35,cow35_41,back-left,207.510125,7.464022
cow35,cow35_42,back-left,233.844287,12.209228
cow35,cow35_43,back-left,240.908256,5.001669
cow35,cow35_44,back,265.758508,8.744396
cow35,cow35_45,back,288.688471,9.996056
cow35,cow35_46,back-right,309.479313,8.243326
cow35,cow35_47,right,343.892510,8.452178
cow35,cow35_48,right,-8.926673,20.392095
cow35,cow35_49,right,21.750974,24.234715
cow35,cow35_50,front-right,52.972074,29.305558
cow35,cow35_51,front,76.507940,28.617837
cow35,cow35_52,front,91.261980,22.304897
cow35,cow35_53,front,103.853148,23.323740
cow35,cow35_54,front-left,127.965712,22.756845
cow35,cow35_55,left,162.654872,27.185561
cow35,cow35_56,left,175.531369,28.657366
cow35,cow35_57,left,194.447021,25.611970
cow35,cow35_58,back-left,225.164044,29.482410
cow35,cow35_59,back-left,247.292298,27.240977
cow35,cow35_60,back,279.391173,24.974302
cow35,cow35_61,back-right,299.052100,28.058482
cow35,cow35_62,back-right,316.720554,23.140596
cow35,cow35_63,back-right,336.086217,22.265624
cow35,cow35_64,right,-6.029578,43.798988
cow35,cow35_65,right,18.677707,43.605798
cow35,cow35_66,front-right,48.405498,43.671676
cow35,cow35_67,front-right,61.483422,40.539440
cow35,cow35_68,front,84.097057,42.251466
cow35,cow35_69,front,107.476189,37.258085
cow35,cow35_70,front-left,138.178660,37.347399
cow35,cow35_71,front-left,150.114215,43.546174
cow35,cow35_72,left,189.687590,40.218674
cow35,cow35_73,left,201.646123,39.047380
cow35,cow35_74,back-left,228.399390,36.745315
cow35,cow35_75,back-left,247.298882,35.344161
cow35,cow35_76,back,266.917997,35.545144
cow35,cow35_77,back,292.349726,43.231296
cow35,cow35_78,back-right,324.960611,39.772398
cow35,cow35_79,back-right,330.280461,39.580670
cow35,cow35_80,right,-1.419875,56.498629
cow35,cow35_81,front-right,29.552619,52.403641
cow35,cow35_82,front-right,50.154291,53.216597
cow35,cow35_83,front,69.723207,51.506669
cow35,cow35_84,front,94.041393,51.937579
cow35,cow35_85,front,108.260148,52.976466
cow35,cow35_86,front-left,138.945062,56.428194
cow35,cow35_87,left,160.329075,58.044457
cow35,cow35_88,left,180.362529,51.912943
cow35,cow35_89,left,194.369838,49.868183
cow35,cow35_90,back-left,223.325452,52.561481
cow35,cow35_91,back,249.041052,54.796700
cow35,cow35_92,back,266.834512,50.378805
cow35,cow35_93,back,285.760714,52.194083
cow35,cow35_94,back-right,318.485844,50.350942
cow35,cow35_95,back-right,334.206872,55.420353
cow36,cow36_0,right,2.921971,-15.464592
cow36,cow36_1,front-right,25.365053,-17.600117
cow36,cow36_2,front-right,47.203813,-18.023019
cow36,cow36_3,front-right,65.488596,-17.168962
cow36,cow36_4,front,81.040111,-20.729424
cow36,cow36_5,front,111.891313,-21.197080
cow36,cow36_6,front-left,131.265826,-18.310176
cow36,cow36_7,left,161.705734,-20.005087
cow36,cow36_8,left,189.247006,-23.368508
cow36,cow36_9,left,194.571274,-20.559188
cow36,cow36_10,back-left,230.192509,-17.427114
cow36,cow36_11,back-left,243.130820,-17.223471
cow36,cow36_12,back,272.317786,-15.641327
cow36,cow36_13,back-right,294.641718,-20.443751
cow36,cow36_14,back-right,320.220005,-15.436135
cow36,cow36_15,back-right,331.436238,-15.927468
cow36,cow36_16,right,1.940677,-5.476953
cow36,cow36_17,right,20.046531,-3.783637
cow36,cow36_18,front-right,51.561701,-6.473044
cow36,cow36_19,front,76.207156,-5.053608
cow36,cow36_20,front,85.094623,-4.191098
cow36,cow36_21,front,112.055906,-4.827922
cow36,cow36_22,front-left,132.000866,-1.453457
cow36,cow36_23,left,165.724147,-3.589201
cow36,cow36_24,left,181.109520,-0.481224
cow36,cow36_25,left,197.762573,-4.544950
cow36,cow36_26,back-left,224.006428,-3.510238
cow36,cow36_27,back,248.050619,-5.977014
cow36,cow36_28,back,265.686183,-3.429310
cow36,cow36_29,back-right,298.850798,-5.464597
cow36,cow36_30,back-right,310.402387,-6.648192
cow36,cow36_31,right,345.462669,-0.283666
cow36,cow36_32,right,-0.473476,7.171255
cow36,cow36_33,right,14.693425,13.807196
cow36,cow36_34,front-right,50.801211,6.100454
cow36,cow36_35,front-right,66.196554,11.776566
cow36,cow36_36,front,87.352133,9.855663
cow36,cow36_37,front,110.764367,11.296364
cow36,cow36_38,front-left,132.674186,7.880694
cow36,cow36_39,left,158.058102,12.696235
cow36,cow36_40,left,183.748448,8.441863
cow36,cow36_41,left,202.138943,12.616489
cow36,cow36_42,back-left,228.105742,6.084740
cow36,cow36_43,back,253.853806,14.378195
cow36,cow36_44,back,278.159279,14.111574
cow36,cow36_45,back-right,297.153230,4.987959
cow36,cow36_46,back-right,323.775474,9.633426
cow36,cow36_47,back-right,334.529888,12.422086
cow36,cow36_48,right,-8.338841,27.182747
cow36,cow36_49,front-right,28.216219,21.032478
cow36,cow36_50,front-right,51.345352,25.427208
cow36,cow36_51,front-right,66.708656,25.662873
cow36,cow36_52,front,84.695006,22.860149
cow36,cow36_53,front,102.986530,22.129526
cow36,cow36_54,front-left,133.611472,28.206444
cow36,cow36_55,front-left,156.158950,24.437451
cow36,cow36_56,left,170.485322,27.405033
cow36,cow36_57,left,199.874393,26.410243
cow36,cow36_58,back-left,222.968024,21.127094
cow36,cow36_59,back-left,242.024858,21.889845
cow36,cow36_60,back,278.450358,25.734806
cow36,cow36_61,back,284.018507,28.837709
cow36,cow36_62,back-right,311.386526,28.933259
cow36,cow36_63,right,340.055683,20.821578
cow36,cow36_64,right,3.085584,37.050972
cow36,cow36_65,right,14.792992,36.339338
cow36,cow36_66,front-right,52.599433,41.961787
cow36,cow36_67,front,68.461159,35.441205
cow36,cow36_68,front,98.554477,42.235335
cow36,cow36_69,front-left,119.676175,38.751892
cow36,cow36_70,front-left,130.866097,35.760674
cow36,cow36_71,front-left,151.472849,39.666115
cow36,cow36_72,left,171.894111,42.312104
cow36,cow36_73,left,193.219776,38.975223
cow36,cow36_74,back-left,219.469685,38.379014
cow36,cow36_75,back,248.701008,40.448102
cow36,cow36_76,back,261.931792,41.010643
cow36,cow36_77,back,288.709201,39.411123
cow36,cow36_78,back-right,307.042428,41.536825
cow36,cow36_79,back-right,337.232222,43.103471
cow36,cow36_80,right,-2.982039,54.392386
cow36,cow36_81,right,21.627982,50.711433
cow36,cow36_82,front-right,50.463847,50.828918
cow36,cow36_83,front,72.383658,54.039950
cow36,cow36_84,front,84.206051,57.940169
cow36,cow36_85,front,107.730662,52.020281
cow36,cow36_86,front-left,129.422298,56.828683
cow36,cow36_87,front-left,152.952345,55.208069
cow36,cow36_88,left,174.183728,55.624916
cow36,cow36_89,back-left,208.964587,56.539837
cow36,cow36_90,back-left,229.084534,56.456786
cow36,cow36_91,back,251.564416,55.212296
cow36,cow36_92,back,270.424020,58.296053
cow36,cow36_93,back,291.172184,49.308862
cow36,cow36_94,back-right,311.092311,57.053882
cow36,cow36_95,right,347.061992,50.614952
cow37,cow37_0,right,-1.709686,-16.981331
cow37,cow37_1,right,17.062224,-16.322681
cow37,cow37_2,front-right,50.860502,-16.690703
cow37,cow37_3,front,76.342343,-21.933072
cow37,cow37_4,front,87.819237,-17.339811
cow37,cow37_5,front-left,115.855341,-19.559700
cow37,cow37_6,front-left,138.184313,-23.501490
cow37,cow37_7,front-left,156.256410,-22.261352
cow37,cow37_8,left,173.245320,-23.098879
cow37,cow37_9,back-left,202.886999,-17.587250
cow37,cow37_10,back-left,228.985623,-16.594081
cow37,cow37_11,back-left,246.660146,-20.033599
cow37,cow37_12,back,261.287867,-24.767358
cow37,cow37_13,back,292.170528,-21.618868
cow37,cow37_14,back-right,324.681180,-23.428913
cow37,cow37_15,back-right,330.839694,-20.625053
cow37,cow37_16,right,4.131786,-0.493970
cow37,cow37_17,front-right,24.846189,-8.174575
cow37,cow37_18,front-right,48.133068,-5.027538
cow37,cow37_19,front,74.321317,-6.218482
cow37,cow37_20,front,99.734229,-4.666095
cow37,cow37_21,front-left,122.064623,-0.176082
cow37,cow37_22,front-left,144.633910,-4.690053
cow37,cow37_23,front-left,149.692485,-7.259152
cow37,cow37_24,left,170.238990,-3.536827
cow37,cow37_25,back-left,206.230296,-9.653097
cow37,cow37_26,back-left,233.468163,-3.407781
cow37,cow37_27,back-left,244.462029,-0.519997
cow37,cow37_28,back,267.622932,-0.378907
cow37,cow37_29,back-right,294.466420,-1.208565
cow37,cow37_30,back-right,315.123630,-4.777080
cow37,cow37_31,right,342.352915,-5.498622
cow37,cow37_32,right,-3.267401,9.516262
cow37,cow37_33,right,21.586597,10.048037
cow37,cow37_34,front-right,41.647315,4.954077
cow37,cow37_35,front-right,60.972230,4.789908
cow37,cow37_36,front,96.449729,11.826725
cow37,cow37_37,front,104.975942,8.340591
cow37,cow37_38,front-left,134.622991,8.347625
cow37,cow37_39,front-left,148.294586,5.340131
cow37,cow37_40,left,175.237601,5.162152
cow37,cow37_41,back-left,204.040688,11.769340
cow37,cow37_42,back-left,216.595507,13.799840
cow37,cow37_43,back-left,247.169734,5.702254
cow37,cow37_44,back,272.497827,8.659720
cow37,cow37_45,back,287.088147,8.946466
cow37,cow37_46,back-right,314.000065,10.697392
cow37,cow37_47,back-right,329.630663,8.077908
cow37,cow37_48,right,3.276342,25.650634
cow37,cow37_49,front-right,23.694928,20.338431
cow37,cow37_50,front-right,54.767365,27.488337
cow37,cow37_51,front,70.306460,25.734158
cow37,cow37_52,front,81.075659,22.272513
cow37,cow37_53,front,105.859276,24.677996
cow37,cow37_54,front-left,138.322274,21.551756
cow37,cow37_55,front-left,157.486975,21.273170
cow37,cow37_56,left,172.124782,23.485971
cow37,cow37_57,left,198.723322,25.295721
cow37,cow37_58,back-left,225.261284,28.940081
cow37,cow37_59,back-left,247.369267,22.094926
cow37,cow37_60,back,276.469697,26.072253
cow37,cow37_61,back,289.340054,22.294218
cow37,cow37_62,back-right,314.589258,27.957975
cow37,cow37_63,back-right,328.005714,29.270977
cow37,cow37_64,right,-1.095663,41.911323
cow37,cow37_65,right,21.591749,41.455179
cow37,cow37_66,front-right,49.827513,37.310696
cow37,cow37_67,front-right,63.132621,37.651782
cow37,cow37_68,front,94.441538,43.272834
cow37,cow37_69,front,102.760779,36.251281
cow37,cow37_70,front-left,144.458546,35.385638
cow37,cow37_71,front-left,152.175931,43.033132
cow37,cow37_72,left,185.056740,38.323385
cow37,cow37_73,back-left,207.430820,41.264674
cow37,cow37_74,back-left,217.072697,36.860913
cow37,cow37_75,back,254.070249,43.401847
cow37,cow37_76,back,276.090038,42.229854
cow37,cow37_77,back-right,293.677713,37.346699
cow37,cow37_78,back-right,323.055761,43.714909
cow37,cow37_79,right,345.902569,40.022459
cow37,cow37_80,right,1.030407,54.885269
cow37,cow37_81,front-right,28.075625,58.363241
cow37,cow37_82,front-right,43.508918,59.020726
cow37,cow37_83,front-right,64.579127,59.155494
cow37,cow37_84,front,84.323486,57.274873
cow37,cow37_85,front,104.694781,56.979930
cow37,cow37_86,front-left,126.441947,57.737951
cow37,cow37_87,left,160.791128,55.549735
cow37,cow37_88,left,189.187318,55.811822
cow37,cow37_89,left,193.655653,53.189846
cow37,cow37_90,back-left,226.844048,49.729456
cow37,cow37_91,back,255.190471,52.145544
cow37,cow37_92,back,278.220074,49.356664
cow37,cow37_93,back-right,293.549795,50.771292
cow37,cow37_94,back-right,309.256464,55.830769
cow37,cow37_95,back-right,329.607536,52.767052
cow38,cow38_0,right,8.271128,-21.833340
cow38,cow38_1,right,17.968250,-23.059531
cow38,cow38_2,front-right,52.058300,-15.993852
cow38,cow38_3,front-right,59.284788,-23.168150
cow38,cow38_4,front,84.840078,-23.137307
cow38,cow38_5,front,112.122762,-24.794868
cow38,cow38_6,front-left,137.314888,-21.203065
cow38,cow38_7,front-left,153.751480,-24.296740
cow38,cow38_8,left,182.466932,-21.607975
cow38,cow38_9,back-left,203.307120,-23.769472
cow38,cow38_10,back-left,232.468739,-15.067317
cow38,cow38_11,back,255.112631,-17.652807
cow38,cow38_12,back,274.906725,-24.740845
cow38,cow38_13,back-right,297.437307,-20.183870
cow38,cow38_14,back-right,306.497318,-20.902550
cow38,cow38_15,right,342.798734,-22.839798
cow38,cow38_16,right,4.406909,-8.956877
cow38,cow38_17,front-right,28.378497,-7.909462
cow38,cow38_18,front-right,36.460722,-7.874420
cow38,cow38_19,front-right,67.004303,-9.038019
cow38,cow38_20,front,86.821717,-6.971516
cow38,cow38_21,front,111.636226,-4.914278
cow38,cow38_22,front-left,130.855455,-8.106762
cow38,cow38_23,left,158.553106,-4.218738
cow38,cow38_24,left,186.749702,-4.138565
cow38,cow38_25,left,201.623552,-2.317620
cow38,cow38_26,back-left,230.507547,-6.041711
cow38,cow38_27,back-left,242.571334,-4.220696
cow38,cow38_28,back,261.219992,-1.881152
cow38,cow38_29,back,287.446556,-7.746734
cow38,cow38_30,back-right,307.774305,-9.955133
cow38,cow38_31,back-right,329.090653,-4.984294
cow38,cow38_32,right,-0.761572,11.838705
cow38,cow38_33,front-right,29.001988,5.468439
cow38,cow38_34,front-right,41.214671,5.937807
cow38,cow38_35,front,72.891823,10.310195
cow38,cow38_36,front,81.703090,5.258896
cow38,cow38_37,front-left,119.699177,7.233511
cow38,cow38_38,front-left,132.178038,12.517991
cow38,cow38_39,left,161.501586,7.174231
cow38,cow38_40,left,174.743946,8.437380
cow38,cow38_41,left,199.862150,13.866207
cow38,cow38_42,back-left,218.210505,14.686507
cow38,cow38_43,back-left,244.760424,7.520117
cow38,cow38_44,back,276.923794,7.928218
cow38,cow38_45,back-right,300.285329,7.511740
cow38,cow38_46,back-right,316.513990,14.099542
cow38,cow38_47,right,337.905654,4.876615
cow38,cow38_48,right,-9.815577,24.950143
cow38,cow38_49,right,16.309090,22.233600
cow38,cow38_50,front-right,45.308462,22.074235
cow38,cow38_51,front-right,59.968470,22.868423
cow38,cow38_52,front,98.333125,29.069394
cow38,cow38_53,front,112.001141,24.722273
cow38,cow38_54,front-left,126.362163,23.300086
cow38,cow38_55,left,157.548353,20.807804
cow38,cow38_56,left,180.143974,20.257213
cow38,cow38_57,left,200.020289,20.561869
cow38,cow38_58,back-left,221.245406,28.512189
cow38,cow38_59,back-left,240.050224,22.629643
cow38,cow38_60,back,265.032535,25.872203
cow38,cow38_61,back,291.505129,27.585385
cow38,cow38_62,back-right,324.678122,27.614617
cow38,cow38_63,back-right,332.324163,21.656640
cow38,cow38_64,right,-7.856265,35.277597
cow38,cow38_65,right,14.378930,37.891187
cow38,cow38_66,front-right,39.770986,42.066706
cow38,cow38_67,front,74.221670,37.603422
cow38,cow38_68,front,90.008538,42.653822
cow38,cow38_69,front,107.304471,42.455209
cow38,cow38_70,front-left,127.379156,35.673881
cow38,cow38_71,front-left,154.011769,35.520428
cow38,cow38_72,left,179.788237,38.636732
cow38,cow38_73,back-left,209.594700,37.016967
cow38,cow38_74,back-left,231.523881,44.335595
cow38,cow38_75,back,256.213697,37.543648
cow38,cow38_76,back,272.624807,41.932937
cow38,cow38_77,back-right,294.040469,42.391597
cow38,cow38_78,back-right,316.929393,38.735853
cow38,cow38_79,back-right,329.383486,42.392045
cow38,cow38_80,right,7.660663,51.569824
cow38,cow38_81,right,16.075865,53.805826
cow38,cow38_82,front-right,47.632193,53.298793
cow38,cow38_83,front,73.122443,52.442443
cow38,cow38_84,front,96.628921,51.813883
cow38,cow38_85,front,108.533662,50.821583
cow38,cow38_86,front-left,138.240658,58.089120
cow38,cow38_87,front-left,153.034870,52.197028
cow38,cow38_88,left,180.571952,53.354852
cow38,cow38_89,back-left,208.217159,55.573781
cow38,cow38_90,back-left,224.684703,53.196969
cow38,cow38_91,back-left,244.606081,58.094673
cow38,cow38_92,back,270.426183,59.117525
cow38,cow38_93,back-right,293.447272,58.220160
cow38,cow38_94,back-right,321.331472,52.926449
cow38,cow38_95,back-right,328.797838,53.700563
cow39,cow39_0,right,0.050661,-22.718221
cow39,cow39_1,front-right,22.774497,-15.611478
cow39,cow39_2,front-right,42.772210,-19.923640
cow39,cow39_3,front,74.927051,-19.966106
cow39,cow39_4,front,99.430998,-21.419002
cow39,cow39_5,front-left,117.221648,-21.793060
cow39,cow39_6,front-left,134.064159,-16.585751
cow39,cow39_7,left,160.633111,-16.554416
cow39,cow39_8,left,178.637879,-20.130432
cow39,cow39_9,left,199.619655,-20.446896
cow39,cow39_10,back-left,234.068960,-24.886191
cow39,cow39_11,back,252.386531,-24.193121
cow39,cow39_12,back,274.794898,-17.819935
cow39,cow39_13,back-right,301.679336,-24.201113
cow39,cow39_14,back-right,323.580692,-19.833699
cow39,cow39_15,right,338.204290,-16.194462
cow39,cow39_16,right,7.628111,-3.311883
cow39,cow39_17,front-right,29.462332,-2.944343
cow39,cow39_18,front-right,42.199345,-6.629089
cow39,cow39_19,front-right,58.090317,-7.963057
cow39,cow39_20,front,80.184117,-2.692593
cow39,cow39_21,front,107.459395,-8.310284
cow39,cow39_22,front-left,136.656799,-7.333274
cow39,cow39_23,left,165.171639,-6.894837
cow39,cow39_24,left,183.352848,-8.788313
cow39,cow39_25,left,194.503148,-3.006637
cow39,cow39_26,back-left,217.036583,-0.384278
cow39,cow39_27,back-left,244.135617,-5.050352
cow39,cow39_28,back,268.557914,-1.031411
cow39,cow39_29,back,291.887693,-8.853766
cow39,cow39_30,back-right,314.817770,-6.396609
cow39,cow39_31,back-right,336.954346,-4.261981
cow39,cow39_32,right,-7.162149,7.883994
cow39,cow39_33,front-right,27.779659,11.486102
cow39,cow39_34,front-right,37.951798,13.863271
cow39,cow39_35,front,71.002616,5.401289
cow39,cow39_36,front,93.145763,13.309971
cow39,cow39_37,front-left,119.329575,10.778356
cow39,cow39_38,front-left,131.725590,4.993793
cow39,cow39_39,left,164.171344,8.160423
cow39,cow39_40,left,178.114549,11.869059
cow39,cow39_41,back-left,205.713576,7.720131
cow39,cow39_42,back-left,228.010783,14.513427
cow39,cow39_43,back,253.235584,9.300708
cow39,cow39_44,back,274.589611,6.451538
cow39,cow39_45,back-right,293.673177,10.552162
cow39,cow39_46,back-right,314.891116,5.900225
cow39,cow39_47,right,339.685714,7.150359
cow39,cow39_48,right,6.719108,25.608232
cow39,cow39_49,right,18.248060,24.796438
cow39,cow39_50,front-right,37.956885,29.032323
cow39,cow39_51,front-right,64.818501,26.743052
cow39,cow39_52,front,99.711291,21.180640
cow39,cow39_53,front,105.457446,21.793925
cow39,cow39_54,front-left,140.629045,28.115889
cow39,cow39_55,front-left,156.062251,22.783604
cow39,cow39_56,left,183.259646,27.369194
cow39,cow39_57,left,194.064881,26.463318
cow39,cow39_58,back-left,219.618584,27.805819
cow39,cow39_59,back,252.601331,26.079790
cow39,cow39_60,back,268.321555,26.491507
cow39,cow39_61,back-right,292.633718,23.358579
cow39,cow39_62,back-right,305.788885,25.374722
cow39,cow39_63,back-right,331.374767,22.134916
cow39,cow39_64,right,-3.197354,43.951226
cow39,cow39_65,right,19.340129,39.886452
cow39,cow39_66,front-right,51.659461,36.373348
cow39,cow39_67,front,71.810640,36.416959
cow39,cow39_68,front,90.807429,43.440337
cow39,cow39_69,front-left,116.818868,42.550584
cow39,cow39_70,front-left,130.542317,41.558879
cow39,cow39_71,left,160.663830,43.459914
cow39,cow39_72,left,171.334256,41.149671
cow39,cow39_73,back-left,211.798729,40.912260
cow39,cow39_74,back-left,222.155999,41.747774
cow39,cow39_75,back-left,242.517674,39.919819
cow39,cow39_76,back,273.741436,35.292016
cow39,cow39_77,back-right,302.066123,42.421406
cow39,cow39_78,back-right,306.090045,34.598880
cow39,cow39_79,right,342.864984,37.041139
cow39,cow39_80,right,-7.114903,50.205984
cow39,cow39_81,front-right,22.853391,53.735878
cow39,cow39_82,front-right,53.177845,54.003870
cow39,cow39_83,front,69.998160,52.860965
cow39,cow39_84,front,87.103434,53.821487
cow39,cow39_85,front,106.928527,57.447612
cow39,cow39_86,front-left,130.683163,51.530155
cow39,cow39_87,left,159.889548,58.131105
cow39,cow39_88,left,182.214668,54.111582
cow39,cow39_89,back-left,208.509095,58.408865
cow39,cow39_90,back-left,232.042355,49.858020
cow39,cow39_91,back,256.985694,50.475440
cow39,cow39_92,back,268.230404,50.555123
cow39,cow39_93,back,290.504908,56.021919
cow39,cow39_94,back-right,313.961624,56.937824
cow39,cow39_95,right,345.785322,53.634816
cow40,cow40_0,right,3.465818,-17.526293
cow40,cow40_1,front-right,28.052666,-18.965962
cow40,cow40_2,front-right,48.882498,-23.318404
cow40,cow40_3,front,74.479405,-17.057700
cow40,cow40_4,front,86.356183,-17.233825
cow40,cow40_5,front-left,113.012787,-22.141750
cow40,cow40_6,front-left,128.600423,-15.749363
cow40,cow40_7,left,165.366278,-16.462481
cow40,cow40_8,left,189.338375,-19.042821
cow40,cow40_9,left,196.227534,-22.849151
cow40,cow40_10,back-left,218.417919,-17.458618
cow40,cow40_11,back,249.980609,-23.624719
cow40,cow40_12,back,274.257557,-17.585901
cow40,cow40_13,back-right,299.280661,-20.177267
cow40,cow40_14,back-right,309.235410,-19.233701
cow40,cow40_15,back-right,330.094830,-22.706292
cow40,cow40_16,right,0.666275,-1.610268
cow40,cow40_17,front-right,26.748997,-1.726183
cow40,cow40_18,front-right,45.077924,-4.785968
cow40,cow40_19,front-right,59.311541,-6.323673
cow40,cow40_20,front,80.343996,-2.195794
cow40,cow40_21,front-left,115.442396,-3.344064
cow40,cow40_22,front-left,144.266672,-6.494935
cow40,cow40_23,front-left,151.336218,-1.784410
cow40,cow40_24,left,171.306248,-3.146552
cow40,cow40_25,left,195.126763,-7.665367
cow40,cow40_26,back-left,216.591574,-4.917794
cow40,cow40_27,back,251.105996,-7.397237
cow40,cow40_28,back,272.761761,-1.134267
cow40,cow40_29,back-right,297.053980,-7.892217
cow40,cow40_30,back-right,319.658188,-3.022884
cow40,cow40_31,right,340.804657,-1.573156
cow40,cow40_32,right,-9.294996,6.257299
cow40,cow40_33,front-right,28.627788,5.832372
cow40,cow40_34,front-right,47.972809,5.632956
cow40,cow40_35,front-right,64.750807,8.740109
cow40,cow40_36,front,93.098236,10.820796
cow40,cow40_37,front-left,115.026841,8.645799
cow40,cow40_38,front-left,139.379372,12.479987
cow40,cow40_39,left,158.466987,9.264486
cow40,cow40_40,left,182.603673,13.415090
cow40,cow40_41,back-left,206.378054,11.253308
cow40,cow40_42,back-left,218.709218,6.126128
cow40,cow40_43,back-left,244.940255,11.042741
cow40,cow40_44,back,269.948391,11.948549
